timestamp,PECalama,PEValleDeLosVientos,PFVAzabache,PFVJama,PFVSanPedro,PFVUsya,SECalama,SEChuquicamata,SEJama,SELasana,SENuevaChuquicamata,SESalar,SEValleDeLosVientos
2024-01-01 00:17:00,12.567,8.316,0.000,0.000,0.000,0.000,10.735,25.974,0.104,-1.464,16.861,15.997,10.416
2024-01-01 00:18:00,11.797,9.653,0.000,0.000,0.000,0.000,15.518,23.150,2.177,0.924,12.231,9.544,8.644
2024-01-01 00:19:00,13.061,5.666,0.000,0.000,0.000,0.000,4.623,28.079,0.416,1.957,14.625,12.559,8.233
2024-01-01 00:20:00,11.298,7.181,0.000,0.000,0.000,0.000,10.568,23.118,0.930,0.452,10.583,13.850,10.076
2024-01-01 00:21:00,10.836,8.331,0.000,0.000,0.000,0.000,15.828,26.538,2.066,-0.985,11.869,12.197,9.801
2024-01-01 00:22:00,12.022,6.717,0.000,0.000,0.000,0.000,13.331,19.646,-0.524,-0.512,9.406,12.603,6.664
2024-01-01 00:23:00,11.645,9.458,0.000,0.000,0.000,0.000,15.133,20.674,-0.138,-0.533,8.888,12.366,8.967
2024-01-01 00:24:00,11.761,9.065,0.000,0.000,0.000,0.000,9.167,25.789,-0.292,-0.270,14.984,12.893,9.328
2024-01-01 00:25:00,13.732,7.248,0.000,0.000,0.000,0.000,7.610,13.291,-1.156,-1.532,7.700,13.351,9.052
2024-01-01 00:26:00,11.433,7.746,0.000,0.000,0.000,0.000,16.560,17.439,-1.754,-0.581,9.231,9.353,9.857
2024-01-01 00:27:00,13.476,9.037,0.000,0.000,0.000,0.000,11.956,26.933,1.618,0.733,14.754,9.964,9.469
2024-01-01 00:28:00,11.480,6.380,0.000,0.000,0.000,0.000,7.621,27.028,-0.301,0.620,11.929,15.726,8.578
2024-01-01 00:29:00,13.522,10.471,0.000,0.000,0.000,0.000,13.617,28.060,0.211,0.395,12.533,15.187,9.438
2024-01-01 00:30:00,12.767,8.374,0.000,0.000,0.000,0.000,12.734,18.863,0.143,0.079,14.065,11.500,7.492
2024-01-01 00:31:00,13.658,8.164,0.000,0.000,0.000,0.000,15.353,20.798,-1.634,-0.522,12.376,17.109,7.980
2024-01-01 00:32:00,12.203,8.624,0.000,0.000,0.000,0.000,10.851,20.878,0.120,0.017,15.974,7.928,11.641
2024-01-01 00:33:00,11.303,8.074,0.000,0.000,0.000,0.000,11.163,25.221,-0.195,1.067,14.930,10.508,8.418
2024-01-01 00:34:00,10.897,8.477,0.001,0.000,0.000,0.000,7.543,22.392,-0.410,0.651,12.606,10.548,10.205
2024-01-01 00:35:00,9.127,9.159,0.001,0.000,0.000,0.000,12.363,16.037,0.206,0.742,8.694,14.652,5.229
2024-01-01 00:36:00,12.019,7.318,0.001,0.000,0.000,0.000,13.296,28.975,-0.165,0.628,10.170,8.864,8.600
2024-01-01 00:37:00,12.182,7.766,0.001,0.000,0.000,0.000,16.462,18.420,0.237,-0.708,15.156,16.283,9.813
2024-01-01 00:38:00,11.190,8.345,0.001,0.000,0.000,0.000,11.036,27.095,1.542,1.101,13.528,10.765,8.842
2024-01-01 00:39:00,10.651,8.706,0.001,0.000,0.000,0.000,8.541,26.951,0.302,1.805,10.985,9.124,8.811
2024-01-01 00:40:00,11.377,6.618,0.001,0.000,0.000,0.000,14.302,31.651,-0.775,2.288,10.934,14.585,9.716
2024-01-01 00:41:00,11.472,8.972,0.001,0.000,0.000,0.000,11.269,22.303,-0.014,2.854,8.385,7.178,8.372
2024-01-01 00:42:00,12.665,8.071,0.001,0.000,0.000,0.000,10.268,23.065,-1.602,-0.505,7.876,11.923,9.276
2024-01-01 00:43:00,11.896,7.234,0.001,0.000,0.000,0.000,9.018,14.309,-1.390,0.093,12.961,10.791,9.183
2024-01-01 00:44:00,9.924,9.383,0.001,0.000,0.000,0.000,14.168,26.090,0.142,-2.805,15.182,10.964,6.869
2024-01-01 00:45:00,11.451,9.486,0.001,0.000,0.000,0.000,14.337,33.942,0.837,-1.208,12.309,11.663,9.346
2024-01-01 00:46:00,11.105,7.322,0.001,0.000,0.000,0.000,14.675,16.548,1.597,-1.922,8.337,10.334,8.837
2024-01-01 00:47:00,12.383,8.913,0.001,0.000,0.000,0.000,11.109,29.641,-0.673,-2.339,13.497,15.163,9.069
2024-01-01 00:48:00,9.679,8.044,0.001,0.000,0.000,0.000,11.646,25.838,0.826,0.627,11.022,13.391,7.564
2024-01-01 00:49:00,12.541,8.179,0.001,0.000,0.000,0.000,6.327,28.934,-0.291,1.525,12.111,10.946,10.279
2024-01-01 00:50:00,10.837,9.407,0.001,0.000,0.000,0.000,13.328,18.639,-2.188,-0.671,8.206,14.938,9.270
2024-01-01 00:51:00,10.001,7.928,0.001,0.000,0.000,0.000,10.401,19.409,-0.241,-1.523,6.712,12.232,8.071
2024-01-01 00:52:00,13.457,7.093,0.001,0.000,0.000,0.000,14.901,25.866,1.703,-2.349,9.909,11.372,7.599
2024-01-01 00:53:00,12.044,7.943,0.001,0.000,0.000,0.000,15.081,25.604,2.452,-2.618,8.765,9.748,7.202
2024-01-01 00:54:00,13.364,10.086,0.001,0.000,0.000,0.000,12.582,26.147,-1.335,1.832,11.331,12.837,7.498
2024-01-01 00:55:00,12.076,7.423,0.001,0.000,0.000,0.000,12.793,25.920,-1.446,-0.394,10.941,11.944,9.171
2024-01-01 00:56:00,14.051,9.261,0.001,0.000,0.000,0.000,10.421,29.843,-1.437,-0.230,12.435,12.899,8.153
2024-01-01 00:57:00,10.753,9.789,0.001,0.000,0.000,0.000,18.705,19.587,1.596,2.008,14.254,16.355,8.189
2024-01-01 00:58:00,10.589,9.519,0.001,0.000,0.000,0.000,13.257,30.807,2.186,-1.234,12.155,8.768,9.325
2024-01-01 00:59:00,10.885,8.277,0.001,0.000,0.000,0.000,10.776,26.766,-1.674,-0.272,14.783,8.302,7.381
2024-01-01 01:00:00,13.550,8.426,0.001,0.000,0.000,0.000,14.509,19.324,-0.823,-0.212,11.075,10.904,9.045
2024-01-01 01:01:00,12.416,9.386,0.001,0.000,0.000,0.000,9.576,18.382,0.591,1.511,13.964,15.828,7.697
2024-01-01 01:02:00,12.136,8.651,0.001,0.000,0.000,0.000,13.215,24.868,0.640,0.132,12.847,16.598,9.909
2024-01-01 01:03:00,11.275,6.992,0.001,0.000,0.000,0.000,11.740,26.186,1.120,2.550,8.288,9.672,9.076
2024-01-01 01:04:00,10.244,8.638,0.001,0.000,0.000,0.000,9.513,15.097,-0.591,0.982,11.222,12.800,8.095
2024-01-01 01:05:00,12.916,8.170,0.001,0.000,0.000,0.000,11.643,20.272,0.413,1.153,9.188,19.225,7.358
2024-01-01 01:06:00,12.917,7.587,0.001,0.000,0.000,0.000,12.926,20.185,-0.003,-1.104,13.242,8.243,7.151
2024-01-01 01:07:00,11.630,11.087,0.001,0.000,0.000,0.000,7.936,26.122,-0.062,-0.141,16.181,11.325,8.258
2024-01-01 01:08:00,11.524,9.163,0.001,0.000,0.000,0.000,10.125,21.051,0.141,-2.402,15.421,11.511,9.801
2024-01-01 01:09:00,12.058,10.913,0.001,0.000,0.000,0.000,9.584,29.030,1.140,0.077,13.097,11.140,10.208
2024-01-01 01:10:00,14.124,9.119,0.001,0.000,0.000,0.000,10.218,26.428,0.389,0.205,14.232,12.726,6.435
2024-01-01 01:11:00,10.710,7.220,0.001,0.000,0.000,0.000,11.804,13.206,-0.658,2.130,13.357,10.658,9.619
2024-01-01 01:12:00,12.484,8.149,0.001,0.000,0.000,0.000,8.700,20.885,0.677,1.808,9.993,14.553,8.547
2024-01-01 01:13:00,13.393,6.947,0.001,0.000,0.000,0.000,9.759,25.912,-0.803,-0.382,9.747,15.048,9.403
2024-01-01 01:14:00,12.296,7.475,0.001,0.000,0.000,0.000,14.612,29.826,-0.411,-1.198,12.963,13.682,7.220
2024-01-01 01:15:00,12.869,8.633,0.001,0.000,0.000,0.000,11.061,27.165,0.676,-0.187,14.705,15.562,9.422
2024-01-01 01:16:00,9.623,8.069,0.001,0.000,0.000,0.000,16.936,22.630,-2.151,-0.393,13.103,13.505,8.409
2024-01-01 01:17:00,10.182,7.304,0.001,0.000,0.000,0.000,11.144,27.708,-1.164,0.248,7.774,13.702,7.739
2024-01-01 01:18:00,13.447,10.375,0.001,0.000,0.000,0.000,12.843,18.430,0.764,-1.071,12.577,7.463,6.781
2024-01-01 01:19:00,9.918,9.328,0.001,0.000,0.000,0.000,16.600,23.359,0.289,1.488,13.746,12.304,8.551
2024-01-01 01:20:00,10.565,7.856,0.002,0.000,0.000,0.000,10.845,23.321,0.630,-0.052,11.207,14.044,8.031
2024-01-01 01:21:00,12.841,7.958,0.002,0.000,0.000,0.000,12.337,27.385,1.089,-0.498,9.462,13.262,8.145
2024-01-01 01:22:00,11.681,8.472,0.002,0.000,0.000,0.000,15.947,28.705,0.443,-2.057,14.821,10.467,8.697
2024-01-01 01:23:00,12.345,8.350,0.002,0.000,0.000,0.000,13.199,32.097,0.168,0.371,11.819,12.320,5.962
2024-01-01 01:24:00,12.619,6.862,0.002,0.000,0.000,0.000,9.340,25.601,-0.054,0.650,9.170,10.387,9.551
2024-01-01 01:25:00,10.582,9.805,0.002,0.000,0.000,0.000,13.037,23.300,-1.361,1.431,10.567,9.424,9.223
2024-01-01 01:26:00,9.678,9.950,0.002,0.000,0.000,0.000,11.624,20.329,-0.006,-2.114,15.044,14.868,8.390
2024-01-01 01:27:00,12.127,7.647,0.002,0.000,0.000,0.000,10.008,28.214,-1.011,3.483,14.546,6.613,10.434
2024-01-01 01:28:00,13.940,9.667,0.002,0.000,0.000,0.000,13.138,28.620,-0.347,0.531,9.016,9.689,8.172
2024-01-01 01:29:00,10.516,10.169,0.002,0.000,0.000,0.000,10.941,14.766,0.309,-0.145,9.443,9.476,7.365
2024-01-01 01:30:00,11.672,7.625,0.002,0.000,0.000,0.000,13.960,21.478,-2.157,-1.961,8.643,4.428,9.449
2024-01-01 01:31:00,10.493,9.193,0.002,0.000,0.000,0.000,10.416,20.781,-0.507,0.763,6.575,10.833,7.293
2024-01-01 01:32:00,10.820,7.820,0.002,0.000,0.000,0.000,15.406,29.398,-0.590,-1.772,10.867,9.715,7.085
2024-01-01 01:33:00,11.918,8.187,0.002,0.000,0.000,0.000,8.827,16.079,-0.305,-1.416,12.772,16.261,10.157
2024-01-01 01:34:00,10.058,8.687,0.002,0.000,0.000,0.000,12.837,16.461,-1.129,-1.019,9.846,13.421,8.457
2024-01-01 01:35:00,11.845,8.549,0.002,0.000,0.000,0.000,17.675,20.917,1.372,-0.732,8.805,9.739,6.645
2024-01-01 01:36:00,11.169,7.796,0.002,0.000,0.000,0.000,16.367,22.839,-0.856,-0.424,8.946,16.026,7.017
2024-01-01 01:37:00,11.948,9.294,0.002,0.000,0.000,0.000,12.684,23.442,-0.083,0.575,10.966,9.296,7.346
2024-01-01 01:38:00,13.026,7.038,0.002,0.000,0.000,0.000,15.762,24.025,0.529,-0.257,9.844,17.151,10.767
2024-01-01 01:39:00,10.669,9.788,0.002,0.000,0.000,0.000,8.633,27.565,1.701,1.487,12.597,14.198,7.465
2024-01-01 01:40:00,10.125,7.569,0.002,0.000,0.000,0.000,9.780,29.290,-0.013,1.537,11.107,10.063,7.226
2024-01-01 01:41:00,11.017,10.799,0.002,0.000,0.000,0.000,8.423,26.770,0.127,0.405,12.521,11.510,8.169
2024-01-01 01:42:00,10.813,10.231,0.003,0.000,0.000,0.000,16.505,15.739,-0.071,-1.558,12.348,7.497,7.948
2024-01-01 01:43:00,12.639,8.783,0.003,0.000,0.000,0.000,13.754,12.896,-1.209,0.989,12.935,9.843,8.463
2024-01-01 01:44:00,11.717,9.390,0.003,0.000,0.000,0.000,10.214,18.384,-0.378,0.121,9.873,12.743,8.447
2024-01-01 01:45:00,10.946,8.559,0.003,0.000,0.000,0.000,13.073,14.237,0.598,1.420,8.606,10.881,8.452
2024-01-01 01:46:00,9.903,6.942,0.003,0.000,0.000,0.000,8.638,21.485,0.633,0.842,8.825,10.590,8.188
2024-01-01 01:47:00,10.746,8.659,0.003,0.000,0.000,0.000,12.601,18.126,0.702,-1.243,14.695,9.566,10.098
2024-01-01 01:48:00,11.107,9.511,0.003,0.000,0.000,0.000,8.723,25.958,0.434,2.067,12.085,12.537,9.708
2024-01-01 01:49:00,11.364,7.557,0.003,0.000,0.000,0.000,14.332,20.070,-0.276,0.337,13.405,17.468,10.700
2024-01-01 01:50:00,13.318,9.018,0.003,0.000,0.000,0.000,7.940,30.967,-0.887,-0.492,6.566,9.297,6.913
2024-01-01 01:51:00,14.495,8.188,0.003,0.000,0.000,0.000,10.851,26.668,-0.934,-1.559,5.947,9.728,7.387
2024-01-01 01:52:00,13.935,7.497,0.003,0.000,0.000,0.000,16.214,24.077,0.109,0.656,7.700,16.737,8.536
2024-01-01 01:53:00,10.072,10.642,0.003,0.000,0.000,0.000,14.224,18.482,0.660,-0.676,9.875,14.472,6.857
2024-01-01 01:54:00,11.792,8.637,0.003,0.000,0.000,0.000,10.736,27.089,-0.787,2.143,9.921,11.476,8.332
2024-01-01 01:55:00,10.270,8.624,0.003,0.000,0.000,0.000,11.323,19.163,-0.847,0.997,12.400,9.550,9.873
2024-01-01 01:56:00,12.307,9.697,0.003,0.000,0.000,0.000,8.540,25.334,-0.544,-1.697,10.437,9.507,7.970
2024-01-01 01:57:00,14.007,7.571,0.004,0.000,0.000,0.000,15.344,37.015,-1.346,2.497,12.308,10.917,8.095
2024-01-01 01:58:00,12.100,8.402,0.004,0.000,0.000,0.000,12.900,21.238,1.919,0.015,16.148,10.429,7.129
2024-01-01 01:59:00,11.239,7.086,0.004,0.000,0.000,0.000,13.028,22.034,0.971,2.281,8.737,13.521,8.750
2024-01-01 02:00:00,12.715,8.893,0.004,0.000,0.000,0.000,16.417,19.823,0.331,0.498,10.737,9.319,9.480
2024-01-01 02:01:00,12.772,9.955,0.004,0.000,0.000,0.000,4.388,22.295,0.017,0.705,11.794,11.425,9.868
2024-01-01 02:02:00,13.032,7.382,0.004,0.000,0.000,0.000,11.312,20.737,0.535,1.951,8.234,12.615,8.806
2024-01-01 02:03:00,11.783,7.344,0.004,0.000,0.000,0.000,8.409,19.862,-0.926,-0.500,15.337,13.072,9.326
2024-01-01 02:04:00,12.031,8.345,0.004,0.000,0.000,0.000,14.920,29.906,0.589,0.440,12.062,15.471,7.495
2024-01-01 02:05:00,12.968,8.515,0.004,0.000,0.000,0.000,10.582,23.844,0.633,-0.454,15.734,12.749,8.073
2024-01-01 02:06:00,8.688,9.234,0.004,0.000,0.000,0.000,12.958,25.077,-0.445,0.390,14.401,13.508,10.946
2024-01-01 02:07:00,11.132,8.625,0.004,0.000,0.000,0.000,8.684,18.434,0.838,0.069,15.883,14.108,8.708
2024-01-01 02:08:00,10.183,8.369,0.005,0.000,0.000,0.000,7.959,16.483,0.617,-0.729,13.080,9.164,8.921
2024-01-01 02:09:00,10.449,7.569,0.005,0.000,0.000,0.000,10.996,28.539,0.883,0.350,9.711,10.361,8.560
2024-01-01 02:10:00,9.956,10.381,0.005,0.000,0.000,0.000,9.870,24.000,0.596,-0.774,9.281,13.039,12.410
2024-01-01 02:11:00,11.950,8.592,0.005,0.000,0.000,0.000,14.583,26.291,1.235,-0.088,15.545,11.908,8.141
2024-01-01 02:12:00,9.699,9.261,0.005,0.000,0.000,0.000,13.011,19.734,-0.516,0.785,11.345,6.261,9.616
2024-01-01 02:13:00,11.583,9.234,0.005,0.000,0.000,0.000,14.483,23.651,0.339,-2.964,5.252,10.423,8.268
2024-01-01 02:14:00,11.741,10.177,0.005,0.000,0.000,0.000,12.383,26.810,1.506,-1.681,8.494,9.577,8.639
2024-01-01 02:15:00,12.950,7.193,0.005,0.000,0.000,0.000,14.177,27.394,0.591,-0.740,12.310,13.040,8.338
2024-01-01 02:16:00,12.060,7.460,0.005,0.000,0.000,0.000,13.424,18.635,1.228,0.405,9.344,13.530,9.289
2024-01-01 02:17:00,12.434,8.331,0.006,0.000,0.000,0.000,11.447,14.988,-1.044,0.570,5.675,10.358,6.810
2024-01-01 02:18:00,10.003,6.624,0.006,0.000,0.000,0.000,10.094,16.319,0.212,1.170,16.079,9.069,5.929
2024-01-01 02:19:00,10.998,7.904,0.006,0.000,0.000,0.000,7.157,14.487,-0.427,1.481,10.703,15.055,7.341
2024-01-01 02:20:00,9.922,9.130,0.006,0.000,0.000,0.000,13.164,23.317,0.499,-0.181,12.951,7.595,8.271
2024-01-01 02:21:00,10.435,10.206,0.006,0.000,0.000,0.000,10.139,22.802,-0.912,0.862,11.072,8.170,10.663
2024-01-01 02:22:00,11.884,8.485,0.006,0.000,0.000,0.000,10.903,18.120,1.864,-1.685,11.495,7.495,8.914
2024-01-01 02:23:00,10.790,8.035,0.006,0.000,0.000,0.000,10.401,17.260,1.018,-0.307,13.169,11.655,8.445
2024-01-01 02:24:00,11.425,7.799,0.006,0.000,0.000,0.000,11.006,21.319,-2.093,-0.266,10.520,13.968,6.488
2024-01-01 02:25:00,11.407,8.974,0.007,0.000,0.000,0.000,6.911,17.445,0.749,0.370,11.518,11.937,8.746
2024-01-01 02:26:00,11.199,9.260,0.007,0.000,0.000,0.000,14.820,25.156,-0.600,2.574,10.913,9.584,7.750
2024-01-01 02:27:00,11.378,8.617,0.007,0.000,0.000,0.000,12.096,30.216,-0.155,0.294,14.259,9.662,6.306
2024-01-01 02:28:00,10.914,8.148,0.007,0.000,0.000,0.000,6.496,17.058,0.289,-0.202,16.788,10.431,9.494
2024-01-01 02:29:00,12.143,8.345,0.007,0.000,0.000,0.000,7.592,23.714,1.029,0.551,11.391,13.627,6.536
2024-01-01 02:30:00,10.065,7.839,0.007,0.000,0.000,0.000,10.216,33.287,0.385,-1.155,9.317,11.929,7.456
2024-01-01 02:31:00,10.886,10.465,0.007,0.000,0.000,0.000,11.446,25.286,-0.363,1.711,11.447,9.756,9.444
2024-01-01 02:32:00,10.543,9.794,0.008,0.000,0.000,0.000,6.246,23.075,0.625,2.746,13.394,12.443,7.920
2024-01-01 02:33:00,10.200,8.780,0.008,0.000,0.000,0.000,12.627,35.149,0.506,0.615,16.946,10.454,9.842
2024-01-01 02:34:00,10.564,9.620,0.008,0.000,0.000,0.000,17.812,28.323,-0.978,-0.612,12.458,14.395,8.319
2024-01-01 02:35:00,11.792,7.880,0.008,0.000,0.000,0.000,12.799,20.295,-0.159,-0.718,9.596,12.375,9.410
2024-01-01 02:36:00,12.080,8.030,0.008,0.000,0.000,0.000,10.987,25.849,1.421,-3.934,12.818,10.438,10.455
2024-01-01 02:37:00,12.089,8.233,0.008,0.000,0.000,0.000,10.986,27.613,2.382,-2.163,15.996,12.790,9.992
2024-01-01 02:38:00,11.551,8.105,0.009,0.000,0.000,0.000,10.572,22.254,-0.758,0.004,14.040,10.110,8.740
2024-01-01 02:39:00,12.542,8.120,0.009,0.000,0.000,0.000,5.011,21.426,-0.690,-0.584,18.469,10.910,8.534
2024-01-01 02:40:00,12.896,7.207,0.009,0.000,0.000,0.000,15.911,23.864,0.507,0.119,15.732,6.704,8.481
2024-01-01 02:41:00,11.008,7.650,0.009,0.000,0.000,0.000,9.550,20.466,0.001,-1.429,20.625,13.023,8.321
2024-01-01 02:42:00,11.909,7.462,0.009,0.000,0.000,0.000,10.673,32.976,0.174,-0.924,13.987,11.966,7.290
2024-01-01 02:43:00,10.477,7.957,0.010,0.000,0.000,0.000,12.998,21.500,-0.736,-0.442,13.877,14.486,9.135
2024-01-01 02:44:00,11.866,7.377,0.010,0.000,0.000,0.000,11.221,21.167,-0.350,-1.451,8.973,11.261,7.878
2024-01-01 02:45:00,11.824,8.599,0.010,0.000,0.000,0.000,9.974,16.962,1.320,-1.638,14.411,13.387,7.577
2024-01-01 02:46:00,11.905,8.087,0.010,0.000,0.000,0.000,11.788,15.097,-0.056,1.969,6.669,11.243,8.507
2024-01-01 02:47:00,13.057,7.947,0.010,0.000,0.000,0.000,10.162,22.886,0.313,-3.378,12.301,6.984,8.558
2024-01-01 02:48:00,13.146,7.193,0.011,0.000,0.000,0.000,15.084,27.007,-0.291,-2.927,12.350,12.376,10.560
2024-01-01 02:49:00,13.436,7.218,0.011,0.000,0.000,0.000,12.045,19.098,-0.117,1.325,9.982,11.976,8.505
2024-01-01 02:50:00,12.229,7.442,0.011,0.000,0.000,0.000,9.225,26.135,-0.559,-0.355,7.199,12.165,8.949
2024-01-01 02:51:00,10.485,9.698,0.011,0.000,0.000,0.000,14.743,30.647,2.696,2.715,9.563,9.173,8.142
2024-01-01 02:52:00,11.570,8.698,0.012,0.000,0.000,0.000,10.576,23.924,-0.897,-0.372,8.972,13.247,7.101
2024-01-01 02:53:00,9.585,8.907,0.012,0.000,0.000,0.000,12.846,21.953,0.053,-1.190,11.717,12.006,9.393
2024-01-01 02:54:00,10.058,9.967,0.012,0.000,0.000,0.000,9.410,32.759,0.325,-1.534,12.074,13.058,9.808
2024-01-01 02:55:00,10.279,8.054,0.012,0.000,0.000,0.000,13.443,25.388,-0.563,0.834,8.142,10.352,9.001
2024-01-01 02:56:00,13.669,7.971,0.013,0.000,0.000,0.000,10.929,25.581,-0.450,-1.663,12.699,11.836,8.340
2024-01-01 02:57:00,13.536,9.575,0.013,0.000,0.000,0.000,8.233,19.986,1.549,1.085,15.925,6.991,9.192
2024-01-01 02:58:00,10.674,8.641,0.013,0.000,0.000,0.000,15.001,27.868,1.885,0.667,19.443,14.854,7.254
2024-01-01 02:59:00,11.040,10.333,0.013,0.000,0.000,0.001,9.188,23.187,-0.089,0.207,13.206,10.335,8.277
2024-01-01 03:00:00,10.859,8.344,0.014,0.000,0.000,0.001,11.640,23.148,1.051,-0.686,11.906,9.618,8.213
2024-01-01 03:01:00,12.744,8.252,0.014,0.000,0.000,0.001,5.844,22.957,0.270,-2.136,12.451,11.557,7.224
2024-01-01 03:02:00,12.377,8.679,0.014,0.000,0.000,0.001,12.382,24.592,-0.707,0.537,11.358,7.426,7.937
2024-01-01 03:03:00,11.453,10.864,0.014,0.000,0.000,0.001,9.871,25.785,-0.664,0.374,10.298,10.902,8.486
2024-01-01 03:04:00,12.106,8.317,0.015,0.000,0.000,0.001,6.008,21.677,1.508,2.187,12.273,6.441,8.888
2024-01-01 03:05:00,10.693,9.564,0.015,0.000,0.000,0.001,13.409,30.763,1.414,-1.184,13.048,5.952,8.573
2024-01-01 03:06:00,10.941,7.379,0.015,0.000,0.000,0.001,12.069,19.068,-1.497,-1.132,12.206,8.461,7.749
2024-01-01 03:07:00,11.818,7.779,0.016,0.000,0.000,0.001,9.543,28.559,-1.499,2.252,13.136,13.575,6.867
2024-01-01 03:08:00,9.915,9.217,0.016,0.000,0.000,0.001,16.376,25.935,-0.722,2.496,14.642,13.647,8.847
2024-01-01 03:09:00,12.389,9.448,0.016,0.000,0.000,0.001,11.722,20.243,1.281,2.263,10.404,7.126,8.227
2024-01-01 03:10:00,12.406,8.445,0.017,0.000,0.000,0.001,9.456,10.937,-0.393,-1.273,12.586,9.161,7.004
2024-01-01 03:11:00,10.836,9.011,0.017,0.000,0.000,0.001,10.605,12.620,0.524,0.351,13.515,9.316,9.337
2024-01-01 03:12:00,11.180,9.351,0.017,0.000,0.000,0.001,12.193,27.564,1.976,0.549,13.495,11.301,9.365
2024-01-01 03:13:00,11.532,8.269,0.018,0.000,0.000,0.001,7.138,26.826,-0.931,0.160,12.490,11.540,9.565
2024-01-01 03:14:00,11.528,8.483,0.018,0.000,0.000,0.001,9.599,23.951,-0.293,1.777,12.683,11.337,7.795
2024-01-01 03:15:00,10.353,10.873,0.018,0.000,0.000,0.001,10.065,14.322,0.292,-0.106,11.326,11.838,7.456
2024-01-01 03:16:00,11.017,9.071,0.019,0.000,0.000,0.001,9.663,17.180,0.768,1.238,12.929,12.160,6.926
2024-01-01 03:17:00,12.588,8.236,0.019,0.000,0.000,0.001,7.992,25.311,1.176,-1.296,11.911,14.867,9.021
2024-01-01 03:18:00,14.162,10.439,0.020,0.000,0.000,0.001,13.860,15.874,-0.386,-0.681,13.335,7.989,9.262
2024-01-01 03:19:00,11.562,8.835,0.020,0.000,0.000,0.001,16.577,33.447,-0.676,-0.431,14.275,10.303,8.029
2024-01-01 03:20:00,13.796,8.204,0.020,0.000,0.000,0.001,16.755,21.967,0.665,0.595,18.381,9.763,10.170
2024-01-01 03:21:00,12.111,5.373,0.021,0.000,0.000,0.001,11.169,16.277,0.242,-2.439,16.579,12.456,9.060
2024-01-01 03:22:00,11.388,6.823,0.021,0.000,0.000,0.001,14.245,18.509,-0.382,-0.640,12.026,9.094,8.658
2024-01-01 03:23:00,10.775,10.095,0.022,0.000,0.000,0.001,15.178,24.135,0.460,0.418,8.735,10.276,7.151
2024-01-01 03:24:00,12.392,9.413,0.022,0.000,0.000,0.001,15.173,24.008,-0.070,0.721,6.755,12.572,8.689
2024-01-01 03:25:00,12.151,8.922,0.022,0.000,0.000,0.001,9.901,29.000,-0.404,1.835,12.763,7.965,6.140
2024-01-01 03:26:00,12.033,7.090,0.023,0.000,0.000,0.001,13.203,23.982,2.068,1.933,16.764,9.296,9.502
2024-01-01 03:27:00,10.524,10.367,0.023,0.000,0.000,0.001,9.927,18.143,0.207,0.662,11.521,14.939,5.561
2024-01-01 03:28:00,10.472,8.815,0.024,0.000,0.000,0.001,10.474,25.819,-0.085,-1.362,15.061,11.781,10.054
