timestamp,CAL-NCH,CAL-SAL,JAM-LAS,LAS-CAL,NCH-CHU,SAL-CHU,VLV-CAL
2024-01-01 01:02:00,0.036,0.194,0.896,1.989,1.870,-1.284,1.574
2024-01-01 01:03:00,0.175,1.519,0.258,-1.062,0.373,1.324,-3.774
2024-01-01 01:04:00,0.312,3.444,0.763,0.567,0.128,-1.115,-0.931
2024-01-01 01:05:00,2.553,1.423,0.782,0.995,-2.064,-0.220,2.009
2024-01-01 01:06:00,1.913,-0.397,0.217,-0.264,0.912,1.640,-1.373
2024-01-01 01:07:00,-1.194,-0.917,0.100,-0.866,2.552,-1.038,-0.796
2024-01-01 01:08:00,-0.945,1.072,1.481,1.453,0.162,-1.461,-1.569
2024-01-01 01:09:00,2.049,0.367,0.044,0.127,0.718,1.134,-2.888
2024-01-01 01:10:00,-1.391,-2.281,-0.569,0.523,2.615,2.023,0.536
2024-01-01 01:11:00,-0.193,1.862,-0.501,1.401,-1.791,-0.276,0.193
2024-01-01 01:12:00,-0.255,-1.417,-0.004,-0.735,1.620,-0.127,-1.378
2024-01-01 01:13:00,1.395,1.312,0.219,-2.014,-0.208,1.261,-0.955
2024-01-01 01:14:00,0.256,1.406,-1.005,-0.023,0.990,0.778,1.082
2024-01-01 01:15:00,2.087,3.031,-0.176,-0.505,1.410,0.726,0.034
2024-01-01 01:16:00,3.134,-0.326,0.611,-0.612,-3.019,2.212,0.162
2024-01-01 01:17:00,1.153,0.170,1.109,1.916,-1.474,2.570,0.571
2024-01-01 01:18:00,1.994,-1.002,1.217,0.132,4.302,2.691,-0.142
2024-01-01 01:19:00,1.214,0.878,-0.162,-1.441,-3.514,1.938,-0.227
2024-01-01 01:20:00,0.089,-0.624,-0.393,-1.479,2.461,1.595,0.769
2024-01-01 01:21:00,1.186,0.964,0.336,2.072,-1.325,0.826,1.612
2024-01-01 01:22:00,1.867,0.001,0.987,-2.595,2.684,-0.431,-2.278
2024-01-01 01:23:00,-0.177,0.838,-1.947,-0.285,-0.769,-2.849,-1.541
2024-01-01 01:24:00,3.327,2.171,0.078,-0.858,1.427,1.565,-1.453
2024-01-01 01:25:00,-0.711,-1.014,1.082,-0.610,-0.407,2.177,-1.443
2024-01-01 01:26:00,3.098,3.715,1.979,1.305,4.605,-2.239,-0.053
2024-01-01 01:27:00,-0.908,1.326,0.235,-1.406,-0.042,-2.180,0.916
2024-01-01 01:28:00,0.358,1.021,-1.032,1.148,2.185,3.140,0.460
2024-01-01 01:29:00,1.353,-0.340,-0.113,-0.326,2.936,0.696,-1.843
2024-01-01 01:30:00,2.399,-0.377,0.183,0.895,-0.511,2.781,0.688
2024-01-01 01:31:00,0.890,-3.078,0.316,-0.009,1.221,-0.958,-0.820
2024-01-01 01:32:00,0.945,0.818,-1.516,-1.610,0.869,0.454,-1.487
2024-01-01 01:33:00,0.122,-0.310,-0.426,0.239,3.573,1.274,0.576
2024-01-01 01:34:00,-1.559,-2.507,0.445,-0.868,1.814,-1.005,2.999
2024-01-01 01:35:00,-0.074,-0.303,0.116,2.125,0.906,0.453,-1.284
2024-01-01 01:36:00,2.932,2.122,0.000,-3.220,2.310,2.349,0.392
2024-01-01 01:37:00,2.965,-0.672,-0.694,-0.736,3.437,2.671,2.124
2024-01-01 01:38:00,4.032,1.549,0.542,1.011,1.622,-1.117,1.145
2024-01-01 01:39:00,-0.056,2.349,2.116,0.411,0.789,1.103,0.251
2024-01-01 01:40:00,0.765,0.280,0.350,-1.275,5.585,2.587,-0.337
2024-01-01 01:41:00,0.585,-1.455,1.732,0.890,-0.931,1.214,-3.101
2024-01-01 01:42:00,5.289,1.763,-1.174,-0.057,3.402,1.342,-1.540
2024-01-01 01:43:00,0.131,2.548,0.518,1.993,1.114,1.988,0.138
2024-01-01 01:44:00,0.176,2.433,-2.270,0.761,2.100,1.762,-1.770
2024-01-01 01:45:00,1.634,1.099,1.176,0.567,0.922,-1.352,-2.151
2024-01-01 01:46:00,1.027,-0.498,1.398,-0.369,0.539,-1.070,-2.381
2024-01-01 01:47:00,-1.579,1.582,-0.428,-1.572,1.269,-0.989,-1.114
2024-01-01 01:48:00,0.508,-1.523,0.803,-0.965,1.471,0.822,-0.446
2024-01-01 01:49:00,0.478,2.698,-1.245,0.292,1.131,1.016,-3.743
2024-01-01 01:50:00,-1.225,2.154,0.390,0.247,1.781,2.815,1.100
2024-01-01 01:51:00,-0.806,0.779,1.151,-0.388,-0.301,3.386,1.175
2024-01-01 01:52:00,-0.386,2.267,0.130,1.078,0.602,0.627,-1.719
2024-01-01 01:53:00,0.692,1.554,-0.743,0.208,-1.175,2.967,-1.241
2024-01-01 01:54:00,2.483,-0.804,0.704,-0.787,-1.953,0.488,0.520
2024-01-01 01:55:00,-0.303,4.859,-0.808,-2.004,1.011,1.123,-1.559
2024-01-01 01:56:00,0.637,-0.227,-0.032,0.596,0.799,0.471,1.055
2024-01-01 01:57:00,-0.893,-0.092,-0.272,1.226,0.996,3.853,0.129
2024-01-01 01:58:00,0.221,-0.068,0.648,-0.630,1.622,0.235,-3.681
2024-01-01 01:59:00,5.204,1.765,-1.070,0.487,3.680,-0.258,-1.172
2024-01-01 02:00:00,0.364,0.169,0.140,1.642,1.754,0.767,-1.198
2024-01-01 02:01:00,2.503,3.512,1.147,2.300,-4.021,-1.400,-3.017
2024-01-01 02:02:00,0.002,2.391,-0.687,0.354,2.431,1.016,-1.098
2024-01-01 02:03:00,-1.388,1.324,-0.955,-1.607,0.930,1.400,0.043
2024-01-01 02:04:00,-0.725,1.588,-1.083,1.204,2.076,-1.409,0.229
2024-01-01 02:05:00,2.315,0.957,-0.180,-0.060,0.332,3.393,-0.061
2024-01-01 02:06:00,1.202,1.547,0.126,-2.180,-0.109,0.566,-1.146
2024-01-01 02:07:00,1.374,0.203,0.448,0.208,4.893,0.637,1.957
2024-01-01 02:08:00,0.520,-0.881,1.053,-0.279,2.208,2.401,-0.894
2024-01-01 02:09:00,-2.152,0.853,-0.110,3.018,-3.058,2.377,-0.592
2024-01-01 02:10:00,-0.977,0.731,-2.663,-0.033,-1.614,-1.552,-0.046
2024-01-01 02:11:00,2.252,-0.036,-0.284,-0.454,2.385,1.530,-0.726
2024-01-01 02:12:00,3.433,3.093,0.025,-0.670,-0.377,-1.453,2.054
2024-01-01 02:13:00,5.079,1.947,-1.106,-0.930,5.244,-0.574,0.995
2024-01-01 02:14:00,1.075,-1.561,1.165,-0.782,3.225,1.783,-1.949
2024-01-01 02:15:00,3.109,1.495,0.572,-0.896,-0.754,2.019,0.704
2024-01-01 02:16:00,1.713,-0.574,-0.537,-0.255,2.399,1.957,-2.690
2024-01-01 02:17:00,1.253,3.661,-0.993,0.180,1.120,0.047,-0.625
2024-01-01 02:18:00,-1.583,2.119,0.613,-2.086,2.499,2.168,0.271
2024-01-01 02:19:00,3.934,0.795,-0.716,0.073,-2.586,1.366,0.330
2024-01-01 02:20:00,0.978,1.012,0.031,-1.605,1.843,-0.161,-1.542
2024-01-01 02:21:00,4.125,2.097,0.331,-1.301,2.456,1.587,0.345
2024-01-01 02:22:00,3.450,-0.120,0.730,-3.151,1.222,2.289,-0.314
2024-01-01 02:23:00,-0.235,-0.752,1.152,-0.244,-0.467,1.340,-0.605
2024-01-01 02:24:00,0.209,1.816,-0.662,0.404,1.526,0.099,1.356
2024-01-01 02:25:00,-0.460,3.178,1.145,0.490,1.763,2.007,-2.098
2024-01-01 02:26:00,1.706,1.268,0.028,-1.086,1.772,0.956,-0.726
2024-01-01 02:27:00,2.666,1.016,1.081,0.831,-0.273,-1.744,-0.518
2024-01-01 02:28:00,-0.894,0.537,-0.112,-1.424,2.842,1.669,-1.570
2024-01-01 02:29:00,-0.492,1.749,-1.578,0.923,1.119,-1.163,-2.310
2024-01-01 02:30:00,5.103,-0.060,0.682,-0.480,2.188,4.564,0.786
2024-01-01 02:31:00,1.732,-1.290,1.537,1.439,0.978,-0.363,-1.265
2024-01-01 02:32:00,2.476,0.460,0.652,-0.428,0.199,0.335,0.758
2024-01-01 02:33:00,-0.388,0.704,-0.759,0.467,0.607,0.632,-1.146
2024-01-01 02:34:00,0.512,1.609,0.132,-0.803,1.662,-0.514,-1.180
2024-01-01 02:35:00,1.056,1.062,-0.295,-1.529,-1.224,1.127,-0.776
2024-01-01 02:36:00,2.403,-1.769,-0.576,-0.909,-0.121,4.779,-2.091
2024-01-01 02:37:00,-0.762,0.178,-0.021,-0.547,0.603,1.045,-0.804
2024-01-01 02:38:00,0.964,0.691,0.104,1.277,2.647,0.356,-0.349
2024-01-01 02:39:00,2.456,1.849,0.434,-0.248,2.063,5.809,0.253
2024-01-01 02:40:00,0.196,1.656,-0.294,-1.245,3.779,-0.711,0.485
2024-01-01 02:41:00,3.223,1.084,0.416,0.333,1.906,0.117,-0.150
2024-01-01 02:42:00,0.953,-0.002,-0.702,-0.504,1.960,0.508,0.435
2024-01-01 02:43:00,3.310,1.664,0.625,1.441,2.636,1.231,-0.297
2024-01-01 02:44:00,-0.768,1.176,-0.050,-0.695,-0.470,-1.437,0.076
2024-01-01 02:45:00,1.796,3.202,1.216,-0.962,1.623,1.345,-0.277
2024-01-01 02:46:00,1.211,2.982,-0.532,-0.549,-0.891,3.279,0.490
2024-01-01 02:47:00,0.971,-0.251,1.010,0.180,-2.704,2.137,0.293
2024-01-01 02:48:00,-0.186,0.495,0.164,1.074,1.193,-0.358,2.226
2024-01-01 02:49:00,2.083,0.492,-0.915,-1.130,3.255,0.125,0.838
2024-01-01 02:50:00,0.977,2.580,-1.014,1.925,2.757,2.898,-1.491
2024-01-01 02:51:00,-0.542,-0.470,0.425,-1.206,0.093,1.495,-1.682
2024-01-01 02:52:00,1.476,-1.507,-0.376,-2.804,0.002,0.729,-0.177
2024-01-01 02:53:00,0.525,-1.459,2.530,2.109,0.950,2.116,-0.079
2024-01-01 02:54:00,1.926,0.441,0.991,-1.601,0.936,2.407,0.651
2024-01-01 02:55:00,2.898,3.497,0.449,3.237,0.034,2.336,-1.703
2024-01-01 02:56:00,-0.493,0.051,-0.475,3.845,2.734,-2.388,0.173
2024-01-01 02:57:00,-0.034,1.406,1.474,0.252,2.919,0.551,0.273
2024-01-01 02:58:00,3.787,-0.122,2.138,1.016,2.085,-2.377,-0.980
2024-01-01 02:59:00,1.247,0.179,-0.542,-1.901,1.466,2.222,-0.941
2024-01-01 03:00:00,0.801,1.913,-0.669,0.246,2.158,2.367,-1.444
2024-01-01 03:01:00,0.894,1.835,0.104,1.647,0.223,-0.887,-2.220
2024-01-01 03:02:00,-2.776,-2.204,0.883,-2.713,5.665,-0.749,-2.622
2024-01-01 03:03:00,-0.897,-0.949,-0.190,-1.445,1.663,2.438,-0.550
2024-01-01 03:04:00,1.038,-0.257,0.863,1.397,5.474,-0.934,-0.691
2024-01-01 03:05:00,1.923,-0.130,-0.213,-0.714,0.951,3.002,0.649
2024-01-01 03:06:00,3.174,2.406,-1.531,0.174,2.661,-0.921,-1.889
2024-01-01 03:07:00,-0.136,0.134,0.904,0.064,-2.034,0.166,1.686
2024-01-01 03:08:00,0.026,-0.198,0.123,1.435,0.217,3.986,-1.436
2024-01-01 03:09:00,-0.300,2.050,-0.058,-1.373,2.544,-3.747,-1.191
2024-01-01 03:10:00,1.657,2.050,-0.086,0.712,0.031,-0.686,1.085
2024-01-01 03:11:00,-0.506,-0.489,-0.262,0.092,2.697,1.059,-1.801
2024-01-01 03:12:00,-1.869,1.798,-0.714,0.044,2.229,3.517,-1.484
2024-01-01 03:13:00,-2.178,4.660,-0.035,0.020,3.526,0.469,1.427
2024-01-01 03:14:00,0.310,0.055,-0.202,-2.353,2.269,-0.272,-0.710
2024-01-01 03:15:00,-0.896,-1.037,0.743,0.682,1.490,0.824,-0.370
2024-01-01 03:16:00,0.851,0.684,0.124,-2.232,2.916,1.793,-3.249
2024-01-01 03:17:00,-0.455,-2.028,0.020,-0.255,-1.776,3.928,-1.885
2024-01-01 03:18:00,1.649,-0.228,0.042,-1.524,1.894,-0.849,-0.478
2024-01-01 03:19:00,-1.785,-2.052,-0.718,-0.052,-1.093,1.077,-0.444
2024-01-01 03:20:00,2.385,2.854,0.620,0.970,-2.739,1.093,0.641
2024-01-01 03:21:00,2.905,-1.735,-0.388,-0.641,-0.667,2.260,-1.923
2024-01-01 03:22:00,1.244,1.081,-1.209,-2.052,0.339,-1.434,-1.628
2024-01-01 03:23:00,-0.382,1.519,0.511,2.584,1.931,0.457,-0.461
2024-01-01 03:24:00,1.149,1.959,-0.787,-2.257,1.213,1.656,-2.031
2024-01-01 03:25:00,-0.989,-2.858,-1.445,-0.229,1.019,0.393,0.059
2024-01-01 03:26:00,0.714,1.387,0.368,1.383,-1.318,3.538,-3.253
2024-01-01 03:27:00,-0.379,0.761,-1.149,-1.628,1.114,-1.267,0.190
2024-01-01 03:28:00,1.061,0.765,-0.651,-0.785,1.721,-0.123,2.923
2024-01-01 03:29:00,2.190,2.991,-0.036,-1.617,-1.007,2.095,-3.401
2024-01-01 03:30:00,5.202,0.334,-1.609,-0.778,3.351,-2.942,-0.946
2024-01-01 03:31:00,0.967,-0.923,0.416,-0.334,0.353,1.305,2.579
2024-01-01 03:32:00,2.546,2.263,-0.682,-0.966,0.277,-0.402,-1.594
2024-01-01 03:33:00,0.019,0.919,0.281,-0.290,0.454,2.187,-0.950
2024-01-01 03:34:00,1.317,2.007,0.564,1.664,-1.300,2.353,-0.588
2024-01-01 03:35:00,-0.570,0.226,-1.250,0.652,1.160,1.315,0.696
2024-01-01 03:36:00,0.550,1.860,-1.033,-0.172,4.036,-0.140,-3.081
2024-01-01 03:37:00,0.428,-2.086,-0.526,-1.327,0.579,1.666,-1.217
2024-01-01 03:38:00,2.379,2.091,0.817,-1.196,-0.071,2.897,-0.926
2024-01-01 03:39:00,-2.144,0.275,0.388,0.932,0.513,3.880,-0.666
2024-01-01 03:40:00,-0.883,2.691,-0.448,1.194,-1.912,0.715,-0.579
2024-01-01 03:41:00,-0.043,-0.129,0.556,1.276,1.343,3.212,-2.483
2024-01-01 03:42:00,-0.914,0.571,-0.445,-1.333,0.342,3.067,-1.039
2024-01-01 03:43:00,1.623,2.652,0.735,0.368,1.073,-0.011,0.924
2024-01-01 03:44:00,0.512,2.304,-1.553,-1.291,-3.432,1.909,-1.185
2024-01-01 03:45:00,-1.056,1.923,1.471,1.415,-0.702,0.122,-3.386
2024-01-01 03:46:00,2.418,-0.482,0.516,-0.265,2.043,-3.571,1.921
2024-01-01 03:47:00,-0.106,3.275,-0.736,1.779,-2.760,2.245,-1.286
2024-01-01 03:48:00,-0.074,0.620,0.813,-1.684,-1.931,3.351,2.055
2024-01-01 03:49:00,1.884,1.892,-0.200,0.367,1.370,1.664,-0.360
2024-01-01 03:50:00,-0.913,3.114,-0.298,-0.772,-2.152,-0.274,-0.850
2024-01-01 03:51:00,-0.786,-0.632,-0.116,0.531,2.004,1.569,-1.018
2024-01-01 03:52:00,2.079,-1.150,-0.124,0.551,0.139,5.226,0.020
2024-01-01 03:53:00,2.220,1.413,-0.953,-1.702,1.240,0.934,-2.299
2024-01-01 03:54:00,1.030,3.313,0.255,0.836,1.423,-0.696,0.189
2024-01-01 03:55:00,1.514,1.876,-1.299,-0.323,2.407,0.597,-0.793
2024-01-01 03:56:00,0.917,2.503,1.142,-0.149,-0.469,0.529,-1.104
2024-01-01 03:57:00,0.111,0.028,0.693,-1.339,-2.952,0.737,0.152
2024-01-01 03:58:00,2.778,2.058,0.817,1.664,0.405,2.145,-0.260
2024-01-01 03:59:00,-1.111,-0.132,-0.157,2.320,0.642,1.213,0.109
2024-01-01 04:00:00,1.623,-1.713,-1.970,0.058,-0.356,0.074,-0.816
2024-01-01 04:01:00,1.394,3.894,-1.679,2.278,1.927,0.789,-3.400
2024-01-01 04:02:00,2.569,-0.963,0.895,0.570,1.333,1.552,-0.774
2024-01-01 04:03:00,2.870,2.311,0.401,1.381,-0.394,0.642,1.068
2024-01-01 04:04:00,1.590,3.985,-2.007,-0.420,0.659,6.647,-2.051
2024-01-01 04:05:00,-0.005,0.397,-1.254,-1.134,0.407,0.466,-1.007
2024-01-01 04:06:00,-0.649,-1.889,1.208,-0.185,3.048,4.128,-1.267
2024-01-01 04:07:00,-0.921,0.442,-0.337,-1.714,2.339,3.114,-2.757
2024-01-01 04:08:00,3.579,-0.292,0.978,1.746,1.162,3.261,0.176
2024-01-01 04:09:00,1.678,-0.535,0.758,0.573,1.266,0.377,-0.607
2024-01-01 04:10:00,0.586,-1.012,0.367,-0.353,0.145,1.035,-0.450
2024-01-01 04:11:00,2.060,2.510,-0.254,-0.287,-0.171,0.907,-0.285
2024-01-01 04:12:00,3.496,3.358,0.632,0.555,2.301,-1.482,-1.197
2024-01-01 04:13:00,0.990,1.896,0.264,0.340,3.343,-0.615,0.269
2024-01-01 04:14:00,2.404,-0.260,-1.032,-0.237,0.328,2.956,-0.879
2024-01-01 04:15:00,3.513,0.783,-0.924,1.697,-0.274,1.545,-2.488
2024-01-01 04:16:00,2.653,2.551,0.199,3.916,2.560,0.136,-0.295
2024-01-01 04:17:00,0.088,0.929,1.252,0.243,1.923,5.002,1.345
2024-01-01 04:18:00,2.688,-0.632,-0.789,-0.726,2.450,-0.005,-1.160
2024-01-01 04:19:00,1.105,1.029,-0.692,-1.380,-1.317,1.062,-0.556
2024-01-01 04:20:00,0.057,0.687,0.155,1.299,1.084,1.111,-1.042
2024-01-01 04:21:00,1.983,0.196,0.001,0.221,2.700,3.382,-1.346
2024-01-01 04:22:00,-2.894,-0.679,-1.043,1.666,-0.017,-1.768,-1.195
2024-01-01 04:23:00,-0.470,3.667,0.812,0.661,2.959,1.057,0.298
2024-01-01 04:24:00,-2.450,2.122,-1.526,-1.343,2.044,3.064,1.808
2024-01-01 04:25:00,-0.280,-0.960,-0.419,0.789,2.729,2.236,-1.215
2024-01-01 04:26:00,2.259,0.702,-0.322,-0.600,5.334,-0.343,1.245
2024-01-01 04:27:00,-0.281,1.588,1.815,0.483,2.355,-2.282,-0.945
2024-01-01 04:28:00,1.430,1.978,-1.261,-0.664,2.297,0.913,-0.244
2024-01-01 04:29:00,0.421,2.772,-1.269,-0.722,-3.055,-0.533,0.970
2024-01-01 04:30:00,2.800,-0.156,-1.420,-1.751,-2.114,-0.903,-3.352
2024-01-01 04:31:00,-0.595,1.673,-0.467,-0.051,2.304,0.683,-1.871
2024-01-01 04:32:00,-0.038,0.186,-0.935,-0.205,-1.504,0.148,-1.833
2024-01-01 04:33:00,2.394,-1.019,1.601,0.272,1.877,1.041,0.551
2024-01-01 04:34:00,0.766,1.021,0.112,-1.107,-0.336,-1.094,-2.276
2024-01-01 04:35:00,-0.348,-2.026,-0.588,-0.365,-0.392,0.491,-1.432
2024-01-01 04:36:00,3.567,0.298,-0.436,0.879,-1.122,1.773,-0.999
2024-01-01 04:37:00,1.262,1.026,0.182,0.435,1.559,-0.026,-0.404
2024-01-01 04:38:00,-0.366,1.530,0.299,1.247,0.421,3.553,2.284
2024-01-01 04:39:00,3.522,2.389,0.495,-0.031,3.891,3.459,-1.528
2024-01-01 04:40:00,2.008,0.726,-0.541,1.619,0.934,-0.697,1.722
2024-01-01 04:41:00,2.535,-0.052,1.016,-1.573,-1.422,-2.532,-0.399
2024-01-01 04:42:00,-1.308,1.278,0.130,-0.378,1.198,-1.494,-0.200
2024-01-01 04:43:00,2.143,0.268,0.506,1.575,0.014,3.295,0.050
2024-01-01 04:44:00,-1.281,2.765,-0.455,-0.130,1.313,2.466,-0.483
2024-01-01 04:45:00,1.779,1.434,-0.159,0.089,0.693,-0.702,-1.755
2024-01-01 04:46:00,3.345,0.735,-0.692,0.994,3.652,0.540,-3.003
2024-01-01 04:47:00,0.650,0.510,1.587,-0.674,1.274,-2.472,-1.583
2024-01-01 04:48:00,1.474,0.879,0.462,-0.146,3.266,1.075,-1.809
2024-01-01 04:49:00,3.483,3.948,-0.736,-0.592,2.767,0.614,-0.042
2024-01-01 04:50:00,1.170,2.924,-0.628,2.070,0.001,2.130,-1.562
2024-01-01 04:51:00,1.730,-0.422,-0.996,0.082,1.343,-2.487,-0.839
2024-01-01 04:52:00,2.637,0.475,-0.042,1.241,1.294,2.053,0.391
2024-01-01 04:53:00,2.196,2.561,0.033,1.524,4.912,-1.038,1.107
2024-01-01 04:54:00,0.826,1.237,-0.378,-0.727,0.087,1.788,-0.043
2024-01-01 04:55:00,1.054,1.039,-0.487,-0.903,-0.177,2.072,-0.530
2024-01-01 04:56:00,0.696,0.685,0.138,-1.937,0.719,4.521,-0.632
2024-01-01 04:57:00,-0.960,0.534,-1.254,-1.643,2.654,0.152,-0.561
2024-01-01 04:58:00,3.099,0.927,0.387,-1.173,0.702,1.295,0.257
2024-01-01 04:59:00,3.431,-0.399,0.481,0.724,1.978,0.761,0.160
2024-01-01 05:00:00,3.864,2.996,0.036,-0.565,0.272,4.228,-2.938
2024-01-01 05:01:00,0.536,-0.085,1.861,0.594,2.346,1.524,-1.733
2024-01-01 05:02:00,1.180,2.789,-0.624,-0.819,1.968,1.464,0.423
2024-01-01 05:03:00,1.669,2.298,-1.502,1.505,2.333,-1.410,-0.425
2024-01-01 05:04:00,2.693,1.621,-1.801,-0.575,-0.696,3.362,0.081
2024-01-01 05:05:00,0.932,1.883,-0.279,3.553,3.241,-0.296,-2.614
2024-01-01 05:06:00,-1.390,1.601,-0.394,2.088,-1.962,2.028,1.112
2024-01-01 05:07:00,2.065,0.722,1.124,0.486,2.520,2.555,-0.174
2024-01-01 05:08:00,0.315,0.907,-1.106,1.039,1.738,1.150,-0.715
2024-01-01 05:09:00,3.798,-0.441,1.164,-1.127,3.692,-0.246,-2.146
2024-01-01 05:10:00,2.176,1.683,-1.954,-2.188,1.518,-1.072,-1.154
2024-01-01 05:11:00,0.267,-1.185,1.085,-1.521,-0.808,0.143,1.878
2024-01-01 05:12:00,-0.797,-1.387,1.280,1.180,-0.402,2.610,-0.536
2024-01-01 05:13:00,0.741,0.322,-0.095,-2.989,1.964,0.004,-1.600
2024-01-01 05:14:00,0.435,0.309,-0.253,-0.696,2.581,2.290,-0.220
2024-01-01 05:15:00,-0.204,2.711,-0.564,0.059,-1.138,-0.405,1.383
