timestamp,CAL-NCH,CAL-SAL,JAM-LAS,LAS-CAL,NCH-CHU,SAL-CHU,VLV-CAL
2024-01-01 00:51:00,-9.543,-8.938,1.025,-2.203,-8.930,-5.514,-9.550
2024-01-01 00:52:00,-10.702,-8.420,0.710,-0.603,-9.678,-7.140,-12.616
2024-01-01 00:53:00,-8.298,-8.498,-0.536,-0.847,-12.299,-11.571,-7.641
2024-01-01 00:54:00,-10.326,-7.818,2.420,-1.227,-9.046,-9.650,-8.539
2024-01-01 00:55:00,-7.408,-10.280,-0.590,0.933,-4.942,-7.122,-10.424
2024-01-01 00:56:00,-10.282,-8.343,-0.968,-0.591,-9.106,-9.411,-12.512
2024-01-01 00:57:00,-6.457,-9.715,0.810,2.882,-7.231,-11.398,-11.242
2024-01-01 00:58:00,-10.261,-10.069,-1.547,0.678,-10.570,-9.213,-12.940
2024-01-01 00:59:00,-9.691,-9.919,-0.403,0.008,-9.050,-7.233,-11.256
2024-01-01 01:00:00,-11.105,-11.849,-1.280,-1.593,-7.609,-7.839,-8.791
2024-01-01 01:01:00,-9.794,-6.764,0.713,0.201,-10.927,-8.471,-11.244
2024-01-01 01:02:00,-9.342,-10.893,1.026,0.087,-8.061,-9.807,-8.776
2024-01-01 01:03:00,-7.577,-9.514,-0.217,3.192,-11.336,-9.218,-11.860
2024-01-01 01:04:00,-6.895,-9.980,1.489,0.113,-8.230,-7.794,-10.260
2024-01-01 01:05:00,-9.590,-7.369,-0.327,-0.463,-6.335,-11.953,-12.291
2024-01-01 01:06:00,-9.024,-9.995,0.255,0.406,-8.424,-9.264,-10.988
2024-01-01 01:07:00,-8.175,-9.505,0.155,0.345,-9.915,-8.803,-8.858
2024-01-01 01:08:00,-8.213,-6.998,1.724,-1.120,-11.770,-6.426,-7.806
2024-01-01 01:09:00,-10.229,-13.151,0.448,-0.001,-8.505,-10.977,-10.937
2024-01-01 01:10:00,-9.711,-10.047,0.726,-1.499,-12.109,-6.349,-6.787
2024-01-01 01:11:00,-7.391,-7.874,-0.841,0.295,-11.308,-8.788,-8.740
2024-01-01 01:12:00,-7.052,-11.551,-1.328,-2.222,-3.382,-10.996,-12.171
2024-01-01 01:13:00,-9.732,-9.798,0.388,-2.126,-5.771,-9.138,-9.919
2024-01-01 01:14:00,-14.146,-7.999,0.165,0.150,-12.481,-11.294,-9.534
2024-01-01 01:15:00,-6.626,-9.777,-0.368,2.673,-7.774,-8.886,-9.844
2024-01-01 01:16:00,-8.248,-6.601,-0.668,0.939,-10.510,-6.976,-12.204
2024-01-01 01:17:00,-8.089,-9.006,-1.269,1.065,-13.526,-9.338,-10.586
2024-01-01 01:18:00,-10.088,-8.531,2.057,-1.120,-9.248,-9.838,-9.463
2024-01-01 01:19:00,-10.702,-10.010,0.836,-1.239,-8.318,-9.971,-9.959
2024-01-01 01:20:00,-10.087,-11.040,2.139,-0.768,-9.309,-10.972,-10.748
2024-01-01 01:21:00,-10.214,-8.016,-0.027,-0.969,-9.955,-10.743,-11.202
2024-01-01 01:22:00,-8.667,-9.707,1.255,-2.724,-7.320,-9.777,-8.715
2024-01-01 01:23:00,-8.304,-9.412,-0.960,0.180,-11.312,-11.420,-11.563
2024-01-01 01:24:00,-9.045,-9.142,-1.406,-0.307,-9.739,-10.665,-11.260
2024-01-01 01:25:00,-5.052,-12.940,-0.991,0.554,-6.917,-6.751,-10.146
2024-01-01 01:26:00,-9.492,-9.292,-0.007,-1.081,-9.799,-8.934,-10.328
2024-01-01 01:27:00,-8.943,-7.666,-1.185,-0.777,-7.886,-8.717,-10.799
2024-01-01 01:28:00,-8.014,-6.746,-0.839,0.956,-8.656,-6.835,-11.305
2024-01-01 01:29:00,-6.620,-8.314,-0.488,2.128,-9.755,-5.225,-12.108
2024-01-01 01:30:00,-7.664,-9.641,-0.325,-0.051,-10.641,-8.584,-9.172
2024-01-01 01:31:00,-11.068,-9.292,-1.493,0.853,-5.444,-8.179,-10.761
2024-01-01 01:32:00,-9.940,-9.775,0.176,-1.536,-10.712,-9.438,-10.484
2024-01-01 01:33:00,-13.742,-8.787,-0.287,-3.350,-9.262,-8.261,-10.222
2024-01-01 01:34:00,-9.452,-8.699,0.449,1.515,-9.801,-7.638,-10.056
2024-01-01 01:35:00,-8.228,-9.610,0.477,1.592,-6.227,-11.348,-9.599
2024-01-01 01:36:00,-11.380,-8.978,-1.572,-2.521,-12.660,-8.483,-12.161
2024-01-01 01:37:00,-13.205,-8.104,-0.750,1.790,-4.748,-9.753,-8.833
2024-01-01 01:38:00,-10.719,-9.150,-1.470,-0.150,-8.700,-6.111,-11.749
2024-01-01 01:39:00,-8.476,-9.633,-0.655,-3.457,-8.584,-7.382,-10.441
2024-01-01 01:40:00,-10.684,-9.577,1.096,0.305,-7.437,-11.624,-11.559
2024-01-01 01:41:00,-8.127,-9.804,0.372,0.232,-12.634,-12.530,-10.327
2024-01-01 01:42:00,-12.154,-9.305,0.242,0.691,-10.575,-9.844,-10.733
2024-01-01 01:43:00,-7.553,-9.694,0.971,-1.075,-8.236,-8.895,-11.720
2024-01-01 01:44:00,-7.676,-10.632,-0.837,-0.140,-10.623,-11.282,-11.786
2024-01-01 01:45:00,-9.109,-7.515,-1.330,-0.870,-8.272,-8.801,-10.878
2024-01-01 01:46:00,-8.487,-6.039,0.095,0.115,-10.926,-9.567,-8.422
2024-01-01 01:47:00,-9.604,-9.185,0.149,-1.243,-5.538,-11.069,-12.596
2024-01-01 01:48:00,-6.591,-10.561,0.986,1.078,-8.992,-10.108,-9.161
2024-01-01 01:49:00,-9.960,-10.547,-0.780,-1.687,-9.938,-7.395,-9.428
2024-01-01 01:50:00,-7.441,-8.029,1.872,2.340,-7.648,-8.101,-10.249
2024-01-01 01:51:00,-11.790,-7.651,-1.156,1.481,-11.117,-7.049,-12.647
2024-01-01 01:52:00,-9.346,-7.574,0.469,-0.314,-8.782,-9.398,-9.715
2024-01-01 01:53:00,-10.640,-9.190,-2.439,-0.636,-10.849,-10.942,-10.107
2024-01-01 01:54:00,-8.286,-7.238,-0.533,0.955,-8.400,-8.648,-9.519
2024-01-01 01:55:00,-9.145,-8.515,-2.127,1.866,-10.573,-6.999,-9.909
2024-01-01 01:56:00,-9.002,-9.750,0.489,3.031,-7.688,-8.191,-9.423
2024-01-01 01:57:00,-10.661,-8.173,-0.239,-0.700,-9.033,-12.631,-11.762
2024-01-01 01:58:00,-8.195,-10.598,-0.566,0.647,-8.728,-9.739,-10.871
2024-01-01 01:59:00,-9.450,-10.265,-0.240,-0.300,-11.552,-9.863,-9.820
2024-01-01 02:00:00,-9.021,-9.827,1.202,2.161,-7.002,-13.297,-13.873
2024-01-01 02:01:00,-10.792,-9.401,-0.432,0.320,-13.061,-11.003,-10.976
2024-01-01 02:02:00,-8.578,-12.283,0.387,1.423,-11.035,-7.028,-9.925
2024-01-01 02:03:00,-7.045,-9.467,-1.329,2.640,-8.596,-11.823,-8.857
2024-01-01 02:04:00,-8.560,-12.438,0.846,-1.173,-9.518,-8.890,-11.647
2024-01-01 02:05:00,-8.207,-10.805,0.963,0.237,-8.517,-9.312,-11.390
2024-01-01 02:06:00,-5.421,-8.076,0.955,-2.640,-6.000,-8.325,-8.392
2024-01-01 02:07:00,-6.224,-8.473,-0.435,0.487,-11.540,-9.979,-11.293
2024-01-01 02:08:00,-8.674,-11.105,0.245,1.543,-11.925,-9.984,-11.478
2024-01-01 02:09:00,-10.322,-11.359,-0.996,-2.582,-9.203,-8.161,-11.498
2024-01-01 02:10:00,-8.603,-9.323,-0.477,1.050,-8.746,-7.714,-9.979
2024-01-01 02:11:00,-9.580,-9.337,-0.255,-0.240,-6.008,-9.841,-9.216
2024-01-01 02:12:00,-9.733,-10.431,-0.565,1.534,-9.360,-9.563,-12.307
2024-01-01 02:13:00,-10.366,-7.949,0.654,0.960,-7.638,-9.329,-11.034
2024-01-01 02:14:00,-9.100,-7.943,-0.061,3.587,-12.034,-6.741,-8.946
2024-01-01 02:15:00,-10.545,-8.159,-0.683,1.175,-10.978,-7.977,-11.575
2024-01-01 02:16:00,-10.545,-9.081,-1.495,-0.486,-9.249,-11.060,-10.997
2024-01-01 02:17:00,-10.128,-12.961,-0.275,3.350,-11.417,-10.718,-10.794
2024-01-01 02:18:00,-8.809,-8.431,-1.141,2.129,-7.313,-7.168,-9.732
2024-01-01 02:19:00,-7.509,-11.087,0.822,0.860,-3.743,-10.749,-10.364
2024-01-01 02:20:00,-11.316,-9.521,-1.107,-1.623,-10.995,-6.274,-10.149
2024-01-01 02:21:00,-8.601,-11.320,-0.777,-2.236,-9.209,-8.668,-8.510
2024-01-01 02:22:00,-8.615,-8.915,-1.230,-1.368,-7.665,-7.225,-11.384
2024-01-01 02:23:00,-7.666,-9.759,0.479,0.480,-10.134,-7.977,-10.529
2024-01-01 02:24:00,-7.485,-10.699,0.492,0.518,-7.581,-12.723,-12.399
2024-01-01 02:25:00,-12.184,-10.839,-1.878,-2.420,-8.642,-13.768,-10.326
2024-01-01 02:26:00,-7.542,-10.888,-0.661,0.973,-7.882,-11.579,-13.099
2024-01-01 02:27:00,-9.298,-9.391,-1.383,0.076,-8.461,-8.865,-10.091
2024-01-01 02:28:00,-9.940,-8.372,0.533,0.851,-7.686,-8.908,-10.738
2024-01-01 02:29:00,-8.506,-7.943,-1.064,-1.142,-14.465,-8.993,-9.584
2024-01-01 02:30:00,-9.176,-7.590,-1.703,-1.742,-10.470,-6.481,-10.584
2024-01-01 02:31:00,-10.636,-8.656,0.719,-1.208,-11.923,-10.546,-11.083
2024-01-01 02:32:00,-8.180,-10.389,-0.885,0.691,-10.465,-8.798,-11.893
2024-01-01 02:33:00,-9.879,-9.903,1.323,0.714,-8.745,-6.851,-11.816
2024-01-01 02:34:00,-5.444,-10.514,0.197,2.140,-7.553,-9.003,-12.339
2024-01-01 02:35:00,-9.926,-9.279,0.196,-3.200,-9.838,-10.502,-8.824
2024-01-01 02:36:00,-9.567,-10.701,0.201,-0.193,-7.135,-7.575,-10.820
2024-01-01 02:37:00,-10.706,-8.634,-0.617,1.623,-11.074,-10.339,-11.464
2024-01-01 02:38:00,-9.671,-7.852,1.683,3.296,-7.560,-7.212,-10.845
2024-01-01 02:39:00,-7.833,-8.678,-0.349,-0.057,-7.824,-10.941,-8.547
2024-01-01 02:40:00,-8.614,-9.199,-0.288,-2.382,-8.831,-9.887,-9.835
2024-01-01 02:41:00,-11.239,-7.292,-0.653,-1.042,-8.851,-7.423,-10.733
2024-01-01 02:42:00,-9.384,-8.947,0.631,-0.357,-11.027,-7.734,-11.105
2024-01-01 02:43:00,-10.332,-12.031,-1.372,0.306,-9.360,-8.974,-8.044
2024-01-01 02:44:00,-9.154,-6.984,-2.901,-0.967,-14.761,-10.211,-10.631
2024-01-01 02:45:00,-10.493,-8.836,1.482,0.908,-8.173,-6.484,-8.659
2024-01-01 02:46:00,-12.581,-6.974,-0.752,-0.527,-7.790,-10.607,-12.081
2024-01-01 02:47:00,-9.371,-9.220,-1.482,-0.682,-7.625,-6.237,-10.683
2024-01-01 02:48:00,-10.854,-8.413,1.066,0.746,-11.483,-5.231,-11.528
2024-01-01 02:49:00,-7.910,-10.684,-0.263,1.123,-13.694,-7.411,-11.131
2024-01-01 02:50:00,-6.920,-7.298,0.660,-2.158,-8.307,-6.906,-8.773
2024-01-01 02:51:00,-5.709,-10.927,-0.287,-2.170,-11.292,-10.957,-8.084
2024-01-01 02:52:00,-8.784,-11.169,1.026,0.022,-9.095,-9.243,-9.834
2024-01-01 02:53:00,-10.711,-9.821,-0.808,1.379,-7.021,-9.240,-10.025
2024-01-01 02:54:00,-11.436,-7.644,-1.023,-2.216,-8.930,-11.243,-10.853
2024-01-01 02:55:00,-9.406,-8.980,-1.089,-0.511,-8.506,-9.251,-9.044
2024-01-01 02:56:00,-8.000,-9.365,-0.697,-1.492,-9.223,-10.321,-10.653
2024-01-01 02:57:00,-6.056,-8.304,2.427,0.979,-8.674,-8.320,-10.104
2024-01-01 02:58:00,-8.313,-11.650,-0.716,-0.785,-11.511,-10.404,-10.437
2024-01-01 02:59:00,-9.051,-7.368,-0.045,0.117,-8.500,-8.145,-10.173
2024-01-01 03:00:00,-9.050,-9.240,-0.995,-3.541,-7.341,-9.700,-10.313
2024-01-01 03:01:00,-8.925,-9.699,0.465,0.697,-10.875,-11.086,-8.854
2024-01-01 03:02:00,-7.465,-8.766,-1.346,1.707,-10.946,-8.463,-13.161
2024-01-01 03:03:00,-12.147,-10.330,0.239,-0.155,-7.554,-9.348,-11.765
2024-01-01 03:04:00,-7.949,-10.060,0.019,-0.165,-5.633,-4.258,-12.780
2024-01-01 03:05:00,-10.847,-12.748,-1.426,2.042,-9.461,-7.805,-11.032
2024-01-01 03:06:00,-8.662,-10.616,0.703,-1.327,-11.176,-10.275,-11.569
2024-01-01 03:07:00,-8.788,-10.686,-0.828,-0.456,-10.108,-11.882,-10.543
2024-01-01 03:08:00,-8.893,-9.509,0.036,-1.753,-9.843,-7.167,-11.254
2024-01-01 03:09:00,-8.006,-11.916,-1.364,0.627,-6.098,-8.129,-8.526
2024-01-01 03:10:00,-9.914,-7.393,-0.948,0.279,-8.106,-5.193,-13.407
2024-01-01 03:11:00,-10.505,-7.752,-0.223,2.959,-9.989,-11.567,-13.041
2024-01-01 03:12:00,-6.044,-8.511,1.676,-0.344,-10.651,-10.947,-10.323
2024-01-01 03:13:00,-7.865,-7.889,0.716,1.265,-10.365,-10.216,-9.542
2024-01-01 03:14:00,-8.940,-8.218,0.032,-1.040,-8.031,-11.770,-11.459
2024-01-01 03:15:00,-5.822,-8.138,-1.284,3.939,-12.506,-7.467,-10.864
2024-01-01 03:16:00,-10.287,-10.318,1.404,1.317,-7.882,-8.817,-12.150
2024-01-01 03:17:00,-10.466,-10.243,-0.299,-0.920,-9.992,-8.968,-10.074
2024-01-01 03:18:00,-11.565,-11.011,-0.796,0.060,-8.777,-13.197,-11.102
2024-01-01 03:19:00,-9.528,-10.267,-0.608,1.159,-12.216,-9.117,-10.626
2024-01-01 03:20:00,-8.570,-8.113,-0.134,1.184,-7.937,-6.545,-11.556
2024-01-01 03:21:00,-7.433,-9.914,0.013,1.292,-9.460,-8.527,-14.068
2024-01-01 03:22:00,-8.011,-7.053,2.825,-0.460,-10.700,-9.627,-11.724
2024-01-01 03:23:00,-9.407,-10.802,1.900,3.509,-6.643,-9.869,-8.279
2024-01-01 03:24:00,-11.111,-8.801,0.892,1.282,-9.672,-12.892,-9.349
2024-01-01 03:25:00,-7.435,-11.370,0.129,-0.331,-9.545,-8.276,-9.725
2024-01-01 03:26:00,-8.471,-12.246,-0.778,3.749,-11.349,-10.116,-9.285
2024-01-01 03:27:00,-10.717,-11.840,-0.218,1.847,-4.436,-7.747,-11.311
2024-01-01 03:28:00,-7.710,-7.146,-1.123,-0.395,-8.751,-8.028,-9.342
2024-01-01 03:29:00,-10.430,-8.737,-0.455,-0.748,-11.271,-10.065,-12.606
2024-01-01 03:30:00,-7.607,-9.139,0.734,1.276,-7.565,-11.198,-12.642
2024-01-01 03:31:00,-8.960,-6.553,1.221,0.394,-7.372,-6.048,-10.954
2024-01-01 03:32:00,-7.822,-12.089,-0.217,0.736,-10.115,-10.933,-9.693
2024-01-01 03:33:00,-6.385,-7.132,1.988,0.167,-6.230,-7.806,-9.358
2024-01-01 03:34:00,-10.067,-9.928,1.623,1.952,-11.329,-10.054,-11.223
2024-01-01 03:35:00,-9.300,-11.807,-0.483,0.959,-11.040,-9.764,-8.349
2024-01-01 03:36:00,-8.995,-10.477,0.923,-1.616,-10.552,-8.568,-10.218
2024-01-01 03:37:00,-10.210,-10.825,-2.454,0.570,-8.777,-9.951,-11.599
2024-01-01 03:38:00,-11.473,-9.876,1.594,0.789,-6.985,-9.682,-11.049
2024-01-01 03:39:00,-8.621,-9.689,0.180,-0.442,-9.509,-8.137,-10.111
2024-01-01 03:40:00,-8.010,-11.181,-0.739,0.200,-6.868,-10.775,-9.232
2024-01-01 03:41:00,-9.295,-7.684,-2.620,3.824,-11.230,-9.605,-10.114
2024-01-01 03:42:00,-7.820,-11.543,1.204,-1.356,-9.946,-6.404,-12.308
2024-01-01 03:43:00,-7.787,-8.239,0.050,1.605,-11.137,-7.002,-11.645
2024-01-01 03:44:00,-9.813,-9.308,0.268,2.462,-12.267,-11.958,-10.050
2024-01-01 03:45:00,-8.791,-8.620,1.965,0.161,-7.228,-10.850,-7.885
2024-01-01 03:46:00,-8.858,-9.485,1.924,0.277,-11.119,-8.379,-11.967
2024-01-01 03:47:00,-11.806,-10.087,0.525,-1.019,-10.483,-10.671,-9.910
2024-01-01 03:48:00,-8.375,-9.011,-1.975,-1.957,-9.975,-7.470,-9.709
2024-01-01 03:49:00,-9.230,-7.886,-0.050,0.728,-8.855,-8.756,-8.319
2024-01-01 03:50:00,-8.096,-6.877,-1.943,0.557,-11.759,-7.409,-9.481
2024-01-01 03:51:00,-6.594,-8.307,0.999,-0.659,-10.526,-11.923,-12.912
2024-01-01 03:52:00,-11.871,-8.609,1.012,0.237,-8.166,-10.571,-8.783
2024-01-01 03:53:00,-8.175,-5.266,0.314,1.063,-7.914,-12.961,-9.847
2024-01-01 03:54:00,-9.300,-8.276,0.236,0.076,-8.135,-9.993,-12.096
2024-01-01 03:55:00,-8.493,-10.245,0.968,-1.111,-12.732,-5.713,-9.450
2024-01-01 03:56:00,-9.653,-6.632,0.016,-1.531,-6.152,-8.568,-9.736
2024-01-01 03:57:00,-9.581,-9.056,0.319,0.612,-11.271,-6.146,-10.794
2024-01-01 03:58:00,-8.139,-9.497,-0.942,0.012,-10.433,-11.579,-10.786
2024-01-01 03:59:00,-8.187,-10.286,0.762,-1.727,-6.613,-7.932,-10.475
2024-01-01 04:00:00,-9.339,-7.923,0.094,-1.658,-11.042,-9.075,-8.700
2024-01-01 04:01:00,-7.535,-10.597,0.847,0.271,-8.974,-7.917,-10.314
2024-01-01 04:02:00,-8.085,-10.497,-1.026,-0.772,-6.615,-9.741,-9.902
2024-01-01 04:03:00,-9.341,-10.699,1.174,1.530,-13.367,-7.373,-14.473
2024-01-01 04:04:00,-10.234,-9.300,-0.747,-1.011,-7.076,-11.215,-10.426
2024-01-01 04:05:00,-8.920,-7.346,-0.960,0.234,-10.817,-8.690,-11.247
2024-01-01 04:06:00,-7.537,-7.684,-0.341,-3.074,-9.819,-8.140,-10.133
2024-01-01 04:07:00,-8.343,-10.235,2.460,0.152,-11.719,-7.861,-10.066
2024-01-01 04:08:00,-10.139,-9.887,0.064,0.034,-11.547,-9.870,-9.126
2024-01-01 04:09:00,-9.621,-6.731,-0.083,-0.705,-8.087,-7.421,-11.902
2024-01-01 04:10:00,-11.028,-9.317,-0.833,2.219,-10.565,-9.333,-11.086
2024-01-01 04:11:00,-9.489,-10.496,0.725,2.020,-9.126,-8.399,-10.038
2024-01-01 04:12:00,-10.941,-9.378,-0.350,0.672,-8.782,-8.275,-9.971
2024-01-01 04:13:00,-6.669,-8.355,-1.699,-0.200,-10.515,-9.316,-7.433
2024-01-01 04:14:00,-5.616,-9.021,1.943,0.020,-10.381,-13.807,-9.458
2024-01-01 04:15:00,-9.239,-7.905,-0.958,0.040,-8.891,-12.021,-9.711
2024-01-01 04:16:00,-7.581,-11.285,-0.443,1.640,-7.823,-9.808,-11.094
2024-01-01 04:17:00,-7.039,-8.793,-0.357,-1.961,-11.105,-9.728,-11.229
2024-01-01 04:18:00,-10.675,-6.941,-1.322,-0.112,-8.210,-10.212,-12.621
2024-01-01 04:19:00,-8.879,-6.829,-1.642,1.343,-4.616,-8.852,-9.157
2024-01-01 04:20:00,-10.977,-5.896,0.237,-3.409,-7.651,-11.110,-11.164
2024-01-01 04:21:00,-10.092,-10.306,-1.012,3.119,-10.420,-6.700,-11.320
2024-01-01 04:22:00,-8.298,-9.231,0.157,0.399,-5.338,-7.716,-10.988
2024-01-01 04:23:00,-10.949,-9.894,-1.155,-2.106,-10.967,-9.471,-9.375
2024-01-01 04:24:00,-7.290,-8.106,-0.574,-1.989,-10.586,-4.988,-11.016
2024-01-01 04:25:00,-9.592,-6.716,-1.446,-0.941,-10.843,-9.960,-9.810
2024-01-01 04:26:00,-7.959,-8.007,0.641,0.180,-8.555,-13.181,-12.932
2024-01-01 04:27:00,-12.303,-7.622,0.548,0.157,-9.479,-9.281,-9.036
2024-01-01 04:28:00,-12.515,-8.236,-0.474,1.087,-9.083,-8.537,-9.929
2024-01-01 04:29:00,-7.883,-11.416,0.782,-1.240,-10.849,-5.572,-10.938
2024-01-01 04:30:00,-9.352,-9.743,-1.073,-0.173,-13.147,-7.771,-10.804
2024-01-01 04:31:00,-8.180,-7.284,-0.433,1.094,-5.426,-8.869,-9.778
2024-01-01 04:32:00,-8.852,-8.937,-0.159,0.045,-8.273,-5.510,-11.144
2024-01-01 04:33:00,-8.286,-9.343,0.308,0.350,-11.884,-7.944,-12.952
2024-01-01 04:34:00,-10.922,-8.317,-0.339,-0.891,-11.590,-9.915,-12.319
2024-01-01 04:35:00,-9.924,-8.930,-1.444,2.670,-7.106,-7.895,-11.647
2024-01-01 04:36:00,-7.938,-11.233,-0.435,-0.243,-9.532,-8.705,-9.229
2024-01-01 04:37:00,-9.522,-10.343,1.235,-0.588,-7.509,-9.210,-10.605
2024-01-01 04:38:00,-6.789,-8.184,-0.965,-0.580,-9.500,-6.709,-8.991
2024-01-01 04:39:00,-6.707,-6.426,-1.702,0.172,-9.758,-7.888,-9.909
2024-01-01 04:40:00,-9.811,-10.192,0.800,-2.668,-9.380,-8.490,-10.897
2024-01-01 04:41:00,-8.205,-8.325,-0.487,0.108,-9.544,-12.550,-10.143
2024-01-01 04:42:00,-8.207,-9.932,0.490,1.066,-8.744,-8.852,-8.289
2024-01-01 04:43:00,-10.931,-7.577,-0.137,-2.689,-6.719,-8.556,-11.629
2024-01-01 04:44:00,-10.470,-3.918,-0.042,1.022,-8.456,-8.564,-11.721
2024-01-01 04:45:00,-9.654,-9.450,-0.794,-0.361,-10.312,-9.747,-11.035
2024-01-01 04:46:00,-7.823,-8.508,0.248,-0.380,-11.562,-11.216,-9.900
2024-01-01 04:47:00,-10.159,-7.998,-0.653,0.769,-9.549,-8.561,-11.169
2024-01-01 04:48:00,-9.288,-8.498,-0.315,1.630,-9.396,-5.189,-9.908
2024-01-01 04:49:00,-7.385,-10.335,-1.055,2.820,-9.636,-8.072,-9.225
2024-01-01 04:50:00,-9.834,-6.835,-1.980,-2.190,-6.547,-7.698,-12.687
2024-01-01 04:51:00,-7.117,-10.216,-1.957,1.753,-10.027,-6.908,-11.196
2024-01-01 04:52:00,-9.933,-9.710,2.611,-1.553,-12.328,-11.043,-9.778
2024-01-01 04:53:00,-7.471,-10.794,0.381,-2.072,-6.620,-7.041,-11.258
2024-01-01 04:54:00,-9.280,-8.306,1.157,1.550,-9.248,-10.031,-11.468
