timestamp,CAH-DER-0,CAH-DER-1,DER-ICA
2024-01-01 00:48:00,9.262,8.054,16.843
2024-01-01 00:49:00,6.622,6.401,16.687
2024-01-01 00:50:00,7.042,8.046,18.776
2024-01-01 00:51:00,6.129,6.458,18.827
2024-01-01 00:52:00,8.231,9.442,19.214
2024-01-01 00:53:00,7.486,7.984,16.868
2024-01-01 00:54:00,9.295,7.891,17.716
2024-01-01 00:55:00,9.778,9.688,16.946
2024-01-01 00:56:00,8.780,7.052,19.700
2024-01-01 00:57:00,10.099,7.202,16.013
2024-01-01 00:58:00,7.625,7.540,14.269
2024-01-01 00:59:00,6.655,10.364,17.343
2024-01-01 01:00:00,8.151,6.896,16.970
2024-01-01 01:01:00,8.989,9.519,16.079
2024-01-01 01:02:00,7.731,6.397,20.065
2024-01-01 01:03:00,8.656,9.132,16.272
2024-01-01 01:04:00,9.409,8.383,17.377
2024-01-01 01:05:00,8.307,7.188,18.033
2024-01-01 01:06:00,7.840,7.716,17.586
2024-01-01 01:07:00,8.084,7.672,13.487
2024-01-01 01:08:00,7.965,9.086,18.799
2024-01-01 01:09:00,7.974,8.997,17.532
2024-01-01 01:10:00,7.013,7.443,19.388
2024-01-01 01:11:00,8.104,7.047,16.280
2024-01-01 01:12:00,8.330,7.530,19.048
2024-01-01 01:13:00,6.961,9.537,20.773
2024-01-01 01:14:00,9.395,8.583,15.189
2024-01-01 01:15:00,9.185,8.356,17.305
2024-01-01 01:16:00,8.592,6.052,18.622
2024-01-01 01:17:00,9.021,9.874,17.430
2024-01-01 01:18:00,8.473,8.033,15.445
2024-01-01 01:19:00,7.739,8.317,18.602
2024-01-01 01:20:00,9.015,4.934,15.617
2024-01-01 01:21:00,8.475,8.294,16.284
2024-01-01 01:22:00,7.895,8.070,20.227
2024-01-01 01:23:00,8.635,7.900,17.098
2024-01-01 01:24:00,8.754,8.055,15.775
2024-01-01 01:25:00,9.012,8.200,17.664
2024-01-01 01:26:00,8.118,8.980,17.620
2024-01-01 01:27:00,7.209,8.788,16.204
2024-01-01 01:28:00,8.719,9.385,15.633
2024-01-01 01:29:00,9.320,8.813,17.538
2024-01-01 01:30:00,9.284,7.938,15.188
2024-01-01 01:31:00,7.895,9.621,17.990
2024-01-01 01:32:00,8.047,9.292,14.684
2024-01-01 01:33:00,7.430,8.881,17.255
2024-01-01 01:34:00,8.511,8.561,17.730
2024-01-01 01:35:00,8.214,7.672,16.039
2024-01-01 01:36:00,8.462,8.104,16.949
2024-01-01 01:37:00,7.695,7.215,16.945
2024-01-01 01:38:00,8.439,9.082,17.652
2024-01-01 01:39:00,8.421,7.749,18.349
2024-01-01 01:40:00,10.316,8.507,19.844
2024-01-01 01:41:00,8.930,9.033,18.923
2024-01-01 01:42:00,9.587,8.283,15.493
2024-01-01 01:43:00,10.100,6.902,16.927
2024-01-01 01:44:00,9.771,7.548,19.441
2024-01-01 01:45:00,9.082,8.503,18.050
2024-01-01 01:46:00,7.368,10.255,17.988
2024-01-01 01:47:00,8.480,10.156,18.940
2024-01-01 01:48:00,9.520,8.427,16.361
2024-01-01 01:49:00,10.144,9.091,13.550
2024-01-01 01:50:00,10.285,9.397,19.406
2024-01-01 01:51:00,8.594,9.283,15.833
2024-01-01 01:52:00,9.502,7.502,17.301
2024-01-01 01:53:00,8.087,8.745,15.583
2024-01-01 01:54:00,9.899,7.701,17.043
2024-01-01 01:55:00,9.049,9.611,18.147
2024-01-01 01:56:00,8.969,7.324,19.000
2024-01-01 01:57:00,8.864,9.096,16.832
2024-01-01 01:58:00,8.916,11.868,18.301
2024-01-01 01:59:00,8.083,9.634,16.262
2024-01-01 02:00:00,6.453,8.929,16.521
2024-01-01 02:01:00,9.396,8.974,21.886
2024-01-01 02:02:00,7.909,8.343,21.119
2024-01-01 02:03:00,7.299,8.216,18.729
2024-01-01 02:04:00,8.053,8.321,20.684
2024-01-01 02:05:00,9.507,8.961,17.087
2024-01-01 02:06:00,6.549,7.987,19.082
2024-01-01 02:07:00,8.582,8.805,17.935
2024-01-01 02:08:00,8.627,9.421,18.195
2024-01-01 02:09:00,9.993,9.409,16.663
2024-01-01 02:10:00,8.089,7.622,21.993
2024-01-01 02:11:00,8.697,7.655,19.723
2024-01-01 02:12:00,8.934,8.654,19.463
2024-01-01 02:13:00,9.462,6.805,18.318
2024-01-01 02:14:00,9.472,9.960,17.711
2024-01-01 02:15:00,9.291,8.922,20.388
2024-01-01 02:16:00,8.239,10.499,18.849
2024-01-01 02:17:00,9.740,8.581,16.413
2024-01-01 02:18:00,8.906,9.508,18.028
2024-01-01 02:19:00,10.164,9.107,21.413
2024-01-01 02:20:00,10.014,9.144,19.380
2024-01-01 02:21:00,7.346,9.882,20.375
2024-01-01 02:22:00,9.787,8.782,18.103
2024-01-01 02:23:00,9.377,9.659,19.271
2024-01-01 02:24:00,9.303,9.776,13.692
2024-01-01 02:25:00,9.995,9.944,22.723
2024-01-01 02:26:00,10.823,8.963,19.458
2024-01-01 02:27:00,10.532,7.192,21.890
2024-01-01 02:28:00,9.377,9.248,15.901
2024-01-01 02:29:00,7.640,10.627,17.985
2024-01-01 02:30:00,10.374,9.587,16.872
2024-01-01 02:31:00,8.605,8.900,19.603
2024-01-01 02:32:00,11.189,10.557,18.382
2024-01-01 02:33:00,7.916,9.828,18.512
2024-01-01 02:34:00,8.306,7.742,18.628
2024-01-01 02:35:00,7.751,9.670,18.774
2024-01-01 02:36:00,8.918,9.420,20.098
2024-01-01 02:37:00,8.848,7.882,20.671
2024-01-01 02:38:00,10.429,9.135,18.659
2024-01-01 02:39:00,10.875,9.992,20.003
2024-01-01 02:40:00,9.822,8.786,18.844
2024-01-01 02:41:00,9.535,8.734,17.506
2024-01-01 02:42:00,7.958,8.223,19.447
2024-01-01 02:43:00,10.043,9.533,19.426
2024-01-01 02:44:00,9.824,9.731,21.636
2024-01-01 02:45:00,10.319,10.444,19.279
2024-01-01 02:46:00,9.301,10.683,19.520
2024-01-01 02:47:00,8.797,10.581,22.524
2024-01-01 02:48:00,9.663,8.396,19.372
2024-01-01 02:49:00,8.912,9.705,20.408
2024-01-01 02:50:00,7.696,8.364,16.913
2024-01-01 02:51:00,8.712,9.899,20.705
2024-01-01 02:52:00,11.067,8.756,22.209
2024-01-01 02:53:00,9.844,9.341,17.902
2024-01-01 02:54:00,9.787,10.752,18.784
2024-01-01 02:55:00,10.299,9.384,20.122
2024-01-01 02:56:00,10.340,10.879,20.580
2024-01-01 02:57:00,8.677,10.258,20.212
2024-01-01 02:58:00,10.161,8.317,21.252
2024-01-01 02:59:00,9.016,10.321,20.612
2024-01-01 03:00:00,8.200,8.793,23.146
2024-01-01 03:01:00,8.783,11.553,19.574
2024-01-01 03:02:00,10.393,9.263,18.943
2024-01-01 03:03:00,11.111,9.889,20.246
2024-01-01 03:04:00,9.498,9.827,20.915
2024-01-01 03:05:00,10.077,8.794,18.184
2024-01-01 03:06:00,10.339,7.344,18.673
2024-01-01 03:07:00,10.911,8.969,19.620
2024-01-01 03:08:00,10.408,9.095,18.911
2024-01-01 03:09:00,12.185,9.667,19.608
2024-01-01 03:10:00,6.706,9.650,20.295
2024-01-01 03:11:00,10.894,8.834,20.945
2024-01-01 03:12:00,9.857,9.574,21.879
2024-01-01 03:13:00,8.430,9.540,19.242
2024-01-01 03:14:00,9.163,8.824,20.453
2024-01-01 03:15:00,9.652,10.313,19.469
2024-01-01 03:16:00,10.774,8.398,20.804
2024-01-01 03:17:00,11.445,9.411,15.213
2024-01-01 03:18:00,9.639,7.877,18.645
2024-01-01 03:19:00,10.618,8.361,21.957
2024-01-01 03:20:00,8.762,9.615,23.291
2024-01-01 03:21:00,10.987,9.012,21.321
2024-01-01 03:22:00,9.098,9.323,17.168
2024-01-01 03:23:00,8.773,9.654,19.277
2024-01-01 03:24:00,9.463,9.474,16.027
2024-01-01 03:25:00,10.085,9.435,19.663
2024-01-01 03:26:00,10.779,11.706,18.488
2024-01-01 03:27:00,10.260,8.804,21.278
2024-01-01 03:28:00,10.778,9.307,18.492
2024-01-01 03:29:00,7.626,9.837,21.608
2024-01-01 03:30:00,8.262,11.037,16.920
2024-01-01 03:31:00,9.612,10.846,18.386
2024-01-01 03:32:00,10.786,8.911,19.934
2024-01-01 03:33:00,8.795,9.973,20.158
2024-01-01 03:34:00,9.683,9.511,20.141
2024-01-01 03:35:00,10.068,9.049,18.393
2024-01-01 03:36:00,9.584,10.607,23.004
2024-01-01 03:37:00,9.518,9.500,17.312
2024-01-01 03:38:00,10.309,11.172,20.987
2024-01-01 03:39:00,10.454,9.792,22.634
2024-01-01 03:40:00,10.388,9.338,21.940
2024-01-01 03:41:00,9.652,8.016,15.263
2024-01-01 03:42:00,9.804,9.105,21.219
2024-01-01 03:43:00,10.321,8.881,18.732
2024-01-01 03:44:00,10.928,10.056,19.903
2024-01-01 03:45:00,9.333,8.887,21.058
2024-01-01 03:46:00,10.706,9.276,22.375
2024-01-01 03:47:00,7.950,9.364,18.784
2024-01-01 03:48:00,10.313,10.034,15.605
2024-01-01 03:49:00,10.144,8.741,18.362
2024-01-01 03:50:00,10.761,10.302,19.544
2024-01-01 03:51:00,8.059,10.201,21.073
2024-01-01 03:52:00,9.345,9.037,20.322
2024-01-01 03:53:00,9.423,8.654,22.444
2024-01-01 03:54:00,8.964,10.816,21.737
2024-01-01 03:55:00,9.539,10.008,18.046
2024-01-01 03:56:00,12.373,11.101,21.908
2024-01-01 03:57:00,12.517,12.059,17.903
2024-01-01 03:58:00,8.927,10.520,16.562
2024-01-01 03:59:00,8.860,10.439,20.412
2024-01-01 04:00:00,9.827,9.505,20.731
2024-01-01 04:01:00,8.283,10.190,18.038
2024-01-01 04:02:00,10.764,11.154,19.118
2024-01-01 04:03:00,10.011,11.265,20.594
2024-01-01 04:04:00,9.237,10.484,21.737
2024-01-01 04:05:00,9.777,8.834,21.291
2024-01-01 04:06:00,10.583,9.609,20.379
2024-01-01 04:07:00,9.792,9.561,20.226
2024-01-01 04:08:00,9.962,8.445,19.364
2024-01-01 04:09:00,10.303,7.374,18.603
2024-01-01 04:10:00,9.465,11.190,23.475
2024-01-01 04:11:00,7.610,10.124,21.890
2024-01-01 04:12:00,10.441,11.512,21.470
2024-01-01 04:13:00,9.622,10.563,17.866
2024-01-01 04:14:00,10.749,10.601,22.397
2024-01-01 04:15:00,9.092,9.512,22.480
2024-01-01 04:16:00,9.151,11.368,19.702
2024-01-01 04:17:00,10.654,10.016,19.918
2024-01-01 04:18:00,9.200,9.460,24.329
2024-01-01 04:19:00,10.699,10.193,22.979
2024-01-01 04:20:00,8.886,11.725,23.297
2024-01-01 04:21:00,10.464,10.163,18.025
2024-01-01 04:22:00,11.113,9.885,21.880
2024-01-01 04:23:00,9.934,9.961,20.276
2024-01-01 04:24:00,7.888,9.801,20.126
2024-01-01 04:25:00,8.728,10.794,18.201
2024-01-01 04:26:00,9.504,10.164,19.790
2024-01-01 04:27:00,9.568,9.609,18.273
2024-01-01 04:28:00,11.128,8.969,21.654
2024-01-01 04:29:00,9.421,9.903,20.828
2024-01-01 04:30:00,9.771,8.028,19.561
2024-01-01 04:31:00,10.891,11.462,18.308
2024-01-01 04:32:00,9.340,10.192,20.760
2024-01-01 04:33:00,10.725,11.554,20.189
2024-01-01 04:34:00,10.491,11.243,20.148
2024-01-01 04:35:00,11.047,10.463,22.268
2024-01-01 04:36:00,11.113,9.702,22.525
2024-01-01 04:37:00,9.606,10.948,24.322
2024-01-01 04:38:00,9.400,10.480,18.617
2024-01-01 04:39:00,10.248,9.555,19.130
2024-01-01 04:40:00,11.659,11.417,20.123
2024-01-01 04:41:00,10.700,9.141,18.031
2024-01-01 04:42:00,10.870,9.773,19.634
2024-01-01 04:43:00,8.927,10.309,19.742
2024-01-01 04:44:00,11.103,9.911,20.503
2024-01-01 04:45:00,9.099,11.775,20.692
2024-01-01 04:46:00,8.906,10.799,21.539
2024-01-01 04:47:00,10.172,10.291,22.069
2024-01-01 04:48:00,11.485,11.845,20.386
2024-01-01 04:49:00,8.135,8.604,20.861
2024-01-01 04:50:00,9.890,10.270,20.805
2024-01-01 04:51:00,9.144,10.649,20.551
2024-01-01 04:52:00,9.150,11.017,20.922
2024-01-01 04:53:00,10.239,10.475,17.255
2024-01-01 04:54:00,10.382,11.895,21.345
2024-01-01 04:55:00,12.008,9.741,19.126
2024-01-01 04:56:00,10.168,8.461,20.188
2024-01-01 04:57:00,10.628,9.348,23.518
2024-01-01 04:58:00,11.190,8.516,17.830
2024-01-01 04:59:00,9.633,11.408,20.480
2024-01-01 05:00:00,10.534,10.337,21.085
2024-01-01 05:01:00,9.460,9.224,21.873
2024-01-01 05:02:00,11.031,9.959,17.000
2024-01-01 05:03:00,9.652,10.859,20.451
2024-01-01 05:04:00,12.264,10.513,19.670
2024-01-01 05:05:00,10.814,10.899,17.663
2024-01-01 05:06:00,10.003,9.171,21.107
2024-01-01 05:07:00,10.264,10.756,18.755
2024-01-01 05:08:00,9.418,8.747,18.747
2024-01-01 05:09:00,10.300,10.374,20.513
2024-01-01 05:10:00,11.511,9.733,18.840
2024-01-01 05:11:00,10.876,9.975,19.386
2024-01-01 05:12:00,10.380,9.276,19.211
2024-01-01 05:13:00,8.730,9.944,21.125
2024-01-01 05:14:00,9.810,8.028,24.621
2024-01-01 05:15:00,11.020,10.163,20.114
2024-01-01 05:16:00,10.915,9.275,23.287
2024-01-01 05:17:00,11.507,10.678,22.291
2024-01-01 05:18:00,10.159,10.584,24.007
2024-01-01 05:19:00,10.768,9.448,22.287
2024-01-01 05:20:00,10.930,8.224,23.161
2024-01-01 05:21:00,8.665,8.839,23.120
2024-01-01 05:22:00,10.600,12.882,19.181
2024-01-01 05:23:00,10.852,9.575,17.413
2024-01-01 05:24:00,9.183,11.841,20.596
2024-01-01 05:25:00,11.461,9.584,18.826
2024-01-01 05:26:00,9.464,9.408,17.897
2024-01-01 05:27:00,10.125,12.846,21.093
2024-01-01 05:28:00,8.834,10.680,21.874
2024-01-01 05:29:00,11.428,12.711,19.442
2024-01-01 05:30:00,10.729,10.806,21.749
2024-01-01 05:31:00,13.218,9.970,21.143
2024-01-01 05:32:00,9.392,12.727,19.462
2024-01-01 05:33:00,9.992,11.068,26.203
2024-01-01 05:34:00,8.404,11.178,18.702
2024-01-01 05:35:00,12.342,9.393,22.810
2024-01-01 05:36:00,10.691,9.696,22.441
2024-01-01 05:37:00,10.634,11.279,22.721
2024-01-01 05:38:00,11.216,11.846,20.009
2024-01-01 05:39:00,10.007,9.430,22.117
2024-01-01 05:40:00,13.147,11.316,24.876
2024-01-01 05:41:00,11.066,8.294,20.675
2024-01-01 05:42:00,8.678,10.020,24.999
2024-01-01 05:43:00,10.671,10.108,21.002
2024-01-01 05:44:00,9.448,10.405,23.465
2024-01-01 05:45:00,11.546,9.929,21.064
2024-01-01 05:46:00,9.858,10.706,22.507
2024-01-01 05:47:00,8.966,9.812,22.449
2024-01-01 05:48:00,10.988,10.462,20.943
2024-01-01 05:49:00,10.108,9.882,18.084
2024-01-01 05:50:00,8.727,10.788,23.829
2024-01-01 05:51:00,10.577,11.531,20.115
2024-01-01 05:52:00,9.362,10.552,20.297
2024-01-01 05:53:00,11.439,10.433,22.933
2024-01-01 05:54:00,11.455,11.892,23.365
2024-01-01 05:55:00,10.115,9.463,18.326
2024-01-01 05:56:00,11.036,11.703,17.241
2024-01-01 05:57:00,9.855,9.561,20.668
2024-01-01 05:58:00,12.332,12.406,23.074
2024-01-01 05:59:00,9.494,11.082,20.823
2024-01-01 06:00:00,10.577,10.998,22.340
2024-01-01 06:01:00,11.940,10.326,19.465
2024-01-01 06:02:00,11.136,10.798,22.126
2024-01-01 06:03:00,10.369,10.205,21.530
2024-01-01 06:04:00,11.219,11.293,18.707
2024-01-01 06:05:00,12.166,11.923,17.295
2024-01-01 06:06:00,10.409,9.138,19.565
2024-01-01 06:07:00,11.435,10.263,19.547
2024-01-01 06:08:00,9.929,9.981,19.737
2024-01-01 06:09:00,10.076,12.098,20.769
2024-01-01 06:10:00,10.254,11.101,22.376
2024-01-01 06:11:00,10.492,10.697,22.609
2024-01-01 06:12:00,10.252,12.572,19.282
2024-01-01 06:13:00,10.638,12.257,18.959
2024-01-01 06:14:00,9.736,11.903,21.132
2024-01-01 06:15:00,10.231,8.598,23.239
2024-01-01 06:16:00,9.780,10.649,24.739
2024-01-01 06:17:00,10.712,10.270,19.233
2024-01-01 06:18:00,10.470,11.073,20.489
2024-01-01 06:19:00,10.995,10.493,22.539
2024-01-01 06:20:00,9.987,10.345,25.186
2024-01-01 06:21:00,9.129,9.787,22.422
2024-01-01 06:22:00,11.395,10.191,21.689
2024-01-01 06:23:00,8.284,11.159,22.680
2024-01-01 06:24:00,12.818,10.026,18.039
2024-01-01 06:25:00,10.852,10.125,20.121
2024-01-01 06:26:00,11.527,8.953,18.220
2024-01-01 06:27:00,9.496,10.258,19.230
2024-01-01 06:28:00,9.660,9.946,22.969
2024-01-01 06:29:00,11.821,10.988,22.690
2024-01-01 06:30:00,9.361,8.454,20.807
2024-01-01 06:31:00,10.380,11.713,20.513
2024-01-01 06:32:00,11.617,8.707,24.164
2024-01-01 06:33:00,10.376,9.985,21.197
2024-01-01 06:34:00,10.352,9.781,20.422
2024-01-01 06:35:00,12.562,10.125,20.208
2024-01-01 06:36:00,8.891,10.024,21.579
2024-01-01 06:37:00,10.933,10.294,23.288
2024-01-01 06:38:00,9.028,9.233,20.379
2024-01-01 06:39:00,8.336,11.813,19.128
2024-01-01 06:40:00,11.796,8.892,18.721
2024-01-01 06:41:00,9.353,11.568,20.536
2024-01-01 06:42:00,10.056,11.713,19.653
2024-01-01 06:43:00,10.739,9.979,27.340
2024-01-01 06:44:00,9.564,10.293,22.269
2024-01-01 06:45:00,10.650,8.935,24.655
2024-01-01 06:46:00,10.825,9.344,22.004
2024-01-01 06:47:00,11.283,10.225,19.506
2024-01-01 06:48:00,8.991,10.176,18.987
2024-01-01 06:49:00,11.082,11.280,21.843
2024-01-01 06:50:00,10.942,11.220,22.526
2024-01-01 06:51:00,10.574,10.458,18.259
2024-01-01 06:52:00,8.666,11.096,20.779
2024-01-01 06:53:00,10.436,10.681,19.885
2024-01-01 06:54:00,11.835,9.783,18.171
2024-01-01 06:55:00,9.286,11.431,21.923
2024-01-01 06:56:00,9.312,12.041,22.308
2024-01-01 06:57:00,9.989,10.343,20.754
2024-01-01 06:58:00,11.406,11.739,20.585
2024-01-01 06:59:00,10.643,10.140,23.670
2024-01-01 07:00:00,12.195,10.814,22.171
2024-01-01 07:01:00,9.823,8.889,19.348
2024-01-01 07:02:00,11.886,10.873,18.986
2024-01-01 07:03:00,10.205,11.373,23.165
2024-01-01 07:04:00,9.424,9.520,19.837
2024-01-01 07:05:00,10.363,9.706,22.637
2024-01-01 07:06:00,10.309,10.691,19.489
2024-01-01 07:07:00,11.513,9.478,20.994
2024-01-01 07:08:00,10.963,11.450,22.408
2024-01-01 07:09:00,8.377,9.902,20.810
2024-01-01 07:10:00,9.910,11.494,21.444
2024-01-01 07:11:00,9.346,11.704,23.946
2024-01-01 07:12:00,11.172,10.234,23.508
2024-01-01 07:13:00,9.560,9.930,22.032
2024-01-01 07:14:00,9.536,10.651,18.687
2024-01-01 07:15:00,10.646,10.584,20.852
2024-01-01 07:16:00,10.841,10.327,18.927
2024-01-01 07:17:00,8.546,10.634,20.223
2024-01-01 07:18:00,10.652,8.365,21.675
2024-01-01 07:19:00,9.933,9.910,20.331
2024-01-01 07:20:00,9.971,8.848,21.304
2024-01-01 07:21:00,10.005,11.488,20.507
2024-01-01 07:22:00,10.101,10.401,25.066
2024-01-01 07:23:00,11.114,12.275,19.632
2024-01-01 07:24:00,10.013,9.807,22.614
2024-01-01 07:25:00,11.546,9.285,19.661
2024-01-01 07:26:00,11.589,10.666,21.343
2024-01-01 07:27:00,9.205,11.685,21.439
2024-01-01 07:28:00,9.434,10.425,22.846
2024-01-01 07:29:00,10.391,11.413,24.877
2024-01-01 07:30:00,8.773,11.066,23.765
2024-01-01 07:31:00,10.162,9.688,21.457
2024-01-01 07:32:00,11.786,12.147,24.297
2024-01-01 07:33:00,11.064,9.923,20.981
2024-01-01 07:34:00,10.448,11.069,19.511
2024-01-01 07:35:00,11.526,10.655,19.803
2024-01-01 07:36:00,11.641,10.662,21.970
2024-01-01 07:37:00,10.074,9.938,21.966
2024-01-01 07:38:00,9.968,9.074,18.158
2024-01-01 07:39:00,10.414,10.917,18.506
2024-01-01 07:40:00,10.323,9.251,17.356
2024-01-01 07:41:00,11.147,12.400,18.857
2024-01-01 07:42:00,10.488,11.096,18.656
2024-01-01 07:43:00,8.459,8.246,23.340
2024-01-01 07:44:00,10.592,8.583,21.220
2024-01-01 07:45:00,9.451,11.608,19.633
2024-01-01 07:46:00,8.819,10.059,20.173
2024-01-01 07:47:00,11.004,8.742,23.305
2024-01-01 07:48:00,10.012,10.767,22.695
2024-01-01 07:49:00,9.591,11.719,18.533
2024-01-01 07:50:00,9.874,11.927,20.742
2024-01-01 07:51:00,10.202,11.049,16.200
2024-01-01 07:52:00,9.744,11.144,18.726
2024-01-01 07:53:00,9.421,10.338,21.457
2024-01-01 07:54:00,8.362,9.715,24.372
2024-01-01 07:55:00,9.457,10.091,20.965
2024-01-01 07:56:00,9.517,11.178,21.422
2024-01-01 07:57:00,8.674,9.134,22.722
2024-01-01 07:58:00,10.768,9.550,15.495
2024-01-01 07:59:00,9.755,9.522,20.118
2024-01-01 08:00:00,7.602,10.923,20.955
2024-01-01 08:01:00,8.765,11.886,20.047
2024-01-01 08:02:00,9.451,9.188,18.251
2024-01-01 08:03:00,10.659,9.659,19.230
2024-01-01 08:04:00,7.912,9.979,20.787
2024-01-01 08:05:00,10.575,9.671,20.249
2024-01-01 08:06:00,9.716,9.671,15.948
2024-01-01 08:07:00,9.905,11.588,17.317
2024-01-01 08:08:00,11.468,9.274,19.536
2024-01-01 08:09:00,11.199,7.056,20.942
2024-01-01 08:10:00,8.161,9.951,18.439
2024-01-01 08:11:00,8.333,9.691,18.709
2024-01-01 08:12:00,11.245,8.828,19.561
2024-01-01 08:13:00,8.461,9.792,22.035
2024-01-01 08:14:00,7.060,10.991,19.641
2024-01-01 08:15:00,9.830,9.829,26.418
2024-01-01 08:16:00,10.292,9.900,19.626
2024-01-01 08:17:00,10.104,10.837,19.893
2024-01-01 08:18:00,8.652,9.577,17.113
2024-01-01 08:19:00,8.445,8.664,16.857
2024-01-01 08:20:00,9.987,7.694,19.885
2024-01-01 08:21:00,11.246,9.418,19.170
2024-01-01 08:22:00,10.824,9.830,18.445
2024-01-01 08:23:00,10.880,8.035,19.706
2024-01-01 08:24:00,8.027,8.682,18.505
2024-01-01 08:25:00,9.053,10.446,17.643
2024-01-01 08:26:00,10.368,9.938,21.923
2024-01-01 08:27:00,8.863,10.184,16.524
2024-01-01 08:28:00,11.029,9.946,17.504
2024-01-01 08:29:00,11.109,9.985,14.888
2024-01-01 08:30:00,11.528,11.976,20.428
2024-01-01 08:31:00,9.016,9.868,18.741
2024-01-01 08:32:00,7.984,9.817,19.060
2024-01-01 08:33:00,9.619,8.780,17.002
2024-01-01 08:34:00,10.482,8.813,15.007
2024-01-01 08:35:00,9.886,9.987,19.512
2024-01-01 08:36:00,10.594,9.507,22.713
2024-01-01 08:37:00,10.531,11.200,19.268
2024-01-01 08:38:00,10.170,9.504,19.197
2024-01-01 08:39:00,9.515,9.927,22.164
2024-01-01 08:40:00,9.693,12.368,19.348
2024-01-01 08:41:00,9.132,9.055,20.628
2024-01-01 08:42:00,9.287,11.123,20.441
2024-01-01 08:43:00,10.954,11.161,21.802
2024-01-01 08:44:00,8.394,7.958,22.643
2024-01-01 08:45:00,9.732,10.255,19.921
2024-01-01 08:46:00,8.134,10.860,18.825
2024-01-01 08:47:00,9.425,8.969,20.486
2024-01-01 08:48:00,9.170,8.624,19.932
2024-01-01 08:49:00,9.923,9.129,24.290
2024-01-01 08:50:00,9.395,9.546,24.420
2024-01-01 08:51:00,11.101,10.416,20.221
2024-01-01 08:52:00,8.822,11.166,19.221
2024-01-01 08:53:00,10.564,10.183,19.617
2024-01-01 08:54:00,11.131,10.303,19.412
2024-01-01 08:55:00,8.931,10.460,21.293
2024-01-01 08:56:00,10.820,9.773,19.526
2024-01-01 08:57:00,11.453,10.039,18.962
2024-01-01 08:58:00,10.509,10.103,18.309
2024-01-01 08:59:00,10.063,10.220,19.487
2024-01-01 09:00:00,8.371,8.629,19.101
2024-01-01 09:01:00,10.962,8.414,18.689
2024-01-01 09:02:00,10.073,10.922,18.908
2024-01-01 09:03:00,9.053,9.164,21.288
2024-01-01 09:04:00,8.735,7.849,17.923
2024-01-01 09:05:00,9.205,8.792,17.874
2024-01-01 09:06:00,11.200,9.267,17.792
2024-01-01 09:07:00,9.913,10.171,20.026
2024-01-01 09:08:00,9.854,8.237,16.479
2024-01-01 09:09:00,9.030,9.585,18.734
2024-01-01 09:10:00,11.038,9.715,19.175
2024-01-01 09:11:00,9.744,8.827,21.044
2024-01-01 09:12:00,9.074,11.027,15.197
2024-01-01 09:13:00,7.843,8.170,16.926
2024-01-01 09:14:00,9.214,7.266,17.831
2024-01-01 09:15:00,10.353,9.788,19.618
2024-01-01 09:16:00,10.547,8.242,15.156
