timestamp,Datacenter0,Datacenter1,Datacenter2,SECahuachi,SEDerivacion,SEIca
2024-01-01 00:31:00,0.000,0.000,0.000,-16.602,-14.104,-17.056
2024-01-01 00:32:00,0.000,0.000,0.000,-17.539,-13.222,-16.205
2024-01-01 00:33:00,0.000,0.000,0.000,-14.529,-15.520,-7.484
2024-01-01 00:34:00,0.000,0.000,0.000,-16.902,-15.197,-14.638
2024-01-01 00:35:00,0.000,0.000,0.000,-13.714,-18.291,-20.063
2024-01-01 00:36:00,0.000,0.000,0.000,-14.708,-16.087,-12.418
2024-01-01 00:37:00,0.000,0.000,0.000,-14.324,-16.398,-12.809
2024-01-01 00:38:00,0.000,0.000,0.000,-16.264,-13.887,-16.681
2024-01-01 00:39:00,0.000,0.000,0.000,-11.527,-15.471,-18.304
2024-01-01 00:40:00,0.000,0.000,0.000,-14.068,-6.825,-10.034
2024-01-01 00:41:00,0.000,0.000,0.000,-16.448,-15.374,-14.927
2024-01-01 00:42:00,0.000,0.000,0.000,-17.169,-19.176,-11.293
2024-01-01 00:43:00,0.000,0.000,0.000,-14.893,-14.653,-10.661
2024-01-01 00:44:00,0.000,0.000,0.000,-15.437,-13.952,-13.916
2024-01-01 00:45:00,0.000,0.000,0.000,-13.471,-16.276,-9.481
2024-01-01 00:46:00,0.000,0.000,0.000,-13.106,-12.215,-15.753
2024-01-01 00:47:00,0.000,0.000,0.000,-13.290,-11.383,-12.111
2024-01-01 00:48:00,0.000,0.000,0.000,-11.580,-15.780,-14.259
2024-01-01 00:49:00,0.000,0.000,0.000,-14.017,-11.393,-11.278
2024-01-01 00:50:00,0.000,0.000,0.000,-15.611,-11.753,-16.976
2024-01-01 00:51:00,0.000,0.000,0.000,-15.998,-17.179,-11.922
2024-01-01 00:52:00,0.000,0.000,0.000,-14.584,-16.836,-14.767
2024-01-01 00:53:00,0.000,0.000,0.000,-17.356,-11.685,-12.705
2024-01-01 00:54:00,0.000,0.000,0.000,-15.978,-14.431,-12.842
2024-01-01 00:55:00,0.000,0.000,0.000,-13.837,-17.584,-13.743
2024-01-01 00:56:00,0.000,0.000,0.000,-11.529,-12.995,-15.242
2024-01-01 00:57:00,0.000,0.000,0.000,-13.000,-15.712,-18.968
2024-01-01 00:58:00,0.000,0.000,0.000,-13.788,-16.600,-15.870
2024-01-01 00:59:00,0.000,0.000,0.000,-13.716,-13.660,-16.682
2024-01-01 01:00:00,0.000,0.000,0.000,-15.468,-15.870,-15.165
2024-01-01 01:01:00,0.000,0.000,0.000,-19.874,-16.911,-13.084
2024-01-01 01:02:00,0.000,0.000,0.000,-14.233,-13.605,-15.585
2024-01-01 01:03:00,0.000,0.000,0.000,-13.872,-8.422,-18.083
2024-01-01 01:04:00,0.000,0.000,0.000,-15.957,-19.252,-18.264
2024-01-01 01:05:00,0.000,0.000,0.000,-17.157,-14.195,-17.293
2024-01-01 01:06:00,0.000,0.000,0.000,-15.569,-16.848,-20.275
2024-01-01 01:07:00,0.000,0.000,0.000,-15.217,-15.779,-15.597
2024-01-01 01:08:00,0.000,0.000,0.000,-18.528,-20.807,-16.035
2024-01-01 01:09:00,0.000,0.000,0.000,-15.654,-17.928,-14.693
2024-01-01 01:10:00,0.000,0.000,0.000,-17.127,-18.888,-9.288
2024-01-01 01:11:00,0.000,0.000,0.000,-18.980,-12.420,-15.300
2024-01-01 01:12:00,0.000,0.000,0.000,-15.187,-16.101,-14.310
2024-01-01 01:13:00,0.000,0.000,0.000,-12.820,-14.016,-15.770
2024-01-01 01:14:00,0.000,0.000,0.000,-16.484,-15.949,-18.932
2024-01-01 01:15:00,0.000,0.000,0.000,-16.403,-13.752,-16.685
2024-01-01 01:16:00,0.000,0.000,0.000,-16.634,-13.975,-11.866
2024-01-01 01:17:00,0.000,0.000,0.000,-16.655,-16.959,-17.259
2024-01-01 01:18:00,0.000,0.000,0.000,-17.187,-20.086,-13.955
2024-01-01 01:19:00,0.000,0.000,0.000,-13.048,-12.724,-14.907
2024-01-01 01:20:00,0.000,0.000,0.000,-16.630,-12.757,-17.774
2024-01-01 01:21:00,0.000,0.000,0.000,-14.448,-14.946,-16.005
2024-01-01 01:22:00,0.000,0.000,0.000,-19.588,-16.217,-17.391
2024-01-01 01:23:00,0.000,0.000,0.000,-14.735,-16.005,-12.188
2024-01-01 01:24:00,0.000,0.000,0.000,-13.364,-13.195,-19.319
2024-01-01 01:25:00,0.000,0.000,0.000,-14.941,-15.367,-14.810
2024-01-01 01:26:00,0.000,0.000,0.000,-16.160,-12.469,-16.837
2024-01-01 01:27:00,0.000,0.000,0.000,-16.174,-19.064,-16.557
2024-01-01 01:28:00,0.000,0.000,0.000,-15.292,-19.018,-19.396
2024-01-01 01:29:00,0.000,0.000,0.000,-17.435,-15.361,-19.952
2024-01-01 01:30:00,0.000,0.000,0.000,-13.822,-13.779,-16.817
2024-01-01 01:31:00,0.000,0.000,0.000,-16.398,-12.284,-14.660
2024-01-01 01:32:00,0.000,0.000,0.000,-18.348,-14.078,-11.277
2024-01-01 01:33:00,0.000,0.000,0.000,-15.554,-14.790,-14.106
2024-01-01 01:34:00,0.000,0.000,0.000,-14.619,-15.741,-19.482
2024-01-01 01:35:00,0.000,0.000,0.000,-12.073,-14.399,-14.345
2024-01-01 01:36:00,0.000,0.000,0.000,-13.247,-19.955,-13.346
2024-01-01 01:37:00,0.000,0.000,0.000,-17.115,-10.964,-21.776
2024-01-01 01:38:00,0.000,0.000,0.000,-16.135,-18.746,-15.574
2024-01-01 01:39:00,0.000,0.000,0.000,-17.152,-17.392,-14.329
2024-01-01 01:40:00,0.000,0.000,0.000,-15.485,-15.934,-15.103
2024-01-01 01:41:00,0.000,0.000,0.000,-16.143,-17.757,-16.230
2024-01-01 01:42:00,0.000,0.000,0.000,-15.434,-18.020,-21.030
2024-01-01 01:43:00,0.000,0.000,0.000,-14.535,-15.588,-17.379
2024-01-01 01:44:00,0.000,0.000,0.000,-15.588,-16.406,-23.109
2024-01-01 01:45:00,0.000,0.000,0.000,-20.801,-20.749,-18.131
2024-01-01 01:46:00,0.000,0.000,0.000,-15.449,-16.043,-16.727
2024-01-01 01:47:00,0.000,0.000,0.000,-18.536,-14.443,-15.281
2024-01-01 01:48:00,0.000,0.000,0.000,-19.329,-16.054,-20.001
2024-01-01 01:49:00,0.000,0.000,0.000,-14.705,-15.903,-18.024
2024-01-01 01:50:00,0.000,0.000,0.000,-17.504,-13.517,-8.198
2024-01-01 01:51:00,0.000,0.000,0.000,-18.763,-17.378,-12.899
2024-01-01 01:52:00,0.000,0.000,0.000,-16.525,-15.583,-23.489
2024-01-01 01:53:00,0.000,0.000,0.000,-18.420,-21.011,-13.919
2024-01-01 01:54:00,0.000,0.000,0.000,-19.130,-17.149,-17.472
2024-01-01 01:55:00,0.000,0.000,0.000,-17.396,-16.680,-15.249
2024-01-01 01:56:00,0.000,0.000,0.000,-18.357,-17.550,-17.773
2024-01-01 01:57:00,0.000,0.000,0.000,-17.693,-18.086,-12.237
2024-01-01 01:58:00,0.000,0.000,0.000,-14.080,-13.178,-16.100
2024-01-01 01:59:00,0.000,0.000,0.000,-15.415,-12.337,-15.428
2024-01-01 02:00:00,0.000,0.000,0.000,-15.148,-19.408,-15.408
2024-01-01 02:01:00,0.000,0.000,0.000,-15.901,-15.808,-15.894
2024-01-01 02:02:00,0.000,0.000,0.000,-15.924,-19.785,-14.240
2024-01-01 02:03:00,0.000,0.000,0.000,-14.633,-19.352,-14.466
2024-01-01 02:04:00,0.000,0.000,0.000,-19.092,-15.651,-21.816
2024-01-01 02:05:00,0.000,0.000,0.000,-14.916,-20.741,-9.248
2024-01-01 02:06:00,0.000,0.000,0.000,-15.525,-13.793,-16.984
2024-01-01 02:07:00,0.000,0.000,0.000,-17.147,-19.943,-20.198
2024-01-01 02:08:00,0.000,0.000,0.000,-16.532,-20.516,-14.187
2024-01-01 02:09:00,0.000,0.000,0.000,-19.293,-19.820,-19.421
2024-01-01 02:10:00,0.000,0.000,0.000,-16.352,-13.627,-18.668
2024-01-01 02:11:00,0.000,0.000,0.000,-18.325,-9.321,-19.955
2024-01-01 02:12:00,0.000,0.000,0.000,-17.525,-18.436,-19.642
2024-01-01 02:13:00,0.000,0.000,0.000,-16.087,-17.577,-15.716
2024-01-01 02:14:00,0.000,0.000,0.000,-21.624,-21.021,-11.675
2024-01-01 02:15:00,0.000,0.000,0.000,-18.888,-13.525,-13.633
2024-01-01 02:16:00,0.000,0.000,0.000,-16.634,-17.400,-19.356
2024-01-01 02:17:00,0.000,0.000,0.000,-18.436,-15.008,-15.631
2024-01-01 02:18:00,0.000,0.000,0.000,-16.320,-16.636,-14.606
2024-01-01 02:19:00,0.000,0.000,0.000,-18.155,-15.735,-16.257
2024-01-01 02:20:00,0.000,0.000,0.000,-18.746,-11.939,-12.474
2024-01-01 02:21:00,0.000,0.000,0.000,-17.519,-12.912,-15.140
2024-01-01 02:22:00,0.000,0.000,0.000,-16.593,-20.848,-16.679
2024-01-01 02:23:00,0.000,0.000,0.000,-14.961,-19.771,-15.196
2024-01-01 02:24:00,0.000,0.000,0.000,-15.114,-17.276,-19.131
2024-01-01 02:25:00,0.000,0.000,0.000,-18.908,-16.460,-15.013
2024-01-01 02:26:00,0.000,0.000,0.000,-18.959,-19.462,-15.555
2024-01-01 02:27:00,0.000,0.000,0.000,-15.719,-15.866,-9.040
2024-01-01 02:28:00,0.000,0.000,0.000,-16.254,-13.660,-20.524
2024-01-01 02:29:00,0.000,0.000,0.000,-16.028,-17.258,-19.393
2024-01-01 02:30:00,0.000,0.000,0.000,-15.694,-17.668,-27.082
2024-01-01 02:31:00,0.000,0.000,0.000,-16.874,-18.515,-19.289
2024-01-01 02:32:00,0.000,0.000,0.000,-20.139,-17.191,-15.274
2024-01-01 02:33:00,0.000,0.000,0.000,-18.474,-17.366,-17.419
2024-01-01 02:34:00,0.000,0.000,0.000,-19.180,-17.742,-20.898
2024-01-01 02:35:00,0.000,0.000,0.000,-19.044,-17.277,-21.505
2024-01-01 02:36:00,0.000,0.000,0.000,-15.969,-18.458,-20.850
2024-01-01 02:37:00,0.000,0.000,0.000,-15.732,-18.294,-14.056
2024-01-01 02:38:00,0.000,0.000,0.000,-17.103,-20.106,-17.568
2024-01-01 02:39:00,0.000,0.000,0.000,-19.486,-17.380,-19.203
2024-01-01 02:40:00,0.000,0.000,0.000,-16.934,-17.010,-20.042
2024-01-01 02:41:00,0.000,0.000,0.000,-16.814,-18.995,-7.474
2024-01-01 02:42:00,0.000,0.000,0.000,-19.162,-21.611,-17.274
2024-01-01 02:43:00,0.000,0.000,0.000,-16.892,-20.181,-19.305
2024-01-01 02:44:00,0.000,0.000,0.000,-17.298,-18.575,-21.588
2024-01-01 02:45:00,0.000,0.000,0.000,-15.668,-13.596,-22.005
2024-01-01 02:46:00,0.000,0.000,0.000,-14.981,-18.466,-22.906
2024-01-01 02:47:00,0.000,0.000,0.000,-17.939,-14.942,-20.573
2024-01-01 02:48:00,0.000,0.000,0.000,-17.161,-16.847,-18.519
2024-01-01 02:49:00,0.000,0.000,0.000,-19.656,-15.090,-19.647
2024-01-01 02:50:00,0.000,0.000,0.000,-15.225,-17.311,-15.276
2024-01-01 02:51:00,0.000,0.000,0.000,-18.152,-17.016,-13.183
2024-01-01 02:52:00,0.000,0.000,0.000,-16.426,-18.299,-17.483
2024-01-01 02:53:00,0.000,0.000,0.000,-17.884,-20.555,-19.627
2024-01-01 02:54:00,0.000,0.000,0.000,-19.618,-16.223,-12.882
2024-01-01 02:55:00,0.000,0.000,0.000,-19.592,-23.345,-15.019
2024-01-01 02:56:00,0.000,0.000,0.000,-16.455,-20.770,-22.035
2024-01-01 02:57:00,0.000,0.000,0.000,-15.900,-14.852,-14.836
2024-01-01 02:58:00,0.000,0.000,0.000,-19.883,-18.503,-22.106
2024-01-01 02:59:00,0.000,0.000,0.000,-17.848,-19.871,-21.461
2024-01-01 03:00:00,0.000,0.000,0.000,-14.972,-20.401,-18.221
2024-01-01 03:01:00,0.000,0.000,0.000,-19.833,-21.986,-18.481
2024-01-01 03:02:00,0.000,0.000,0.000,-18.819,-17.973,-23.780
2024-01-01 03:03:00,0.000,0.000,0.000,-18.002,-20.167,-17.390
2024-01-01 03:04:00,0.000,0.000,0.000,-17.965,-13.552,-20.756
2024-01-01 03:05:00,0.000,0.000,0.000,-14.628,-14.939,-14.249
2024-01-01 03:06:00,0.000,0.000,0.000,-19.409,-17.744,-21.762
2024-01-01 03:07:00,0.000,0.000,0.000,-22.212,-18.493,-17.027
2024-01-01 03:08:00,0.000,0.000,0.000,-16.422,-21.551,-18.117
2024-01-01 03:09:00,0.000,0.000,0.000,-20.611,-22.689,-16.655
2024-01-01 03:10:00,0.000,0.000,0.000,-17.069,-16.887,-20.646
2024-01-01 03:11:00,0.000,0.000,0.000,-17.325,-16.393,-15.537
2024-01-01 03:12:00,0.000,0.000,0.000,-14.645,-17.324,-18.558
2024-01-01 03:13:00,0.000,0.000,0.000,-17.296,-17.287,-20.106
2024-01-01 03:14:00,0.000,0.000,0.000,-14.719,-19.199,-22.665
2024-01-01 03:15:00,0.000,0.000,0.000,-17.297,-16.428,-16.954
2024-01-01 03:16:00,0.000,0.000,0.000,-16.927,-13.957,-13.345
2024-01-01 03:17:00,0.000,0.000,0.000,-18.777,-17.979,-19.315
2024-01-01 03:18:00,0.000,0.000,0.000,-14.470,-22.234,-16.437
2024-01-01 03:19:00,0.000,0.000,0.000,-19.845,-18.200,-20.707
2024-01-01 03:20:00,0.000,0.000,0.000,-15.908,-16.475,-16.331
2024-01-01 03:21:00,0.000,0.000,0.000,-18.619,-20.371,-17.981
2024-01-01 03:22:00,0.000,0.000,0.000,-14.692,-16.619,-14.896
2024-01-01 03:23:00,0.000,0.000,0.000,-21.266,-16.217,-20.659
2024-01-01 03:24:00,0.000,0.000,0.000,-17.185,-22.377,-16.099
2024-01-01 03:25:00,0.000,0.000,0.000,-20.829,-16.386,-13.027
2024-01-01 03:26:00,0.000,0.000,0.000,-20.114,-17.056,-17.456
2024-01-01 03:27:00,0.000,0.000,0.000,-17.980,-17.540,-22.297
2024-01-01 03:28:00,0.000,0.000,0.000,-18.304,-19.573,-18.625
2024-01-01 03:29:00,0.000,0.000,0.000,-15.713,-17.579,-15.705
2024-01-01 03:30:00,0.000,0.000,0.000,-20.703,-15.218,-20.729
2024-01-01 03:31:00,0.000,0.000,0.000,-17.193,-16.084,-15.620
2024-01-01 03:32:00,0.000,0.000,0.000,-21.999,-20.119,-17.736
2024-01-01 03:33:00,0.000,0.000,0.000,-19.598,-18.431,-20.830
2024-01-01 03:34:00,0.000,0.000,0.000,-21.107,-26.692,-17.556
2024-01-01 03:35:00,0.000,0.000,0.000,-18.594,-18.711,-20.002
2024-01-01 03:36:00,0.000,0.000,0.000,-19.177,-20.924,-19.840
2024-01-01 03:37:00,0.000,0.000,0.000,-17.932,-23.820,-18.673
2024-01-01 03:38:00,0.000,0.000,0.000,-19.819,-13.174,-17.032
2024-01-01 03:39:00,0.000,0.000,0.000,-22.138,-16.039,-16.274
2024-01-01 03:40:00,0.000,0.000,0.000,-21.083,-18.085,-20.987
2024-01-01 03:41:00,0.000,0.000,0.000,-17.387,-20.697,-23.415
2024-01-01 03:42:00,0.000,0.000,0.000,-21.061,-22.101,-14.535
2024-01-01 03:43:00,0.000,0.000,0.000,-19.693,-14.281,-22.764
2024-01-01 03:44:00,0.000,0.000,0.000,-19.697,-18.204,-17.773
2024-01-01 03:45:00,0.000,0.000,0.000,-17.799,-17.984,-15.204
2024-01-01 03:46:00,0.000,0.000,0.000,-20.798,-17.123,-19.050
2024-01-01 03:47:00,0.000,0.000,0.000,-17.848,-15.279,-17.491
2024-01-01 03:48:00,0.000,0.000,0.000,-18.360,-22.162,-17.755
2024-01-01 03:49:00,0.000,0.000,0.000,-20.246,-15.917,-19.435
2024-01-01 03:50:00,0.000,0.000,0.000,-22.689,-13.451,-14.947
2024-01-01 03:51:00,0.000,0.000,0.000,-18.281,-18.359,-22.435
2024-01-01 03:52:00,0.000,0.000,0.000,-21.739,-23.759,-19.332
2024-01-01 03:53:00,0.000,0.000,0.000,-21.447,-21.970,-15.897
2024-01-01 03:54:00,0.000,0.000,0.000,-16.585,-16.037,-16.787
2024-01-01 03:55:00,0.000,0.000,0.000,-19.245,-18.175,-26.552
2024-01-01 03:56:00,0.000,0.000,0.000,-17.601,-18.892,-23.039
2024-01-01 03:57:00,0.000,0.000,0.000,-17.893,-19.140,-18.686
2024-01-01 03:58:00,0.000,0.000,0.000,-19.892,-17.408,-23.298
2024-01-01 03:59:00,0.000,0.000,0.000,-19.573,-20.511,-24.972
2024-01-01 04:00:00,0.000,0.000,0.000,-18.927,-17.369,-25.427
2024-01-01 04:01:00,0.000,0.000,0.000,-20.075,-18.408,-14.694
2024-01-01 04:02:00,0.000,0.000,0.000,-17.514,-17.814,-18.801
2024-01-01 04:03:00,0.000,0.000,0.000,-19.458,-20.375,-21.432
2024-01-01 04:04:00,0.000,0.000,0.000,-22.471,-16.401,-15.862
2024-01-01 04:05:00,0.000,0.000,0.000,-18.505,-17.379,-25.880
2024-01-01 04:06:00,0.000,0.000,0.000,-16.765,-17.000,-16.972
2024-01-01 04:07:00,0.000,0.000,0.000,-19.914,-18.482,-19.725
2024-01-01 04:08:00,0.000,0.000,0.000,-21.488,-20.408,-15.138
2024-01-01 04:09:00,0.000,0.000,0.000,-19.451,-16.844,-14.618
2024-01-01 04:10:00,0.000,0.000,0.000,-18.108,-17.183,-19.818
2024-01-01 04:11:00,0.000,0.000,0.000,-18.762,-19.030,-23.620
2024-01-01 04:12:00,0.000,0.000,0.000,-24.151,-21.733,-24.284
2024-01-01 04:13:00,0.000,0.000,0.000,-19.427,-17.198,-22.232
2024-01-01 04:14:00,0.000,0.000,0.000,-17.146,-19.783,-27.019
2024-01-01 04:15:00,0.000,0.000,0.000,-20.892,-22.710,-16.642
2024-01-01 04:16:00,0.000,0.000,0.000,-20.287,-19.188,-17.778
2024-01-01 04:17:00,0.000,0.000,0.000,-16.868,-20.089,-20.609
2024-01-01 04:18:00,0.000,0.000,0.000,-22.159,-20.911,-17.492
2024-01-01 04:19:00,0.000,0.000,0.000,-19.550,-20.609,-21.413
2024-01-01 04:20:00,0.000,0.000,0.000,-15.981,-16.226,-20.249
2024-01-01 04:21:00,0.000,0.000,0.000,-18.515,-13.397,-11.674
2024-01-01 04:22:00,0.000,0.000,0.000,-22.424,-15.631,-24.166
2024-01-01 04:23:00,0.000,0.000,0.000,-18.901,-25.587,-23.931
2024-01-01 04:24:00,0.000,0.000,0.000,-13.061,-19.905,-16.898
2024-01-01 04:25:00,0.000,0.000,0.000,-17.043,-29.303,-26.249
2024-01-01 04:26:00,0.000,0.000,0.000,-21.200,-24.756,-15.364
2024-01-01 04:27:00,0.000,0.000,0.000,-18.927,-20.409,-16.461
2024-01-01 04:28:00,0.000,0.000,0.000,-17.783,-23.652,-18.328
2024-01-01 04:29:00,0.000,0.000,0.000,-20.438,-25.897,-21.496
2024-01-01 04:30:00,0.000,0.000,0.000,-20.722,-19.284,-22.449
2024-01-01 04:31:00,0.000,0.000,0.000,-17.159,-22.330,-15.546
2024-01-01 04:32:00,0.000,0.000,0.000,-18.103,-19.873,-20.852
2024-01-01 04:33:00,0.000,0.000,0.000,-15.679,-17.467,-19.401
2024-01-01 04:34:00,0.000,0.000,0.000,-16.556,-22.490,-22.342
2024-01-01 04:35:00,0.000,0.000,0.000,-20.785,-19.869,-22.559
2024-01-01 04:36:00,0.000,0.000,0.000,-18.542,-16.556,-13.120
2024-01-01 04:37:00,0.000,0.000,0.000,-16.972,-19.197,-20.031
2024-01-01 04:38:00,0.000,0.000,0.000,-21.030,-20.283,-17.813
2024-01-01 04:39:00,0.000,0.000,0.000,-17.328,-21.003,-17.321
2024-01-01 04:40:00,0.000,0.000,0.000,-19.121,-16.858,-19.906
2024-01-01 04:41:00,0.000,0.000,0.000,-19.852,-20.046,-18.912
2024-01-01 04:42:00,0.000,0.000,0.000,-18.010,-21.646,-23.436
2024-01-01 04:43:00,0.000,0.000,0.000,-17.215,-18.732,-20.768
2024-01-01 04:44:00,0.000,0.000,0.000,-22.208,-20.736,-22.840
2024-01-01 04:45:00,0.000,0.000,0.000,-20.135,-18.070,-18.582
2024-01-01 04:46:00,0.000,0.000,0.000,-19.832,-20.539,-22.588
2024-01-01 04:47:00,0.000,0.000,0.000,-20.861,-19.608,-15.733
2024-01-01 04:48:00,0.000,0.000,0.000,-20.093,-19.034,-21.422
2024-01-01 04:49:00,0.000,0.000,0.000,-17.883,-17.552,-16.678
2024-01-01 04:50:00,0.000,0.000,0.000,-19.249,-18.303,-18.728
2024-01-01 04:51:00,0.000,0.000,0.000,-18.464,-25.135,-22.077
2024-01-01 04:52:00,0.000,0.000,0.000,-20.218,-21.523,-17.036
2024-01-01 04:53:00,0.000,0.000,0.000,-17.928,-23.696,-19.273
2024-01-01 04:54:00,0.000,0.000,0.000,-18.202,-16.273,-22.224
2024-01-01 04:55:00,0.000,0.000,0.000,-22.215,-15.039,-20.432
2024-01-01 04:56:00,0.000,0.000,0.000,-17.239,-21.194,-17.761
2024-01-01 04:57:00,0.000,0.000,0.000,-20.731,-23.273,-15.821
2024-01-01 04:58:00,0.000,0.000,0.000,-21.208,-18.745,-16.694
2024-01-01 04:59:00,0.000,0.000,0.000,-18.820,-19.946,-21.859
2024-01-01 05:00:00,0.000,0.000,0.000,-19.654,-16.343,-22.814
2024-01-01 05:01:00,0.000,0.000,0.000,-20.498,-17.877,-16.683
2024-01-01 05:02:00,0.000,0.000,0.000,-18.884,-20.838,-17.076
2024-01-01 05:03:00,0.000,0.000,0.000,-19.485,-19.253,-15.777
2024-01-01 05:04:00,0.000,0.000,0.000,-18.226,-18.930,-25.241
2024-01-01 05:05:00,0.000,0.000,0.000,-16.158,-17.019,-20.051
2024-01-01 05:06:00,0.000,0.000,0.000,-21.367,-18.279,-18.924
2024-01-01 05:07:00,0.000,0.000,0.000,-23.687,-23.065,-20.333
2024-01-01 05:08:00,0.000,0.000,0.000,-18.558,-24.421,-18.228
2024-01-01 05:09:00,0.000,0.000,0.000,-20.441,-18.603,-14.235
2024-01-01 05:10:00,0.000,0.000,0.000,-23.635,-21.466,-19.959
2024-01-01 05:11:00,0.000,0.000,0.000,-18.309,-20.457,-17.919
2024-01-01 05:12:00,0.000,0.000,0.000,-18.539,-12.661,-20.985
2024-01-01 05:13:00,0.000,0.000,0.000,-19.289,-14.175,-18.393
2024-01-01 05:14:00,0.000,0.000,0.000,-17.792,-20.723,-21.433
2024-01-01 05:15:00,0.000,0.000,0.000,-19.725,-22.521,-21.580
2024-01-01 05:16:00,0.000,0.000,0.000,-21.938,-19.889,-21.613
2024-01-01 05:17:00,0.000,0.000,0.000,-20.369,-19.654,-18.822
2024-01-01 05:18:00,0.000,0.000,0.000,-17.112,-22.291,-24.246
2024-01-01 05:19:00,0.000,0.000,0.000,-18.307,-22.019,-18.614
2024-01-01 05:20:00,0.000,0.000,0.000,-18.593,-14.678,-15.636
2024-01-01 05:21:00,0.000,0.000,0.000,-21.692,-22.009,-19.738
2024-01-01 05:22:00,0.000,0.000,0.000,-21.539,-19.794,-21.696
2024-01-01 05:23:00,0.000,0.000,0.000,-19.481,-17.800,-19.200
2024-01-01 05:24:00,0.000,0.000,0.000,-19.495,-20.381,-20.710
2024-01-01 05:25:00,0.000,0.000,0.000,-17.191,-19.514,-20.481
2024-01-01 05:26:00,0.000,0.000,0.000,-17.929,-20.793,-18.031
2024-01-01 05:27:00,0.000,0.000,0.000,-20.040,-20.376,-19.746
2024-01-01 05:28:00,0.000,0.000,0.000,-16.384,-16.821,-19.543
2024-01-01 05:29:00,0.000,0.000,0.000,-18.946,-16.129,-14.066
2024-01-01 05:30:00,0.000,0.000,0.000,-21.049,-20.181,-19.495
2024-01-01 05:31:00,0.000,0.000,0.000,-19.459,-21.437,-22.746
2024-01-01 05:32:00,0.000,0.000,0.000,-20.152,-22.825,-20.104
2024-01-01 05:33:00,0.000,0.000,0.000,-17.123,-15.405,-18.269
2024-01-01 05:34:00,0.000,0.000,0.000,-15.952,-17.198,-17.882
2024-01-01 05:35:00,0.000,0.000,0.000,-21.560,-24.327,-19.255
2024-01-01 05:36:00,0.000,0.000,0.000,-17.817,-13.445,-17.103
2024-01-01 05:37:00,0.000,0.000,0.000,-22.327,-19.419,-20.857
2024-01-01 05:38:00,0.000,0.000,0.000,-19.838,-17.632,-20.280
2024-01-01 05:39:00,0.000,0.000,0.000,-19.476,-23.308,-15.048
2024-01-01 05:40:00,0.000,0.000,0.000,-22.990,-21.796,-23.534
2024-01-01 05:41:00,0.000,0.000,0.000,-20.721,-19.406,-21.077
2024-01-01 05:42:00,0.000,0.000,0.000,-18.718,-20.034,-17.280
2024-01-01 05:43:00,0.000,0.000,0.000,-17.807,-14.132,-22.289
2024-01-01 05:44:00,0.000,0.000,0.000,-21.785,-16.314,-21.987
2024-01-01 05:45:00,0.000,0.000,0.000,-18.456,-22.268,-17.275
2024-01-01 05:46:00,0.000,0.000,0.000,-18.707,-19.530,-22.363
