timestamp,BESSMariaElena,Datacenter0,Datacenter1,Datacenter2,PECalama,PEValleDeLosVientos,PFVAzabache,PFVJama,PFVSanPedro,PFVUsya,SECahuachi,SECalama,SEChuquicamata,SEDerivacion,SEIca,SEJama,SELasana,SEMariaElena,SENuevaChuquicamata,SESalar,SEValleDeLosVientos
2024-01-01 00:17:00,4.344,-2.872,-7.179,-4.307,10.547,7.985,0.0,0.0,0.0,0.0,0.0,9.822,19.644,0.0,0.0,-0.06,-0.566,0.0,9.822,9.822,7.541
2024-01-01 00:18:00,4.305,-2.872,-7.181,-4.309,10.575,8.067,0.0,0.0,0.0,0.0,0.0,7.955,15.911,0.0,0.0,-0.901,-1.81,0.0,7.955,7.955,8.061
2024-01-01 00:19:00,4.266,-2.933,-7.332,-4.399,11.605,7.85,0.0,0.0,0.0,0.0,0.0,9.053,18.106,0.0,0.0,-0.663,-1.297,0.0,9.053,9.053,7.246
2024-01-01 00:20:00,4.226,-2.883,-7.207,-4.324,11.078,8.237,0.0,0.0,0.0,0.0,0.0,9.647,19.295,0.0,0.0,-0.228,-0.396,0.0,9.647,9.647,7.676
2024-01-01 00:21:00,4.187,-2.893,-7.233,-4.34,11.07,7.889,0.0,0.0,0.0,0.0,0.0,8.854,17.708,0.0,0.0,-0.063,-0.322,0.0,8.854,8.854,7.563
2024-01-01 00:22:00,4.147,-2.895,-7.238,-4.343,11.581,7.913,0.0,0.0,0.0,0.0,0.0,9.065,18.13,0.0,0.0,-0.652,-1.256,0.0,9.065,9.065,7.353
2024-01-01 00:23:00,4.107,-2.9,-7.251,-4.351,11.205,8.408,0.0,0.0,0.0,0.0,0.0,8.44,16.879,0.0,0.0,-0.799,-1.713,0.0,8.44,8.44,7.908
2024-01-01 00:24:00,4.067,-2.911,-7.276,-4.366,10.882,8.035,0.0,0.0,0.0,0.0,0.0,8.147,16.295,0.0,0.0,-0.474,-1.468,0.0,8.147,8.147,7.461
2024-01-01 00:25:00,4.027,-2.969,-7.421,-4.453,10.649,8.037,0.0,0.0,0.0,0.0,0.0,8.003,16.005,0.0,0.0,-0.916,-1.505,0.0,8.003,8.003,7.993
2024-01-01 00:26:00,3.987,-2.93,-7.325,-4.395,10.997,8.355,0.0,0.0,0.0,0.0,0.0,8.962,17.924,0.0,0.0,-0.516,-0.65,0.0,8.962,8.962,7.498
2024-01-01 00:27:00,3.947,-2.926,-7.314,-4.388,11.445,8.023,0.0,0.0,0.0,0.0,0.0,10.112,20.224,0.0,0.0,-0.287,-1.278,0.0,10.112,10.112,7.699
2024-01-01 00:28:00,3.907,-2.946,-7.364,-4.419,11.468,8.557,0.0,0.0,0.0,0.0,0.0,9.966,19.931,0.0,0.0,-0.784,-0.995,0.0,9.966,9.966,7.699
2024-01-01 00:29:00,3.867,-2.991,-7.478,-4.487,10.624,8.053,0.0,0.0,0.0,0.0,0.0,9.107,18.213,0.0,0.0,-0.598,-0.642,0.0,9.107,9.107,7.317
2024-01-01 00:30:00,3.827,-2.972,-7.429,-4.458,11.209,8.324,0.0,0.0,0.0,0.0,0.0,9.814,19.627,0.0,0.0,-0.651,-0.735,0.0,9.814,9.814,8.201
2024-01-01 00:31:00,3.786,-2.995,-7.486,-4.492,11.576,8.221,0.0,0.0,0.0,0.0,0.0,9.794,19.588,0.0,0.0,-0.01,-0.55,0.0,9.794,9.794,7.984
2024-01-01 00:32:00,3.746,-2.946,-7.365,-4.419,11.521,7.809,0.0,0.0,0.0,0.0,0.0,9.254,18.507,0.0,0.0,-0.456,-0.59,0.0,9.254,9.254,7.595
2024-01-01 00:33:00,3.706,-3.008,-7.52,-4.512,11.398,8.499,0.0,0.0,0.0,0.0,0.0,8.928,17.855,0.0,0.0,-0.616,-1.344,0.0,8.928,8.928,8.251
2024-01-01 00:34:00,3.665,-2.972,-7.429,-4.458,10.741,8.24,0.001,0.0,0.0,0.0,0.0,7.853,15.707,0.0,0.0,-0.492,-0.955,0.0,7.853,7.853,8.236
2024-01-01 00:35:00,3.624,-2.98,-7.45,-4.47,10.582,7.811,0.001,0.0,0.0,0.0,0.0,7.229,14.458,0.0,0.0,-0.973,-1.579,0.0,7.229,7.229,7.662
2024-01-01 00:36:00,3.584,-2.95,-7.375,-4.425,10.642,8.411,0.001,0.0,0.0,0.0,0.0,8.281,16.562,0.0,0.0,-0.453,-0.969,0.0,8.281,8.281,8.098
2024-01-01 00:37:00,3.543,-2.962,-7.404,-4.442,11.439,8.315,0.001,0.0,0.0,0.0,0.0,8.745,17.49,0.0,0.0,-0.548,-1.371,0.0,8.745,8.745,7.504
2024-01-01 00:38:00,3.502,-2.978,-7.444,-4.466,11.487,7.92,0.001,0.0,0.0,0.0,0.0,8.389,16.778,0.0,0.0,-0.782,-1.186,0.0,8.389,8.389,7.858
2024-01-01 00:39:00,3.461,-3.02,-7.551,-4.531,10.623,8.458,0.001,0.0,0.0,0.0,0.0,9.43,18.86,0.0,0.0,-0.35,-1.135,0.0,9.43,9.43,8.129
2024-01-01 00:40:00,3.42,-2.991,-7.478,-4.487,10.925,8.174,0.001,0.0,0.0,0.0,0.0,8.912,17.825,0.0,0.0,-0.119,-0.29,0.0,8.912,8.912,7.528
2024-01-01 00:41:00,3.379,-3.025,-7.563,-4.538,11.357,8.195,0.001,0.0,0.0,0.0,0.0,8.471,16.943,0.0,0.0,-0.66,-0.973,0.0,8.471,8.471,7.745
2024-01-01 00:42:00,3.338,-3.037,-7.591,-4.555,10.869,8.475,0.001,0.0,0.0,0.0,0.0,9.132,18.263,0.0,0.0,-0.694,-1.218,0.0,9.132,9.132,7.964
2024-01-01 00:43:00,3.297,-3.041,-7.603,-4.562,10.639,7.822,0.001,0.0,0.0,0.0,0.0,8.61,17.22,0.0,0.0,-0.853,-1.098,0.0,8.61,8.61,7.663
2024-01-01 00:44:00,3.256,-3.037,-7.591,-4.555,10.539,7.927,0.001,0.0,0.0,0.0,0.0,7.523,15.045,0.0,0.0,-0.6,-1.301,0.0,7.523,7.523,7.611
2024-01-01 00:45:00,3.214,-3.05,-7.625,-4.575,11.104,7.79,0.001,0.0,0.0,0.0,0.0,7.747,15.494,0.0,0.0,-0.94,-1.375,0.0,7.747,7.747,7.374
2024-01-01 00:46:00,3.173,-3.06,-7.65,-4.59,11.179,8.115,0.001,0.0,0.0,0.0,0.0,9.636,19.272,0.0,0.0,-0.168,-0.482,0.0,9.636,9.636,7.991
2024-01-01 00:47:00,3.132,-3.035,-7.586,-4.552,11.573,8.239,0.001,0.0,0.0,0.0,0.0,8.721,17.442,0.0,0.0,-0.741,-1.315,0.0,8.721,8.721,7.576
2024-01-01 00:48:00,3.09,-3.071,-7.679,-4.607,11.383,8.548,0.001,0.0,0.0,0.0,0.0,8.43,16.86,0.0,0.0,-0.912,-1.057,0.0,8.43,8.43,7.744
2024-01-01 00:49:00,3.049,-3.056,-7.641,-4.585,10.573,8.586,0.001,0.0,0.0,0.0,0.0,8.604,17.208,0.0,0.0,-0.522,-1.035,0.0,8.604,8.604,7.834
2024-01-01 00:50:00,3.007,-3.099,-7.748,-4.649,11.336,8.259,0.001,0.0,0.0,0.0,0.0,8.075,16.149,0.0,0.0,-0.504,-1.371,0.0,8.075,8.075,8.19
2024-01-01 00:51:00,2.965,-3.082,-7.704,-4.622,10.885,8.293,0.001,0.0,0.0,0.0,0.0,9.599,19.197,0.0,0.0,-0.459,-1.09,0.0,9.599,9.599,7.784
2024-01-01 00:52:00,2.924,-3.062,-7.656,-4.593,11.459,8.231,0.001,0.0,0.0,0.0,0.0,8.638,17.276,0.0,0.0,-0.521,-1.265,0.0,8.638,8.638,8.0
2024-01-01 00:53:00,2.882,-3.068,-7.671,-4.603,11.484,7.807,0.001,0.0,0.0,0.0,0.0,9.391,18.782,0.0,0.0,-0.746,-1.456,0.0,9.391,9.391,7.572
2024-01-01 00:54:00,2.84,-3.045,-7.613,-4.568,10.941,8.417,0.001,0.0,0.0,0.0,0.0,10.454,20.908,0.0,0.0,-0.006,-0.48,0.0,10.454,10.454,7.963
2024-01-01 00:55:00,2.798,-3.088,-7.721,-4.633,11.317,7.889,0.001,0.0,0.0,0.0,0.0,8.256,16.513,0.0,0.0,-0.757,-1.117,0.0,8.256,8.256,7.631
2024-01-01 00:56:00,2.756,-3.071,-7.678,-4.607,11.69,8.524,0.001,0.0,0.0,0.0,0.0,10.801,21.603,0.0,0.0,-0.655,-0.804,0.0,10.801,10.801,7.749
2024-01-01 00:57:00,2.714,-3.134,-7.834,-4.701,10.937,7.881,0.001,0.0,0.0,0.0,0.0,9.24,18.48,0.0,0.0,-0.518,-0.664,0.0,9.24,9.24,7.545
2024-01-01 00:58:00,2.672,-3.065,-7.664,-4.598,11.623,8.57,0.001,0.0,0.0,0.0,0.0,9.834,19.668,0.0,0.0,-0.195,-0.567,0.0,9.834,9.834,7.711
2024-01-01 00:59:00,2.63,-3.144,-7.861,-4.717,10.574,7.837,0.001,0.0,0.0,0.0,0.0,8.324,16.648,0.0,0.0,-0.409,-1.084,0.0,8.324,8.324,7.619
2024-01-01 01:00:00,2.588,-3.1,-7.749,-4.65,10.975,8.482,0.001,0.0,0.0,0.0,0.0,9.321,18.643,0.0,0.0,-0.715,-0.9,0.0,9.321,9.321,7.925
2024-01-01 01:01:00,2.546,-3.134,-7.836,-4.701,10.637,8.155,0.001,0.0,0.0,0.0,0.0,8.625,17.25,0.0,0.0,-0.875,-1.389,0.0,8.625,8.625,7.788
2024-01-01 01:02:00,2.504,-3.142,-7.856,-4.714,11.227,8.596,0.001,0.0,0.0,0.0,0.0,9.149,18.297,0.0,0.0,-0.068,-0.782,0.0,9.149,9.149,8.265
2024-01-01 01:03:00,2.462,-3.104,-7.759,-4.655,10.804,8.151,0.001,0.0,0.0,0.0,0.0,7.428,14.856,0.0,0.0,-0.524,-1.421,0.0,7.428,7.428,7.65
2024-01-01 01:04:00,2.419,-3.144,-7.861,-4.716,11.043,8.474,0.001,0.0,0.0,0.0,0.0,9.047,18.094,0.0,0.0,-0.305,-0.498,0.0,9.047,9.047,8.066
2024-01-01 01:05:00,2.377,-3.146,-7.865,-4.719,11.028,8.233,0.001,0.0,0.0,0.0,0.0,10.488,20.977,0.0,0.0,-0.171,-0.206,0.0,10.488,10.488,7.914
2024-01-01 01:06:00,2.334,-3.179,-7.948,-4.769,11.563,7.937,0.001,0.0,0.0,0.0,0.0,10.446,20.892,0.0,0.0,-0.279,-0.533,0.0,10.446,10.446,7.908
2024-01-01 01:07:00,2.292,-3.129,-7.824,-4.694,11.317,8.052,0.001,0.0,0.0,0.0,0.0,9.208,18.416,0.0,0.0,-0.855,-1.781,0.0,9.208,9.208,7.795
2024-01-01 01:08:00,2.25,-3.171,-7.929,-4.757,10.938,7.809,0.001,0.0,0.0,0.0,0.0,9.406,18.813,0.0,0.0,-0.254,-0.82,0.0,9.406,9.406,7.602
2024-01-01 01:09:00,2.207,-3.183,-7.958,-4.775,11.291,7.753,0.001,0.0,0.0,0.0,0.0,9.051,18.103,0.0,0.0,-0.503,-1.348,0.0,9.051,9.051,7.146
2024-01-01 01:10:00,2.164,-3.141,-7.852,-4.711,11.044,8.111,0.001,0.0,0.0,0.0,0.0,9.791,19.582,0.0,0.0,-0.298,-0.574,0.0,9.791,9.791,7.964
2024-01-01 01:11:00,2.122,-3.178,-7.944,-4.767,10.747,7.953,0.001,0.0,0.0,0.0,0.0,8.907,17.813,0.0,0.0,-0.402,-0.447,0.0,8.907,8.907,7.504
2024-01-01 01:12:00,2.079,-3.177,-7.941,-4.765,10.577,8.255,0.001,0.0,0.0,0.0,0.0,9.559,19.118,0.0,0.0,-0.461,-0.958,0.0,9.559,9.559,8.11
2024-01-01 01:13:00,2.036,-3.178,-7.944,-4.766,10.601,7.76,0.001,0.0,0.0,0.0,0.0,8.516,17.032,0.0,0.0,-0.254,-0.76,0.0,8.516,8.516,7.597
2024-01-01 01:14:00,1.994,-3.192,-7.98,-4.788,11.498,7.949,0.001,0.0,0.0,0.0,0.0,10.02,20.04,0.0,0.0,-0.579,-0.912,0.0,10.02,10.02,7.511
2024-01-01 01:15:00,1.951,-3.224,-8.06,-4.836,11.369,8.5,0.001,0.0,0.0,0.0,0.0,8.474,16.947,0.0,0.0,-0.429,-0.995,0.0,8.474,8.474,8.027
2024-01-01 01:16:00,1.908,-3.216,-8.04,-4.824,10.539,7.785,0.001,0.0,0.0,0.0,0.0,9.428,18.855,0.0,0.0,-0.335,-0.787,0.0,9.428,9.428,7.318
2024-01-01 01:17:00,1.865,-3.215,-8.038,-4.823,11.098,7.816,0.001,0.0,0.0,0.0,0.0,9.691,19.382,0.0,0.0,-0.44,-1.303,0.0,9.691,9.691,7.442
2024-01-01 01:18:00,1.822,-3.226,-8.066,-4.84,11.286,7.743,0.001,0.0,0.0,0.0,0.0,9.88,19.76,0.0,0.0,-0.631,-0.665,0.0,9.88,9.88,7.696
2024-01-01 01:19:00,1.779,-3.176,-7.939,-4.763,11.678,7.762,0.001,0.0,0.0,0.0,0.0,9.374,18.749,0.0,0.0,-0.641,-1.013,0.0,9.374,9.374,7.359
2024-01-01 01:20:00,1.736,-3.198,-7.995,-4.797,10.655,8.584,0.002,0.0,0.0,0.0,0.0,9.701,19.401,0.0,0.0,-0.232,-0.914,0.0,9.701,9.701,7.8
2024-01-01 01:21:00,1.693,-3.179,-7.948,-4.769,11.559,8.257,0.002,0.0,0.0,0.0,0.0,11.062,22.125,0.0,0.0,-0.277,-0.319,0.0,11.062,11.062,8.06
2024-01-01 01:22:00,1.65,-3.249,-8.123,-4.874,11.135,8.217,0.002,0.0,0.0,0.0,0.0,8.714,17.427,0.0,0.0,-0.359,-1.149,0.0,8.714,8.714,7.454
2024-01-01 01:23:00,1.607,-3.207,-8.018,-4.811,11.091,7.961,0.002,0.0,0.0,0.0,0.0,8.755,17.511,0.0,0.0,-0.46,-1.02,0.0,8.755,8.755,7.669
2024-01-01 01:24:00,1.564,-3.233,-8.083,-4.85,10.751,8.504,0.002,0.0,0.0,0.0,0.0,8.947,17.894,0.0,0.0,-0.576,-0.599,0.0,8.947,8.947,7.815
2024-01-01 01:25:00,1.521,-3.206,-8.015,-4.809,11.419,7.908,0.002,0.0,0.0,0.0,0.0,10.137,20.273,0.0,0.0,0.0,-0.305,0.0,10.137,10.137,7.729
2024-01-01 01:26:00,1.478,-3.261,-8.153,-4.892,10.933,7.901,0.002,0.0,0.0,0.0,0.0,8.328,16.655,0.0,0.0,-0.325,-0.875,0.0,8.328,8.328,7.251
2024-01-01 01:27:00,1.435,-3.255,-8.138,-4.883,11.367,8.16,0.002,0.0,0.0,0.0,0.0,7.914,15.828,0.0,0.0,-0.958,-1.53,0.0,7.914,7.914,7.704
2024-01-01 01:28:00,1.392,-3.238,-8.094,-4.856,11.262,7.992,0.002,0.0,0.0,0.0,0.0,9.484,18.968,0.0,0.0,-0.463,-1.317,0.0,9.484,9.484,7.951
2024-01-01 01:29:00,1.349,-3.217,-8.042,-4.825,11.256,8.33,0.002,0.0,0.0,0.0,0.0,9.51,19.021,0.0,0.0,-0.694,-1.021,0.0,9.51,9.51,7.691
2024-01-01 01:30:00,1.305,-3.274,-8.186,-4.911,10.964,8.538,0.002,0.0,0.0,0.0,0.0,9.019,18.038,0.0,0.0,-0.124,-1.072,0.0,9.019,9.019,7.708
2024-01-01 01:31:00,1.262,-3.277,-8.192,-4.915,11.512,7.884,0.002,0.0,0.0,0.0,0.0,9.779,19.559,0.0,0.0,-0.794,-1.125,0.0,9.779,9.779,7.607
2024-01-01 01:32:00,1.219,-3.253,-8.134,-4.88,11.032,8.487,0.002,0.0,0.0,0.0,0.0,10.633,21.267,0.0,0.0,-0.235,-0.393,0.0,10.633,10.633,7.806
2024-01-01 01:33:00,1.175,-3.292,-8.229,-4.937,10.889,8.434,0.002,0.0,0.0,0.0,0.0,8.719,17.438,0.0,0.0,-0.571,-0.617,0.0,8.719,8.719,8.042
2024-01-01 01:34:00,1.132,-3.255,-8.137,-4.882,10.9,8.02,0.002,0.0,0.0,0.0,0.0,8.637,17.275,0.0,0.0,-0.604,-1.565,0.0,8.637,8.637,7.672
2024-01-01 01:35:00,1.089,-3.289,-8.222,-4.933,10.695,7.783,0.002,0.0,0.0,0.0,0.0,8.163,16.325,0.0,0.0,-0.092,-0.894,0.0,8.163,8.163,7.241
2024-01-01 01:36:00,1.045,-3.283,-8.208,-4.925,10.752,7.894,0.002,0.0,0.0,0.0,0.0,8.457,16.915,0.0,0.0,-0.946,-1.445,0.0,8.457,8.457,7.192
2024-01-01 01:37:00,1.002,-3.326,-8.314,-4.989,10.801,8.566,0.002,0.0,0.0,0.0,0.0,9.118,18.235,0.0,0.0,-0.435,-1.003,0.0,9.118,9.118,7.783
2024-01-01 01:38:00,0.958,-3.322,-8.306,-4.984,11.547,8.313,0.002,0.0,0.0,0.0,0.0,8.52,17.04,0.0,0.0,-0.629,-1.135,0.0,8.52,8.52,7.771
2024-01-01 01:39:00,0.915,-3.281,-8.202,-4.921,11.115,8.535,0.002,0.0,0.0,0.0,0.0,9.16,18.32,0.0,0.0,-0.411,-0.599,0.0,9.16,9.16,7.783
2024-01-01 01:40:00,0.872,-3.268,-8.169,-4.902,10.988,7.96,0.002,0.0,0.0,0.0,0.0,8.43,16.859,0.0,0.0,-0.743,-1.568,0.0,8.43,8.43,7.942
2024-01-01 01:41:00,0.828,-3.343,-8.358,-5.015,10.976,8.275,0.002,0.0,0.0,0.0,0.0,8.797,17.595,0.0,0.0,-0.246,-1.054,0.0,8.797,8.797,8.149
2024-01-01 01:42:00,0.785,-3.322,-8.306,-4.983,10.643,7.807,0.003,0.0,0.0,0.0,0.0,10.01,20.02,0.0,0.0,-0.275,-0.44,0.0,10.01,10.01,7.688
2024-01-01 01:43:00,0.741,-3.354,-8.384,-5.03,11.046,7.987,0.003,0.0,0.0,0.0,0.0,8.153,16.305,0.0,0.0,-0.959,-1.354,0.0,8.153,8.153,7.607
2024-01-01 01:44:00,0.698,-3.347,-8.368,-5.021,11.052,7.806,0.003,0.0,0.0,0.0,0.0,7.876,15.751,0.0,0.0,-0.953,-1.47,0.0,7.876,7.876,7.693
2024-01-01 01:45:00,0.654,-3.347,-8.368,-5.021,11.207,7.741,0.003,0.0,0.0,0.0,0.0,8.532,17.063,0.0,0.0,-0.971,-0.984,0.0,8.532,8.532,7.622
2024-01-01 01:46:00,0.61,-3.297,-8.242,-4.945,10.679,8.424,0.003,0.0,0.0,0.0,0.0,9.791,19.582,0.0,0.0,-0.298,-0.789,0.0,9.791,9.791,7.911
2024-01-01 01:47:00,0.567,-3.365,-8.412,-5.047,10.82,8.041,0.003,0.0,0.0,0.0,0.0,8.094,16.188,0.0,0.0,-0.498,-1.376,0.0,8.094,8.094,7.923
2024-01-01 01:48:00,0.523,-3.378,-8.444,-5.066,10.882,8.579,0.003,0.0,0.0,0.0,0.0,7.521,15.043,0.0,0.0,-0.532,-1.461,0.0,7.521,7.521,8.344
2024-01-01 01:49:00,0.48,-3.329,-8.323,-4.994,10.688,7.906,0.003,0.0,0.0,0.0,0.0,8.795,17.591,0.0,0.0,-0.502,-0.624,0.0,8.795,8.795,7.904
2024-01-01 01:50:00,0.436,-3.376,-8.441,-5.064,11.587,7.905,0.003,0.0,0.0,0.0,0.0,8.947,17.894,0.0,0.0,-0.74,-1.631,0.0,8.947,8.947,7.595
2024-01-01 01:51:00,0.393,-3.323,-8.309,-4.985,11.105,8.436,0.003,0.0,0.0,0.0,0.0,8.82,17.641,0.0,0.0,-0.598,-1.155,0.0,8.82,8.82,7.582
2024-01-01 01:52:00,0.349,-3.402,-8.505,-5.103,10.983,7.878,0.003,0.0,0.0,0.0,0.0,8.076,16.152,0.0,0.0,-0.94,-1.297,0.0,8.076,8.076,7.589
2024-01-01 01:53:00,0.305,-3.335,-8.338,-5.003,10.547,8.31,0.003,0.0,0.0,0.0,0.0,8.994,17.989,0.0,0.0,-0.54,-1.217,0.0,8.994,8.994,8.13
2024-01-01 01:54:00,0.262,-3.351,-8.378,-5.027,10.773,7.762,0.003,0.0,0.0,0.0,0.0,9.519,19.038,0.0,0.0,-0.214,-0.4,0.0,9.519,9.519,7.43
2024-01-01 01:55:00,0.218,-3.379,-8.447,-5.068,10.616,7.931,0.003,0.0,0.0,0.0,0.0,8.068,16.135,0.0,0.0,-0.785,-1.277,0.0,8.068,8.068,7.737
2024-01-01 01:56:00,0.175,-3.401,-8.503,-5.102,11.237,8.597,0.003,0.0,0.0,0.0,0.0,7.823,15.645,0.0,0.0,-0.964,-1.798,0.0,7.823,7.823,7.998
2024-01-01 01:57:00,0.131,-3.377,-8.442,-5.065,10.592,7.829,0.004,0.0,0.0,0.0,0.0,8.385,16.77,0.0,0.0,-0.335,-1.231,0.0,8.385,8.385,7.423
2024-01-01 01:58:00,0.087,-3.385,-8.463,-5.078,11.45,8.185,0.004,0.0,0.0,0.0,0.0,10.62,21.24,0.0,0.0,-0.247,-0.673,0.0,10.62,10.62,7.565
2024-01-01 01:59:00,0.044,-3.413,-8.533,-5.12,11.455,8.558,0.004,0.0,0.0,0.0,0.0,10.213,20.427,0.0,0.0,-0.731,-0.939,0.0,10.213,10.213,7.851
2024-01-01 02:00:00,0.0,-3.38,-8.451,-5.07,10.913,7.96,0.004,0.0,0.0,0.0,0.0,8.516,17.032,0.0,0.0,-0.638,-1.605,0.0,8.516,8.516,7.22
2024-01-01 02:01:00,-0.044,-3.407,-8.517,-5.11,11.277,8.453,0.004,0.0,0.0,0.0,0.0,10.007,20.015,0.0,0.0,-0.45,-0.612,0.0,10.007,10.007,7.653
2024-01-01 02:02:00,-0.087,-3.428,-8.571,-5.143,11.671,8.169,0.004,0.0,0.0,0.0,0.0,10.051,20.101,0.0,0.0,-0.345,-1.312,0.0,10.051,10.051,7.914
2024-01-01 02:03:00,-0.131,-3.409,-8.522,-5.113,11.028,8.507,0.004,0.0,0.0,0.0,0.0,8.678,17.357,0.0,0.0,-0.549,-1.136,0.0,8.678,8.678,7.788
2024-01-01 02:04:00,-0.175,-3.394,-8.485,-5.091,11.005,8.455,0.004,0.0,0.0,0.0,0.0,9.429,18.858,0.0,0.0,-0.236,-0.946,0.0,9.429,9.429,7.699
2024-01-01 02:05:00,-0.218,-3.405,-8.513,-5.108,11.163,8.577,0.004,0.0,0.0,0.0,0.0,9.867,19.735,0.0,0.0,-0.313,-0.854,0.0,9.867,9.867,7.996
2024-01-01 02:06:00,-0.262,-3.434,-8.585,-5.151,11.206,8.42,0.004,0.0,0.0,0.0,0.0,9.267,18.535,0.0,0.0,-0.461,-1.004,0.0,9.267,9.267,8.112
2024-01-01 02:07:00,-0.305,-3.393,-8.482,-5.089,11.014,8.059,0.004,0.0,0.0,0.0,0.0,7.99,15.98,0.0,0.0,-0.974,-1.178,0.0,7.99,7.99,7.74
2024-01-01 02:08:00,-0.349,-3.417,-8.543,-5.126,11.31,8.555,0.005,0.0,0.0,0.0,0.0,8.498,16.995,0.0,0.0,-0.178,-0.928,0.0,8.498,8.498,8.304
2024-01-01 02:09:00,-0.393,-3.428,-8.57,-5.142,11.03,8.505,0.005,0.0,0.0,0.0,0.0,10.332,20.664,0.0,0.0,-0.054,-0.625,0.0,10.332,10.332,8.434
2024-01-01 02:10:00,-0.436,-3.435,-8.589,-5.153,10.906,8.031,0.005,0.0,0.0,0.0,0.0,8.488,16.977,0.0,0.0,-0.435,-0.509,0.0,8.488,8.488,7.572
2024-01-01 02:11:00,-0.48,-3.421,-8.554,-5.132,11.51,8.444,0.005,0.0,0.0,0.0,0.0,9.79,19.579,0.0,0.0,-0.655,-0.901,0.0,9.79,9.79,8.224
2024-01-01 02:12:00,-0.523,-3.481,-8.703,-5.222,11.355,8.08,0.005,0.0,0.0,0.0,0.0,10.585,21.17,0.0,0.0,-0.003,-0.045,0.0,10.585,10.585,7.646
