timestamp,PECalama,PEValleDeLosVientos,PFVAzabache,PFVJama,PFVSanPedro,PFVUsya
2024-01-01 02:58:00,12.678,9.410,0.014,0.000,0.000,0.001
2024-01-01 02:59:00,15.000,9.164,0.015,0.000,0.000,0.001
2024-01-01 03:00:00,13.425,8.279,0.015,0.000,0.000,0.001
2024-01-01 03:01:00,11.136,9.998,0.015,0.000,0.000,0.001
2024-01-01 03:02:00,13.148,8.135,0.015,0.000,0.000,0.001
2024-01-01 03:03:00,13.279,8.625,0.016,0.000,0.000,0.001
2024-01-01 03:04:00,12.104,8.494,0.016,0.000,0.000,0.001
2024-01-01 03:05:00,12.055,9.669,0.016,0.000,0.000,0.001
2024-01-01 03:06:00,13.223,9.884,0.017,0.000,0.000,0.001
2024-01-01 03:07:00,12.222,11.221,0.017,0.000,0.000,0.001
2024-01-01 03:08:00,12.018,10.429,0.017,0.000,0.000,0.001
2024-01-01 03:09:00,14.321,10.946,0.018,0.000,0.000,0.001
2024-01-01 03:10:00,13.974,8.344,0.018,0.000,0.000,0.001
2024-01-01 03:11:00,13.509,9.800,0.018,0.000,0.000,0.001
2024-01-01 03:12:00,12.505,9.589,0.019,0.000,0.000,0.001
2024-01-01 03:13:00,12.912,8.530,0.019,0.000,0.000,0.001
2024-01-01 03:14:00,14.076,9.766,0.020,0.000,0.000,0.001
2024-01-01 03:15:00,12.679,9.799,0.020,0.000,0.000,0.001
2024-01-01 03:16:00,13.590,11.239,0.020,0.000,0.000,0.001
2024-01-01 03:17:00,10.923,9.280,0.021,0.000,0.000,0.001
2024-01-01 03:18:00,12.307,8.732,0.021,0.000,0.000,0.001
2024-01-01 03:19:00,10.823,10.074,0.022,0.000,0.000,0.001
2024-01-01 03:20:00,12.583,10.091,0.022,0.000,0.000,0.001
2024-01-01 03:21:00,11.164,10.314,0.023,0.000,0.000,0.001
2024-01-01 03:22:00,13.702,8.669,0.023,0.000,0.000,0.001
2024-01-01 03:23:00,12.015,8.250,0.023,0.000,0.000,0.001
2024-01-01 03:24:00,12.086,8.402,0.024,0.000,0.000,0.001
2024-01-01 03:25:00,12.378,9.934,0.024,0.000,0.000,0.001
2024-01-01 03:26:00,12.102,8.854,0.025,0.000,0.000,0.001
2024-01-01 03:27:00,12.897,9.775,0.025,0.000,0.000,0.001
2024-01-01 03:28:00,11.565,10.163,0.026,0.000,0.000,0.001
2024-01-01 03:29:00,13.803,9.353,0.026,0.000,0.000,0.001
2024-01-01 03:30:00,12.771,9.949,0.027,0.000,0.000,0.001
2024-01-01 03:31:00,12.586,9.929,0.027,0.000,0.000,0.001
2024-01-01 03:32:00,13.893,10.791,0.028,0.000,0.000,0.001
2024-01-01 03:33:00,14.068,9.220,0.029,0.000,0.000,0.002
2024-01-01 03:34:00,13.671,8.873,0.029,0.000,0.000,0.002
2024-01-01 03:35:00,10.055,8.378,0.030,0.000,0.000,0.002
2024-01-01 03:36:00,13.405,12.339,0.030,0.000,0.000,0.002
2024-01-01 03:37:00,14.225,10.070,0.031,0.000,0.000,0.002
2024-01-01 03:38:00,14.492,8.779,0.031,0.000,0.000,0.002
2024-01-01 03:39:00,14.068,10.447,0.032,0.000,0.000,0.002
2024-01-01 03:40:00,12.250,9.014,0.033,0.000,0.000,0.002
2024-01-01 03:41:00,13.948,9.040,0.033,0.000,0.000,0.002
2024-01-01 03:42:00,11.746,10.813,0.034,0.000,0.000,0.002
2024-01-01 03:43:00,13.448,9.994,0.035,0.000,0.000,0.002
2024-01-01 03:44:00,13.097,8.664,0.035,0.000,0.000,0.002
2024-01-01 03:45:00,13.596,11.386,0.036,0.000,0.000,0.002
2024-01-01 03:46:00,12.308,10.663,0.037,0.000,0.000,0.002
2024-01-01 03:47:00,13.735,7.971,0.037,0.000,0.000,0.002
2024-01-01 03:48:00,14.769,9.042,0.038,0.000,0.000,0.002
2024-01-01 03:49:00,12.756,9.658,0.039,0.000,0.000,0.002
2024-01-01 03:50:00,11.880,7.352,0.039,0.000,0.000,0.002
2024-01-01 03:51:00,12.942,10.710,0.040,0.000,0.000,0.002
2024-01-01 03:52:00,11.617,10.428,0.041,0.000,0.000,0.003
2024-01-01 03:53:00,11.063,10.528,0.042,0.000,0.000,0.003
2024-01-01 03:54:00,14.230,10.194,0.043,0.000,0.000,0.003
2024-01-01 03:55:00,13.795,10.025,0.043,0.000,0.000,0.003
2024-01-01 03:56:00,13.463,9.322,0.044,0.000,0.000,0.003
2024-01-01 03:57:00,11.158,7.524,0.045,0.000,0.000,0.003
2024-01-01 03:58:00,11.430,9.967,0.046,0.000,0.000,0.003
2024-01-01 03:59:00,11.238,9.845,0.047,0.000,0.000,0.003
2024-01-01 04:00:00,12.642,10.668,0.048,0.000,0.000,0.003
2024-01-01 04:01:00,12.190,11.053,0.048,0.000,0.000,0.003
2024-01-01 04:02:00,14.003,10.121,0.049,0.000,0.000,0.003
2024-01-01 04:03:00,12.393,10.787,0.050,0.000,0.000,0.003
2024-01-01 04:04:00,12.493,9.613,0.051,0.000,0.000,0.004
2024-01-01 04:05:00,11.478,9.495,0.052,0.000,0.000,0.004
2024-01-01 04:06:00,13.735,9.155,0.053,0.000,0.000,0.004
2024-01-01 04:07:00,14.814,11.936,0.054,0.000,0.000,0.004
2024-01-01 04:08:00,10.745,9.312,0.055,0.000,0.000,0.004
2024-01-01 04:09:00,14.476,10.066,0.056,0.000,0.000,0.004
2024-01-01 04:10:00,13.611,6.599,0.057,0.000,0.000,0.004
2024-01-01 04:11:00,12.636,11.022,0.058,0.000,0.000,0.004
2024-01-01 04:12:00,12.884,10.322,0.059,0.000,0.000,0.004
2024-01-01 04:13:00,16.446,8.490,0.060,0.000,0.000,0.004
2024-01-01 04:14:00,14.211,9.115,0.061,0.000,0.000,0.005
2024-01-01 04:15:00,13.936,9.969,0.063,0.000,0.000,0.005
2024-01-01 04:16:00,13.934,8.787,0.064,0.000,0.000,0.005
2024-01-01 04:17:00,11.619,7.560,0.065,0.000,0.000,0.005
2024-01-01 04:18:00,12.581,9.424,0.066,0.000,0.000,0.005
2024-01-01 04:19:00,13.612,9.229,0.067,0.000,0.000,0.005
2024-01-01 04:20:00,12.591,9.958,0.068,0.000,0.000,0.005
2024-01-01 04:21:00,9.758,10.362,0.070,0.000,0.000,0.005
2024-01-01 04:22:00,14.595,8.878,0.071,0.000,0.000,0.006
2024-01-01 04:23:00,14.176,10.347,0.072,0.000,0.000,0.006
2024-01-01 04:24:00,13.274,9.867,0.074,0.000,0.000,0.006
2024-01-01 04:25:00,9.122,9.971,0.075,0.000,0.000,0.006
2024-01-01 04:26:00,13.690,10.798,0.076,0.000,0.000,0.006
2024-01-01 04:27:00,14.190,10.214,0.078,0.000,0.000,0.006
2024-01-01 04:28:00,12.276,8.692,0.079,0.000,0.000,0.007
2024-01-01 04:29:00,12.619,9.938,0.080,0.000,0.000,0.007
2024-01-01 04:30:00,11.902,8.917,0.082,0.000,0.000,0.007
2024-01-01 04:31:00,14.011,9.831,0.083,0.000,0.000,0.007
2024-01-01 04:32:00,12.899,9.801,0.085,0.000,0.000,0.007
2024-01-01 04:33:00,13.482,7.813,0.086,0.000,0.000,0.007
2024-01-01 04:34:00,11.092,9.744,0.088,0.000,0.000,0.008
2024-01-01 04:35:00,11.257,9.690,0.089,0.000,0.000,0.008
2024-01-01 04:36:00,11.918,9.294,0.091,0.000,0.000,0.008
2024-01-01 04:37:00,13.681,10.206,0.092,0.000,0.000,0.008
2024-01-01 04:38:00,12.232,11.575,0.094,0.000,0.000,0.008
2024-01-01 04:39:00,10.915,8.631,0.096,0.000,0.000,0.009
2024-01-01 04:40:00,13.629,8.900,0.097,0.000,0.000,0.009
2024-01-01 04:41:00,13.375,9.362,0.099,0.000,0.000,0.009
2024-01-01 04:42:00,11.325,10.074,0.101,0.000,0.000,0.009
2024-01-01 04:43:00,13.885,9.108,0.102,0.000,0.000,0.010
2024-01-01 04:44:00,12.686,10.181,0.104,0.000,0.000,0.010
2024-01-01 04:45:00,13.143,9.011,0.106,0.000,0.000,0.010
2024-01-01 04:46:00,12.754,8.149,0.108,0.000,0.000,0.010
2024-01-01 04:47:00,12.478,10.725,0.110,0.000,0.000,0.011
2024-01-01 04:48:00,16.125,9.831,0.112,0.000,0.000,0.011
2024-01-01 04:49:00,11.743,9.375,0.114,0.000,0.000,0.011
2024-01-01 04:50:00,11.644,8.710,0.115,0.000,0.000,0.011
2024-01-01 04:51:00,12.941,9.268,0.117,0.000,0.000,0.012
2024-01-01 04:52:00,13.153,11.818,0.119,0.000,0.000,0.012
2024-01-01 04:53:00,13.029,8.551,0.122,0.000,0.000,0.012
2024-01-01 04:54:00,13.965,10.316,0.124,0.000,0.000,0.012
2024-01-01 04:55:00,12.466,9.202,0.126,0.000,0.000,0.013
2024-01-01 04:56:00,10.679,9.711,0.128,0.000,0.000,0.013
2024-01-01 04:57:00,13.823,9.828,0.130,0.000,0.000,0.013
2024-01-01 04:58:00,13.322,9.865,0.132,0.000,0.000,0.014
2024-01-01 04:59:00,12.464,10.385,0.134,0.000,0.000,0.014
2024-01-01 05:00:00,11.191,10.335,0.137,0.000,0.000,0.014
2024-01-01 05:01:00,11.120,10.084,0.139,0.000,0.000,0.015
2024-01-01 05:02:00,13.792,11.059,0.141,0.000,0.000,0.015
2024-01-01 05:03:00,14.615,9.190,0.144,0.000,0.000,0.015
2024-01-01 05:04:00,13.774,11.753,0.146,0.001,0.001,0.016
2024-01-01 05:05:00,10.044,9.208,0.148,0.001,0.001,0.016
2024-01-01 05:06:00,15.320,8.703,0.151,0.001,0.001,0.017
2024-01-01 05:07:00,13.655,10.380,0.153,0.001,0.001,0.017
2024-01-01 05:08:00,14.869,7.602,0.156,0.001,0.001,0.017
2024-01-01 05:09:00,12.628,8.770,0.159,0.001,0.001,0.018
2024-01-01 05:10:00,11.297,9.597,0.161,0.001,0.001,0.018
2024-01-01 05:11:00,11.152,9.828,0.164,0.001,0.001,0.019
2024-01-01 05:12:00,13.319,10.524,0.167,0.001,0.001,0.019
2024-01-01 05:13:00,12.302,8.141,0.169,0.001,0.001,0.020
2024-01-01 05:14:00,13.385,11.425,0.172,0.001,0.001,0.020
2024-01-01 05:15:00,12.959,8.988,0.175,0.001,0.001,0.021
2024-01-01 05:16:00,13.615,9.641,0.178,0.001,0.001,0.021
2024-01-01 05:17:00,14.216,9.847,0.181,0.001,0.001,0.022
2024-01-01 05:18:00,10.226,10.780,0.184,0.001,0.001,0.022
2024-01-01 05:19:00,12.146,9.322,0.187,0.001,0.001,0.023
2024-01-01 05:20:00,16.206,9.309,0.190,0.001,0.001,0.023
2024-01-01 05:21:00,15.225,9.232,0.193,0.001,0.001,0.024
2024-01-01 05:22:00,12.239,7.699,0.196,0.001,0.001,0.024
2024-01-01 05:23:00,13.175,9.493,0.199,0.001,0.001,0.025
2024-01-01 05:24:00,12.941,9.417,0.202,0.001,0.001,0.025
2024-01-01 05:25:00,13.180,11.328,0.205,0.001,0.001,0.026
2024-01-01 05:26:00,12.161,9.009,0.209,0.001,0.001,0.027
2024-01-01 05:27:00,12.178,10.841,0.212,0.001,0.001,0.027
2024-01-01 05:28:00,14.549,9.454,0.215,0.001,0.001,0.028
2024-01-01 05:29:00,11.983,9.962,0.219,0.001,0.001,0.028
2024-01-01 05:30:00,13.509,9.580,0.222,0.001,0.001,0.029
2024-01-01 05:31:00,13.252,9.745,0.226,0.001,0.001,0.030
2024-01-01 05:32:00,14.661,7.629,0.229,0.001,0.001,0.030
2024-01-01 05:33:00,12.357,9.459,0.233,0.001,0.001,0.031
2024-01-01 05:34:00,13.056,9.978,0.237,0.002,0.002,0.032
2024-01-01 05:35:00,12.929,10.910,0.240,0.002,0.002,0.033
2024-01-01 05:36:00,12.634,10.187,0.244,0.002,0.002,0.033
2024-01-01 05:37:00,13.680,9.852,0.248,0.002,0.002,0.034
2024-01-01 05:38:00,13.075,8.831,0.252,0.002,0.002,0.035
2024-01-01 05:39:00,11.997,10.418,0.256,0.002,0.002,0.036
2024-01-01 05:40:00,12.498,8.849,0.260,0.002,0.002,0.036
2024-01-01 05:41:00,12.921,10.275,0.264,0.002,0.002,0.037
2024-01-01 05:42:00,13.350,10.081,0.268,0.002,0.002,0.038
2024-01-01 05:43:00,14.209,9.605,0.272,0.002,0.002,0.039
2024-01-01 05:44:00,9.610,10.515,0.276,0.002,0.002,0.040
2024-01-01 05:45:00,11.164,10.616,0.280,0.002,0.002,0.041
2024-01-01 05:46:00,13.143,9.320,0.285,0.002,0.002,0.041
2024-01-01 05:47:00,11.608,7.631,0.289,0.002,0.002,0.042
2024-01-01 05:48:00,10.279,9.598,0.293,0.002,0.002,0.043
2024-01-01 05:49:00,11.371,9.736,0.298,0.003,0.003,0.044
2024-01-01 05:50:00,13.971,10.676,0.303,0.003,0.003,0.045
2024-01-01 05:51:00,13.073,8.982,0.307,0.003,0.003,0.046
2024-01-01 05:52:00,14.599,11.342,0.312,0.003,0.003,0.047
2024-01-01 05:53:00,12.932,9.943,0.317,0.003,0.003,0.048
2024-01-01 05:54:00,12.597,9.007,0.321,0.003,0.003,0.049
2024-01-01 05:55:00,12.012,10.550,0.326,0.003,0.003,0.050
2024-01-01 05:56:00,13.195,9.190,0.331,0.003,0.003,0.052
2024-01-01 05:57:00,10.747,10.590,0.336,0.003,0.003,0.053
2024-01-01 05:58:00,13.217,7.570,0.341,0.003,0.003,0.054
2024-01-01 05:59:00,13.900,7.979,0.346,0.004,0.004,0.055
2024-01-01 06:00:00,12.225,10.873,0.351,0.004,0.004,0.056
2024-01-01 06:01:00,13.070,10.416,0.357,0.004,0.004,0.057
2024-01-01 06:02:00,11.623,9.316,0.362,0.004,0.004,0.059
2024-01-01 06:03:00,13.548,9.490,0.367,0.004,0.004,0.060
2024-01-01 06:04:00,11.915,10.277,0.373,0.004,0.004,0.061
2024-01-01 06:05:00,14.206,10.016,0.378,0.004,0.004,0.062
2024-01-01 06:06:00,15.406,9.306,0.384,0.005,0.005,0.064
2024-01-01 06:07:00,12.057,9.894,0.389,0.005,0.005,0.065
2024-01-01 06:08:00,12.332,9.024,0.395,0.005,0.005,0.067
2024-01-01 06:09:00,12.154,9.798,0.401,0.005,0.005,0.068
2024-01-01 06:10:00,10.591,9.436,0.407,0.005,0.005,0.069
2024-01-01 06:11:00,10.829,9.547,0.413,0.005,0.005,0.071
2024-01-01 06:12:00,12.584,10.426,0.419,0.005,0.005,0.072
2024-01-01 06:13:00,12.795,10.165,0.425,0.006,0.006,0.074
2024-01-01 06:14:00,11.920,9.153,0.431,0.006,0.006,0.075
