timestamp,CAH-DER-0,CAH-DER-1,CAL-NCH,CAL-SAL,DER-ICA,JAM-LAS,LAS-CAL,NCH-CHU,SAL-CHU,VLV-CAL
2024-01-01 00:28:00,6.710,8.644,-9.035,-9.929,16.180,-1.332,-1.538,-8.732,-8.080,-9.823
2024-01-01 00:29:00,7.158,7.894,-8.937,-9.843,12.554,-0.221,0.146,-11.409,-7.875,-8.937
2024-01-01 00:30:00,7.119,5.719,-11.076,-12.769,20.682,0.434,1.033,-9.276,-9.193,-11.952
2024-01-01 00:31:00,8.578,8.244,-6.749,-7.449,19.061,0.552,-1.046,-10.653,-10.613,-10.034
2024-01-01 00:32:00,10.138,9.108,-8.990,-10.295,18.541,-1.931,-1.578,-10.103,-7.069,-11.716
2024-01-01 00:33:00,7.402,7.258,-10.673,-8.095,16.650,-1.292,-2.036,-8.473,-11.197,-9.939
2024-01-01 00:34:00,8.712,8.379,-8.099,-8.555,16.678,1.215,-2.744,-9.338,-6.489,-10.733
2024-01-01 00:35:00,9.111,7.320,-8.311,-11.176,17.217,1.084,-1.818,-7.862,-6.803,-13.898
2024-01-01 00:36:00,8.011,6.365,-8.586,-10.633,14.089,0.918,0.493,-7.894,-10.958,-10.778
2024-01-01 00:37:00,6.761,7.682,-7.078,-7.141,16.232,-1.303,-0.722,-8.956,-6.909,-11.409
2024-01-01 00:38:00,8.582,7.336,-9.274,-11.348,18.072,0.027,-1.812,-7.160,-11.472,-10.860
2024-01-01 00:39:00,6.128,7.551,-10.528,-9.221,16.552,0.153,-0.610,-8.945,-6.529,-10.832
2024-01-01 00:40:00,6.748,8.181,-9.847,-7.536,18.584,1.217,-1.426,-10.033,-5.770,-9.568
2024-01-01 00:41:00,6.048,9.851,-9.987,-7.503,16.633,-0.592,-2.421,-10.738,-12.182,-10.636
2024-01-01 00:42:00,8.157,8.126,-12.029,-8.256,17.541,-1.151,-1.041,-10.661,-8.176,-9.733
2024-01-01 00:43:00,6.563,8.080,-7.512,-8.988,15.285,-0.479,0.012,-9.852,-10.412,-10.518
2024-01-01 00:44:00,7.269,8.202,-7.369,-9.279,15.367,1.099,0.105,-6.103,-9.425,-10.459
2024-01-01 00:45:00,5.683,8.217,-9.812,-10.351,15.781,1.144,-0.580,-9.820,-10.293,-13.164
2024-01-01 00:46:00,8.249,9.243,-8.399,-9.681,13.230,0.931,-0.714,-10.447,-9.263,-10.295
2024-01-01 00:47:00,7.664,6.985,-8.168,-8.790,17.331,-0.653,-1.279,-9.594,-7.010,-11.334
2024-01-01 00:48:00,6.504,7.035,-7.169,-8.047,12.632,0.867,-0.183,-8.267,-9.106,-10.141
2024-01-01 00:49:00,8.759,7.036,-8.913,-10.422,18.899,0.897,-1.144,-8.297,-7.179,-11.985
2024-01-01 00:50:00,7.119,8.668,-6.963,-7.062,14.574,-2.510,0.462,-13.004,-7.021,-12.088
2024-01-01 00:51:00,7.480,5.939,-8.734,-8.836,17.241,-1.423,0.676,-10.425,-10.558,-10.308
2024-01-01 00:52:00,9.564,6.089,-9.403,-10.070,17.198,-1.153,-1.672,-8.151,-9.051,-9.259
2024-01-01 00:53:00,7.312,7.213,-9.332,-9.944,17.843,1.575,0.048,-6.831,-7.861,-9.524
2024-01-01 00:54:00,8.655,6.789,-7.686,-5.780,14.124,0.728,-1.251,-11.817,-8.831,-10.488
2024-01-01 00:55:00,8.374,9.496,-10.678,-9.015,17.181,1.455,0.388,-7.331,-11.393,-9.503
2024-01-01 00:56:00,6.720,8.329,-8.041,-8.216,14.973,-1.041,-3.703,-9.183,-9.549,-10.556
2024-01-01 00:57:00,8.014,7.632,-9.960,-10.773,16.663,0.237,-0.093,-13.181,-9.606,-12.102
2024-01-01 00:58:00,6.358,6.993,-8.290,-8.442,16.339,-0.539,1.234,-8.964,-10.258,-10.740
2024-01-01 00:59:00,6.718,8.062,-6.677,-8.143,13.522,1.122,-0.466,-10.604,-9.232,-9.683
2024-01-01 01:00:00,7.870,8.639,-6.901,-11.429,16.968,0.661,1.714,-8.321,-9.042,-10.454
2024-01-01 01:01:00,8.689,8.261,-9.116,-8.762,21.147,0.256,-0.972,-10.564,-12.869,-11.921
2024-01-01 01:02:00,7.658,8.574,-9.424,-9.956,15.210,0.285,3.439,-7.561,-8.519,-11.555
2024-01-01 01:03:00,8.163,9.245,-10.036,-10.104,14.324,0.690,-0.697,-10.559,-8.114,-10.750
2024-01-01 01:04:00,8.116,8.206,-12.823,-8.216,17.367,0.060,-2.188,-10.105,-8.730,-10.306
2024-01-01 01:05:00,8.129,10.298,-10.232,-7.664,13.523,1.284,-0.532,-8.831,-6.177,-9.346
2024-01-01 01:06:00,7.012,7.606,-8.604,-11.356,17.880,-0.229,-0.950,-7.887,-10.091,-13.557
2024-01-01 01:07:00,9.442,8.586,-9.246,-6.968,14.667,-1.032,2.882,-8.680,-5.843,-10.728
2024-01-01 01:08:00,9.006,8.516,-10.823,-9.875,16.884,-0.860,-2.451,-6.511,-9.622,-11.002
2024-01-01 01:09:00,6.950,8.435,-10.809,-12.047,16.485,-1.085,0.701,-9.873,-10.704,-10.594
2024-01-01 01:10:00,10.112,8.520,-7.074,-7.238,16.230,-0.390,0.529,-6.699,-10.354,-9.120
2024-01-01 01:11:00,8.812,7.849,-8.998,-8.274,16.387,1.239,0.481,-8.716,-13.254,-9.692
2024-01-01 01:12:00,9.721,8.355,-10.995,-9.706,15.377,2.050,1.321,-5.469,-7.149,-12.239
2024-01-01 01:13:00,8.139,7.536,-7.030,-9.263,16.302,1.705,0.209,-12.380,-7.236,-13.900
2024-01-01 01:14:00,8.193,6.233,-8.250,-10.811,18.881,0.416,-0.102,-8.854,-7.101,-12.954
2024-01-01 01:15:00,6.061,8.520,-8.684,-9.317,13.713,-1.079,-1.901,-9.732,-8.223,-12.203
2024-01-01 01:16:00,7.170,8.800,-10.416,-9.575,12.011,-0.298,4.135,-9.496,-8.901,-11.427
2024-01-01 01:17:00,8.334,7.860,-8.229,-9.310,17.097,2.858,1.152,-7.901,-8.440,-11.924
2024-01-01 01:18:00,8.210,8.278,-8.312,-9.939,16.583,0.369,0.508,-7.363,-10.634,-8.159
2024-01-01 01:19:00,9.266,8.477,-9.908,-7.385,15.798,0.572,1.773,-10.699,-12.542,-10.295
2024-01-01 01:20:00,7.902,8.203,-7.191,-8.932,20.144,-0.023,-2.291,-8.439,-6.889,-11.667
2024-01-01 01:21:00,9.009,10.437,-6.745,-5.273,20.432,-1.522,-1.466,-8.014,-9.207,-12.061
2024-01-01 01:22:00,9.405,7.646,-10.382,-6.278,16.824,0.089,0.442,-6.577,-8.713,-12.195
2024-01-01 01:23:00,8.909,8.929,-9.292,-6.570,19.144,-0.257,0.268,-9.692,-12.429,-10.643
2024-01-01 01:24:00,8.288,8.652,-10.964,-10.524,18.914,0.133,0.229,-4.771,-9.920,-10.219
2024-01-01 01:25:00,7.938,8.524,-11.040,-9.320,16.616,-0.546,1.142,-10.474,-5.545,-11.389
2024-01-01 01:26:00,8.857,6.804,-11.318,-8.230,18.197,0.264,0.656,-6.748,-9.970,-13.232
2024-01-01 01:27:00,9.093,7.776,-9.379,-8.114,18.092,0.524,-0.851,-10.511,-11.270,-9.955
2024-01-01 01:28:00,11.812,8.450,-9.381,-12.678,16.575,-1.282,-0.947,-5.988,-12.604,-9.076
2024-01-01 01:29:00,9.410,9.010,-9.628,-9.488,16.910,-1.015,-0.384,-10.353,-9.497,-12.363
2024-01-01 01:30:00,9.866,8.467,-8.946,-9.361,17.537,-0.028,1.957,-9.315,-10.023,-12.331
2024-01-01 01:31:00,10.003,9.030,-8.953,-8.264,12.139,0.312,1.106,-5.375,-10.998,-12.637
2024-01-01 01:32:00,8.316,10.045,-4.337,-9.327,18.794,-2.391,2.512,-11.608,-8.846,-9.199
2024-01-01 01:33:00,7.876,7.653,-7.438,-10.379,18.134,-1.022,0.708,-12.401,-7.233,-8.244
2024-01-01 01:34:00,8.798,8.061,-13.853,-7.151,19.044,-0.659,-0.556,-7.099,-9.841,-11.387
2024-01-01 01:35:00,7.665,8.490,-8.488,-8.858,16.216,0.741,1.332,-12.921,-8.491,-12.467
2024-01-01 01:36:00,8.476,9.511,-11.759,-7.525,15.355,0.890,1.387,-9.600,-8.837,-12.250
2024-01-01 01:37:00,8.871,8.760,-10.107,-11.829,15.489,-1.711,0.060,-9.690,-6.230,-12.521
2024-01-01 01:38:00,9.525,7.124,-8.820,-8.635,19.590,-0.598,-2.298,-9.834,-6.692,-12.504
2024-01-01 01:39:00,8.331,9.456,-7.486,-8.478,16.990,0.288,-0.180,-8.291,-7.079,-9.736
2024-01-01 01:40:00,8.232,9.689,-11.121,-10.906,19.773,-0.706,-0.149,-7.320,-8.073,-13.021
2024-01-01 01:41:00,10.003,6.791,-7.901,-9.712,18.868,-0.635,-0.530,-12.878,-11.361,-11.829
2024-01-01 01:42:00,8.899,7.948,-7.180,-8.377,16.489,-0.141,-0.038,-10.286,-11.387,-14.055
2024-01-01 01:43:00,9.274,8.202,-8.598,-9.230,22.166,0.674,1.264,-10.097,-8.119,-10.335
2024-01-01 01:44:00,10.091,8.634,-9.464,-8.908,19.869,2.349,-1.091,-8.247,-8.377,-10.459
2024-01-01 01:45:00,7.905,6.114,-8.422,-6.520,15.317,0.328,-0.855,-10.140,-11.000,-12.464
2024-01-01 01:46:00,7.594,10.966,-8.252,-6.910,15.748,1.438,1.196,-8.180,-9.493,-7.106
2024-01-01 01:47:00,9.429,9.597,-10.259,-9.993,17.022,0.437,1.523,-11.656,-10.252,-11.642
2024-01-01 01:48:00,9.695,11.298,-11.589,-9.174,12.561,-2.168,-0.450,-8.348,-10.815,-11.068
2024-01-01 01:49:00,8.349,8.568,-7.246,-9.138,20.759,0.235,0.928,-10.134,-12.976,-9.643
2024-01-01 01:50:00,8.979,10.564,-7.894,-8.073,19.279,1.167,-1.407,-8.018,-11.358,-11.256
2024-01-01 01:51:00,6.218,9.029,-8.693,-7.791,17.823,-0.311,1.915,-7.155,-5.756,-10.878
2024-01-01 01:52:00,7.623,9.286,-9.248,-12.020,17.549,-0.243,1.746,-7.394,-10.947,-10.725
2024-01-01 01:53:00,9.723,8.557,-8.341,-9.543,21.405,-1.539,-1.478,-9.152,-8.899,-11.186
2024-01-01 01:54:00,8.282,9.549,-7.666,-10.345,16.890,-0.334,2.427,-9.495,-7.114,-10.947
2024-01-01 01:55:00,10.673,8.321,-9.349,-9.396,15.055,-1.734,0.953,-8.669,-7.628,-9.444
2024-01-01 01:56:00,9.459,9.842,-11.538,-9.304,21.953,-0.968,-0.378,-10.305,-8.169,-9.742
2024-01-01 01:57:00,8.215,10.714,-9.425,-9.267,18.463,1.110,0.790,-10.211,-7.583,-10.551
2024-01-01 01:58:00,8.720,8.614,-9.333,-8.158,18.985,-0.008,-0.600,-9.431,-8.748,-13.057
2024-01-01 01:59:00,9.541,8.040,-8.498,-10.467,19.596,2.084,0.131,-7.844,-7.643,-10.728
2024-01-01 02:00:00,7.426,7.650,-8.395,-8.676,19.302,0.782,0.550,-11.956,-10.484,-11.870
2024-01-01 02:01:00,8.662,9.214,-7.959,-9.966,19.574,1.628,1.560,-7.224,-7.530,-10.895
2024-01-01 02:02:00,7.286,8.249,-7.083,-7.297,16.307,-1.368,2.152,-12.023,-7.370,-8.161
2024-01-01 02:03:00,8.815,8.790,-6.521,-9.571,20.322,-0.431,1.538,-10.100,-8.797,-11.477
2024-01-01 02:04:00,9.586,8.424,-7.968,-8.575,19.154,-0.659,-2.302,-7.650,-7.165,-8.694
2024-01-01 02:05:00,7.312,8.657,-6.858,-9.953,19.528,-0.498,0.290,-7.181,-8.341,-10.696
2024-01-01 02:06:00,9.108,8.103,-6.528,-7.625,18.358,0.761,-1.133,-9.052,-7.138,-10.723
2024-01-01 02:07:00,8.506,7.713,-11.434,-5.839,21.471,-0.635,-0.246,-10.693,-8.247,-8.562
2024-01-01 02:08:00,9.680,10.051,-9.695,-7.708,18.476,0.763,-1.147,-6.814,-10.388,-13.726
2024-01-01 02:09:00,9.134,8.065,-6.394,-10.295,18.721,0.630,0.913,-10.973,-9.668,-10.027
2024-01-01 02:10:00,8.933,9.250,-9.215,-10.185,16.293,0.834,-0.060,-9.278,-8.338,-9.913
2024-01-01 02:11:00,10.346,6.785,-9.789,-11.037,17.823,0.062,3.400,-7.262,-8.629,-11.649
2024-01-01 02:12:00,9.799,9.134,-8.568,-7.527,21.389,0.308,-1.236,-8.192,-7.605,-8.800
2024-01-01 02:13:00,9.042,9.128,-4.415,-9.387,18.272,-1.360,-1.207,-8.211,-11.078,-11.160
2024-01-01 02:14:00,6.396,9.594,-7.010,-10.524,19.098,0.370,-1.390,-11.540,-11.716,-9.867
2024-01-01 02:15:00,9.603,9.023,-8.194,-9.207,15.877,-0.184,0.585,-10.043,-8.235,-12.427
2024-01-01 02:16:00,8.210,9.221,-9.313,-9.505,21.235,-0.193,1.174,-7.432,-7.598,-10.247
2024-01-01 02:17:00,7.703,9.489,-9.866,-9.335,15.786,0.339,-3.126,-10.350,-10.207,-10.672
2024-01-01 02:18:00,9.933,7.556,-8.786,-12.307,18.648,-1.073,0.585,-9.077,-10.251,-10.029
2024-01-01 02:19:00,9.905,10.098,-10.387,-8.885,14.952,-0.255,-0.281,-10.156,-11.634,-11.357
2024-01-01 02:20:00,11.335,9.643,-6.556,-8.378,20.306,-0.804,-0.018,-7.762,-11.634,-11.811
2024-01-01 02:21:00,9.100,9.835,-7.831,-4.900,16.203,0.551,-0.584,-7.564,-9.513,-11.286
2024-01-01 02:22:00,10.000,9.890,-11.028,-6.370,18.232,0.335,0.273,-8.327,-6.733,-9.799
2024-01-01 02:23:00,8.656,9.736,-9.654,-9.952,21.608,-0.215,1.198,-10.509,-10.121,-13.608
2024-01-01 02:24:00,9.359,7.621,-7.219,-9.032,19.732,0.111,0.828,-8.366,-5.089,-9.727
2024-01-01 02:25:00,9.741,9.097,-8.199,-10.354,17.487,1.694,0.330,-9.970,-7.946,-11.311
2024-01-01 02:26:00,9.062,11.154,-9.184,-9.778,20.366,-0.313,-1.360,-8.759,-9.027,-9.980
2024-01-01 02:27:00,9.893,9.580,-7.935,-8.510,15.323,-0.117,-2.427,-8.885,-8.762,-10.531
2024-01-01 02:28:00,8.265,8.613,-8.704,-9.181,16.781,-0.180,-0.416,-8.525,-10.433,-8.062
2024-01-01 02:29:00,9.040,10.816,-7.150,-7.937,16.831,2.220,0.052,-8.282,-4.488,-12.724
2024-01-01 02:30:00,9.041,10.019,-7.869,-10.342,17.852,0.965,-0.316,-10.927,-11.881,-10.457
2024-01-01 02:31:00,10.047,7.650,-12.368,-9.183,16.156,-2.155,0.523,-7.207,-11.138,-11.322
2024-01-01 02:32:00,7.679,9.551,-8.429,-8.333,22.097,0.120,-2.339,-8.742,-9.160,-10.451
2024-01-01 02:33:00,8.426,9.529,-7.102,-10.018,15.101,-0.769,-1.243,-7.811,-9.614,-11.591
2024-01-01 02:34:00,8.846,9.813,-10.207,-9.711,19.249,-0.815,-0.214,-7.624,-12.723,-11.423
2024-01-01 02:35:00,7.059,8.424,-8.473,-10.515,17.921,0.399,0.608,-10.293,-10.010,-9.334
2024-01-01 02:36:00,11.421,9.236,-9.377,-6.880,21.567,-1.722,2.614,-8.558,-11.990,-10.045
2024-01-01 02:37:00,8.582,9.884,-9.789,-6.942,21.341,-2.182,0.845,-7.638,-10.119,-11.344
2024-01-01 02:38:00,8.666,7.129,-6.281,-9.800,20.179,-2.411,-2.515,-4.441,-10.571,-12.850
2024-01-01 02:39:00,10.294,9.951,-9.632,-9.338,17.951,0.803,0.792,-8.926,-7.195,-10.513
2024-01-01 02:40:00,9.798,9.471,-9.920,-9.601,22.874,0.407,0.384,-9.176,-8.298,-9.415
2024-01-01 02:41:00,9.093,8.286,-12.453,-9.132,22.477,0.379,0.484,-11.128,-6.566,-11.547
2024-01-01 02:42:00,10.614,10.524,-9.671,-9.468,20.979,-1.956,1.411,-6.976,-8.404,-9.948
2024-01-01 02:43:00,9.495,9.899,-9.424,-9.419,24.326,0.152,2.254,-11.292,-7.460,-12.128
2024-01-01 02:44:00,9.294,8.781,-10.073,-8.733,20.734,0.536,-3.802,-7.969,-9.057,-10.426
2024-01-01 02:45:00,8.004,10.383,-7.958,-8.842,17.537,-1.285,1.526,-9.126,-12.670,-11.478
2024-01-01 02:46:00,9.568,7.522,-9.974,-8.566,19.678,1.720,3.462,-11.858,-10.204,-12.409
2024-01-01 02:47:00,7.383,8.495,-8.718,-8.504,22.938,0.750,-1.609,-11.128,-9.893,-12.751
2024-01-01 02:48:00,10.805,7.488,-7.671,-7.880,22.042,1.131,0.672,-11.578,-13.093,-11.399
2024-01-01 02:49:00,8.710,9.610,-7.737,-9.762,19.402,-1.016,1.633,-7.322,-9.927,-11.159
2024-01-01 02:50:00,9.597,9.267,-12.415,-8.075,17.320,-1.008,-0.653,-8.223,-9.584,-10.766
2024-01-01 02:51:00,8.959,10.646,-9.736,-11.742,19.603,-0.816,-0.500,-9.976,-6.012,-13.016
2024-01-01 02:52:00,9.450,9.410,-7.442,-12.679,20.677,-1.140,-1.983,-9.554,-11.177,-8.408
2024-01-01 02:53:00,9.123,9.376,-9.045,-7.942,18.610,0.415,1.410,-12.338,-10.396,-8.447
2024-01-01 02:54:00,9.860,8.023,-7.954,-7.668,19.237,0.123,-0.849,-9.658,-12.355,-11.422
2024-01-01 02:55:00,7.850,9.561,-8.032,-9.014,18.839,0.382,-2.122,-8.943,-6.295,-12.296
2024-01-01 02:56:00,8.909,8.397,-11.168,-8.526,15.852,0.528,-0.173,-11.127,-8.871,-10.964
2024-01-01 02:57:00,7.849,9.863,-9.741,-6.825,21.286,1.000,-0.014,-13.149,-8.234,-11.780
2024-01-01 02:58:00,9.918,9.904,-8.031,-9.901,17.504,-0.661,1.125,-9.160,-11.229,-8.570
2024-01-01 02:59:00,9.262,7.697,-9.080,-11.159,17.608,-1.626,0.395,-13.073,-9.633,-12.737
2024-01-01 03:00:00,11.864,10.353,-7.877,-8.575,20.392,-1.027,-1.139,-7.214,-7.937,-8.695
2024-01-01 03:01:00,9.252,11.087,-8.081,-9.090,22.204,-1.551,2.152,-10.684,-11.804,-9.840
2024-01-01 03:02:00,11.052,8.851,-7.324,-8.590,21.924,0.907,0.939,-11.780,-10.200,-10.752
2024-01-01 03:03:00,9.272,10.396,-10.987,-11.133,20.155,0.143,-0.358,-9.348,-11.401,-8.322
2024-01-01 03:04:00,8.755,9.684,-7.898,-7.537,18.822,1.207,-1.485,-9.286,-9.456,-8.609
2024-01-01 03:05:00,10.056,11.115,-9.359,-9.398,19.438,1.769,1.182,-11.380,-8.233,-11.941
2024-01-01 03:06:00,10.198,10.251,-9.557,-8.709,18.561,1.388,-1.573,-6.069,-8.033,-11.849
2024-01-01 03:07:00,7.703,7.373,-6.824,-8.008,20.138,-0.431,2.901,-9.844,-8.957,-11.771
2024-01-01 03:08:00,9.495,8.313,-8.763,-7.048,18.758,-0.383,0.067,-7.205,-10.850,-10.026
2024-01-01 03:09:00,9.510,9.922,-6.731,-11.671,19.131,0.762,-0.267,-10.073,-9.456,-9.514
2024-01-01 03:10:00,9.375,10.991,-8.674,-8.300,19.217,-0.869,1.725,-12.184,-8.036,-13.123
2024-01-01 03:11:00,9.592,9.574,-11.153,-10.357,18.986,0.884,-2.655,-8.269,-8.796,-10.781
2024-01-01 03:12:00,9.233,10.075,-10.012,-10.930,19.164,1.006,0.808,-5.796,-8.928,-9.238
2024-01-01 03:13:00,9.044,9.225,-10.874,-9.454,19.716,1.721,0.023,-10.474,-10.922,-10.239
2024-01-01 03:14:00,10.737,7.711,-10.173,-9.103,20.282,-1.502,-1.536,-9.595,-9.308,-7.497
2024-01-01 03:15:00,11.173,9.762,-7.703,-8.621,18.342,0.459,0.072,-9.805,-5.432,-10.260
2024-01-01 03:16:00,10.604,11.661,-12.618,-9.137,20.318,-0.331,-2.765,-11.218,-10.319,-9.975
2024-01-01 03:17:00,9.256,8.806,-11.002,-8.382,16.299,0.111,-0.179,-6.828,-12.722,-9.707
2024-01-01 03:18:00,10.094,11.436,-10.337,-9.294,16.852,0.611,-2.589,-9.535,-9.751,-12.089
2024-01-01 03:19:00,9.843,9.560,-8.185,-7.241,16.818,-0.932,0.151,-7.430,-11.321,-10.563
2024-01-01 03:20:00,10.657,10.098,-7.897,-9.874,18.962,-1.604,3.168,-10.792,-11.493,-7.266
2024-01-01 03:21:00,9.007,8.792,-8.764,-10.719,20.231,-0.087,-0.095,-4.152,-10.048,-10.153
2024-01-01 03:22:00,11.050,8.021,-9.588,-10.833,20.975,-0.098,2.217,-7.158,-9.095,-11.373
2024-01-01 03:23:00,9.381,10.249,-12.187,-9.894,20.658,2.603,0.871,-10.520,-6.556,-11.785
2024-01-01 03:24:00,8.572,9.182,-9.163,-10.765,19.170,1.509,-0.961,-11.177,-7.944,-11.997
2024-01-01 03:25:00,8.871,9.706,-6.018,-9.376,18.991,1.300,-1.557,-10.762,-8.957,-11.133
2024-01-01 03:26:00,9.434,9.711,-9.399,-8.195,17.629,-0.448,-3.247,-6.272,-9.137,-8.681
2024-01-01 03:27:00,11.093,10.598,-9.379,-10.513,18.860,0.997,0.525,-8.700,-9.278,-11.163
2024-01-01 03:28:00,11.293,9.450,-9.090,-11.039,21.271,1.611,-2.206,-8.530,-9.040,-9.843
2024-01-01 03:29:00,8.392,10.357,-8.262,-8.882,18.811,1.255,-0.249,-7.524,-11.523,-9.802
2024-01-01 03:30:00,9.005,10.969,-9.248,-7.445,16.948,1.074,0.602,-9.200,-7.724,-9.343
2024-01-01 03:31:00,12.102,10.798,-8.221,-7.749,20.406,0.056,-1.603,-12.920,-11.565,-10.709
2024-01-01 03:32:00,9.283,10.108,-12.609,-10.758,20.944,-1.549,-0.681,-6.848,-7.070,-8.932
2024-01-01 03:33:00,9.816,8.989,-9.230,-6.636,20.469,-0.853,-0.851,-7.235,-8.716,-12.112
2024-01-01 03:34:00,9.652,10.886,-7.846,-7.791,19.927,-0.958,-2.861,-9.295,-6.575,-11.736
2024-01-01 03:35:00,7.520,9.713,-10.107,-9.216,15.356,-0.762,-0.339,-9.290,-11.654,-9.974
2024-01-01 03:36:00,9.813,9.944,-8.699,-8.596,19.760,-0.723,1.192,-10.474,-7.802,-10.879
2024-01-01 03:37:00,10.633,9.835,-9.780,-7.800,17.537,-0.273,-0.598,-6.858,-8.933,-10.709
2024-01-01 03:38:00,9.019,9.283,-9.840,-10.787,19.886,1.124,1.091,-9.590,-8.989,-11.692
2024-01-01 03:39:00,9.093,8.957,-9.113,-8.281,20.581,0.638,-1.341,-8.472,-6.336,-10.826
2024-01-01 03:40:00,11.763,10.551,-7.906,-8.585,18.773,-0.661,0.378,-7.822,-9.497,-10.888
2024-01-01 03:41:00,10.870,11.403,-10.389,-7.726,18.983,-2.267,-0.016,-6.805,-5.520,-8.846
2024-01-01 03:42:00,10.483,9.508,-8.153,-10.641,20.937,-0.961,-0.365,-8.755,-11.139,-9.298
2024-01-01 03:43:00,10.104,10.183,-7.095,-7.961,19.357,-0.820,0.538,-8.661,-10.716,-8.998
2024-01-01 03:44:00,9.933,9.476,-8.393,-6.914,22.653,0.659,-1.696,-10.718,-8.302,-11.079
2024-01-01 03:45:00,8.096,10.759,-6.824,-12.167,21.052,-1.842,2.327,-9.742,-10.334,-13.048
2024-01-01 03:46:00,8.558,9.716,-12.096,-8.887,22.653,-0.290,-0.168,-10.025,-8.770,-11.502
2024-01-01 03:47:00,9.255,8.539,-10.464,-10.023,16.668,0.006,0.776,-10.988,-10.071,-8.244
2024-01-01 03:48:00,9.775,12.282,-11.517,-8.923,22.547,-0.049,1.005,-8.193,-9.490,-9.155
2024-01-01 03:49:00,9.972,9.736,-11.191,-8.479,22.796,-0.548,0.632,-9.524,-9.523,-12.029
2024-01-01 03:50:00,9.628,9.958,-6.831,-11.065,22.439,-0.637,0.732,-8.545,-8.550,-11.150
2024-01-01 03:51:00,9.597,10.866,-8.995,-10.511,18.700,0.082,1.029,-8.792,-9.152,-13.125
2024-01-01 03:52:00,9.518,10.554,-10.707,-8.432,20.897,-0.742,-0.200,-12.686,-8.122,-11.571
2024-01-01 03:53:00,11.187,9.181,-8.602,-8.020,21.517,-0.008,1.712,-8.447,-8.916,-11.178
