timestamp,CAH-DER-0,CAH-DER-1,CAL-NCH,CAL-SAL,DER-ICA,JAM-LAS,LAS-CAL,NCH-CHU,SAL-CHU,VLV-CAL
2024-01-01 00:28:00,0.000,0.000,0.519,-0.019,0.000,1.069,0.370,-3.336,-0.304,-2.496
2024-01-01 00:29:00,0.000,0.000,-2.188,-0.868,0.000,-1.339,-1.273,0.273,-0.724,-2.730
2024-01-01 00:30:00,0.000,0.000,-2.397,1.277,0.000,-1.255,-0.942,1.921,0.220,-3.974
2024-01-01 00:31:00,0.000,0.000,-2.831,-0.968,0.000,0.017,-2.168,-2.438,-0.785,0.866
2024-01-01 00:32:00,0.000,0.000,-1.886,0.545,0.000,-0.304,0.208,2.086,-0.281,-0.955
2024-01-01 00:33:00,0.000,0.000,2.198,-3.828,0.000,0.180,0.649,-1.934,-1.437,-3.048
2024-01-01 00:34:00,0.000,0.000,-0.667,-1.219,0.000,0.485,-0.563,-0.497,1.298,-1.155
2024-01-01 00:35:00,0.000,0.000,1.405,-0.340,0.000,1.061,0.930,-0.849,-0.935,-1.536
2024-01-01 00:36:00,0.000,0.000,1.518,2.274,0.000,-1.203,-0.570,0.470,-1.558,-4.228
2024-01-01 00:37:00,0.000,0.000,-0.047,-2.439,0.000,0.111,-0.631,2.224,-1.105,-1.699
2024-01-01 00:38:00,0.000,0.000,0.367,0.282,0.000,0.485,0.090,1.296,-1.383,0.101
2024-01-01 00:39:00,0.000,0.000,-2.702,0.188,0.000,1.400,-1.640,0.007,-0.537,0.071
2024-01-01 00:40:00,0.000,0.000,-0.786,-1.766,0.000,1.410,-1.394,-0.791,-1.355,-0.870
2024-01-01 00:41:00,0.000,0.000,-2.013,-2.332,0.000,0.167,1.080,0.988,-1.018,-2.076
2024-01-01 00:42:00,0.000,0.000,-2.161,-0.897,0.000,2.429,-0.652,-2.594,-0.707,-1.578
2024-01-01 00:43:00,0.000,0.000,-0.066,-3.859,0.000,1.050,-0.700,1.180,-2.160,-3.779
2024-01-01 00:44:00,0.000,0.000,-2.479,0.447,0.000,0.989,2.562,-1.031,-5.929,-2.162
2024-01-01 00:45:00,0.000,0.000,-1.398,-1.487,0.000,0.392,-0.267,-3.098,0.648,-2.372
2024-01-01 00:46:00,0.000,0.000,1.096,-1.766,0.000,-2.087,0.727,1.954,-0.098,-1.694
2024-01-01 00:47:00,0.000,0.000,2.331,-2.510,0.000,-2.397,0.783,-1.723,-1.429,0.593
2024-01-01 00:48:00,0.000,0.000,-1.379,2.063,0.000,1.043,2.658,0.310,3.688,-2.400
2024-01-01 00:49:00,0.000,0.000,-1.779,-3.144,0.000,0.118,2.427,0.276,1.535,-3.564
2024-01-01 00:50:00,0.000,0.000,-0.597,0.379,0.000,0.214,0.053,-1.525,2.689,0.511
2024-01-01 00:51:00,0.000,0.000,-0.199,1.275,0.000,0.117,-2.311,1.249,1.937,-4.267
2024-01-01 00:52:00,0.000,0.000,0.172,-0.302,0.000,-0.670,1.692,-3.095,1.106,-1.562
2024-01-01 00:53:00,0.000,0.000,-3.359,4.125,0.000,0.991,-1.154,-1.614,0.204,-0.043
2024-01-01 00:54:00,0.000,0.000,-2.594,-3.221,0.000,0.204,-0.523,0.124,-2.344,-1.808
2024-01-01 00:55:00,0.000,0.000,-1.579,-1.282,0.000,0.081,-0.699,-1.113,-1.492,0.586
2024-01-01 00:56:00,0.000,0.000,-2.337,-1.018,0.000,-0.161,2.949,0.400,-0.786,-1.710
2024-01-01 00:57:00,0.000,0.000,-1.453,1.193,0.000,0.978,-0.085,-0.157,0.135,-2.092
2024-01-01 00:58:00,0.000,0.000,-0.342,-1.248,0.000,0.792,1.545,4.908,-0.693,-1.399
2024-01-01 00:59:00,0.000,0.000,-0.134,-0.961,0.000,2.222,1.038,1.498,-3.036,-3.663
2024-01-01 01:00:00,0.000,0.000,-1.814,-1.489,0.000,-3.173,0.168,3.219,0.154,-2.870
2024-01-01 01:01:00,0.000,0.000,0.646,0.584,0.000,-1.267,2.331,-1.284,-1.194,0.381
2024-01-01 01:02:00,0.000,0.000,-0.555,0.196,0.000,0.868,-2.296,0.601,0.965,-0.476
2024-01-01 01:03:00,0.000,0.000,-3.769,-2.531,0.000,-0.806,-0.426,0.074,-0.946,-2.562
2024-01-01 01:04:00,0.000,0.000,1.926,0.130,0.000,1.387,-1.627,-2.273,-2.340,-2.377
2024-01-01 01:05:00,0.000,0.000,-0.898,0.005,0.000,-0.408,1.754,0.477,-2.129,-1.364
2024-01-01 01:06:00,0.000,0.000,0.159,1.439,0.000,0.716,1.185,0.729,-1.608,-1.322
2024-01-01 01:07:00,0.000,0.000,0.971,0.367,0.000,1.491,2.012,0.748,0.599,-0.210
2024-01-01 01:08:00,0.000,0.000,1.132,-0.370,0.000,1.827,-1.007,-2.311,-1.943,-2.116
2024-01-01 01:09:00,0.000,0.000,-2.226,-0.353,0.000,1.186,0.746,-0.958,1.573,-2.501
2024-01-01 01:10:00,0.000,0.000,-1.486,0.106,0.000,0.440,0.074,2.814,0.610,-2.146
2024-01-01 01:11:00,0.000,0.000,-2.122,0.502,0.000,0.798,2.176,1.230,-0.405,-3.139
2024-01-01 01:12:00,0.000,0.000,-2.046,-0.796,0.000,0.489,2.867,-1.696,-0.297,-1.919
2024-01-01 01:13:00,0.000,0.000,-1.478,-0.174,0.000,-0.173,0.791,-0.904,-3.858,-5.077
2024-01-01 01:14:00,0.000,0.000,-2.742,0.352,0.000,-2.020,2.857,-0.158,-1.041,-3.090
2024-01-01 01:15:00,0.000,0.000,-1.276,-0.487,0.000,0.143,1.526,-0.455,-0.071,-3.759
2024-01-01 01:16:00,0.000,0.000,-3.676,-0.846,0.000,1.723,1.409,1.392,0.231,0.190
2024-01-01 01:17:00,0.000,0.000,1.189,-2.346,0.000,-0.904,1.909,-1.272,-0.329,-3.509
2024-01-01 01:18:00,0.000,0.000,-0.490,4.083,0.000,-1.504,1.211,-0.884,-1.727,-0.872
2024-01-01 01:19:00,0.000,0.000,-2.748,-2.137,0.000,1.214,-0.998,-0.295,-2.423,-3.937
2024-01-01 01:20:00,0.000,0.000,-0.325,-1.467,0.000,1.015,0.574,-1.292,0.573,-0.613
2024-01-01 01:21:00,0.000,0.000,-0.211,-0.367,0.000,-0.204,1.089,-3.574,-1.203,-2.414
2024-01-01 01:22:00,0.000,0.000,0.056,-0.487,0.000,-0.616,-2.929,1.595,2.835,-3.441
2024-01-01 01:23:00,0.000,0.000,-1.318,1.491,0.000,-0.766,0.324,0.921,-2.822,-1.271
2024-01-01 01:24:00,0.000,0.000,1.442,-1.824,0.000,-0.046,-0.022,0.370,-5.301,-0.074
2024-01-01 01:25:00,0.000,0.000,-0.096,-2.910,0.000,0.624,0.549,-1.708,-0.470,-1.267
2024-01-01 01:26:00,0.000,0.000,-0.158,2.180,0.000,2.620,-0.994,-2.070,-0.536,0.064
2024-01-01 01:27:00,0.000,0.000,-1.121,-2.001,0.000,-0.126,-1.616,-3.081,-0.906,-1.364
2024-01-01 01:28:00,0.000,0.000,-4.005,1.391,0.000,-0.539,-0.667,-1.419,-3.668,-3.565
2024-01-01 01:29:00,0.000,0.000,3.602,0.828,0.000,-1.079,-0.331,3.074,-0.873,-2.607
2024-01-01 01:30:00,0.000,0.000,-1.969,-3.991,0.000,0.746,0.855,-0.684,-1.262,-1.059
2024-01-01 01:31:00,0.000,0.000,-0.881,-1.085,0.000,2.806,2.367,-2.042,-2.570,-1.789
2024-01-01 01:32:00,0.000,0.000,0.769,0.882,0.000,1.094,-0.721,1.578,-1.019,-3.329
2024-01-01 01:33:00,0.000,0.000,-1.495,0.848,0.000,1.660,0.393,1.103,0.027,1.784
2024-01-01 01:34:00,0.000,0.000,-1.848,-2.089,0.000,-0.767,-2.184,0.654,-3.544,-4.487
2024-01-01 01:35:00,0.000,0.000,0.095,-3.407,0.000,0.095,-0.420,0.711,-3.579,-2.501
2024-01-01 01:36:00,0.000,0.000,0.753,1.277,0.000,-1.486,1.024,0.165,1.819,-1.295
2024-01-01 01:37:00,0.000,0.000,-2.986,-1.036,0.000,-0.588,-0.773,-1.815,-2.077,-1.957
2024-01-01 01:38:00,0.000,0.000,-2.188,3.992,0.000,-0.165,1.232,-1.546,-2.329,-2.538
2024-01-01 01:39:00,0.000,0.000,-0.067,0.266,0.000,0.598,-1.574,0.263,0.693,-1.935
2024-01-01 01:40:00,0.000,0.000,-2.235,-0.734,0.000,-0.661,-0.445,-0.356,-2.215,-3.749
2024-01-01 01:41:00,0.000,0.000,-0.292,-0.172,0.000,-0.925,-1.827,-4.672,-1.251,1.006
2024-01-01 01:42:00,0.000,0.000,-0.965,0.907,0.000,0.001,-0.623,0.709,-0.962,-4.999
2024-01-01 01:43:00,0.000,0.000,0.812,-1.862,0.000,-0.220,2.440,-1.448,-1.857,-1.170
2024-01-01 01:44:00,0.000,0.000,-1.853,1.767,0.000,-1.113,-0.110,-0.728,-0.295,-1.105
2024-01-01 01:45:00,0.000,0.000,1.052,2.265,0.000,0.536,1.155,-1.117,-2.250,-5.151
2024-01-01 01:46:00,0.000,0.000,2.758,-1.610,0.000,2.220,0.108,0.803,-0.870,-1.359
2024-01-01 01:47:00,0.000,0.000,-1.772,0.960,0.000,-0.376,-0.272,0.922,-3.557,-3.354
2024-01-01 01:48:00,0.000,0.000,-1.930,-0.960,0.000,0.339,-0.536,0.709,1.648,-2.913
2024-01-01 01:49:00,0.000,0.000,-1.239,-0.943,0.000,-0.267,-2.126,0.706,-5.059,-4.865
2024-01-01 01:50:00,0.000,0.000,-0.204,-0.695,0.000,0.416,-2.355,-0.970,-3.634,-3.894
2024-01-01 01:51:00,0.000,0.000,-3.708,-0.627,0.000,-0.316,-0.607,-0.009,0.644,-5.857
2024-01-01 01:52:00,0.000,0.000,-0.609,-3.123,0.000,0.494,-0.294,-4.810,-2.059,-2.171
2024-01-01 01:53:00,0.000,0.000,-3.107,-1.405,0.000,-0.488,-1.990,-1.910,4.787,-4.859
2024-01-01 01:54:00,0.000,0.000,1.125,-2.253,0.000,0.553,-0.377,-1.539,0.245,-3.512
2024-01-01 01:55:00,0.000,0.000,-2.849,0.156,0.000,-0.126,-0.135,0.835,0.726,-3.686
2024-01-01 01:56:00,0.000,0.000,-0.403,0.694,0.000,-1.219,1.291,-0.831,-1.441,-3.785
2024-01-01 01:57:00,0.000,0.000,0.680,1.006,0.000,0.365,-0.993,2.509,-0.344,-3.423
2024-01-01 01:58:00,0.000,0.000,-1.329,1.100,0.000,0.578,2.230,-2.021,-2.634,-0.719
2024-01-01 01:59:00,0.000,0.000,-3.119,-0.098,0.000,0.916,-2.484,-2.004,0.217,-3.096
2024-01-01 02:00:00,0.000,0.000,-0.004,-0.291,0.000,-0.395,1.083,-0.138,-0.458,-2.291
2024-01-01 02:01:00,0.000,0.000,-1.856,-0.496,0.000,0.555,0.362,0.591,-1.375,-2.681
2024-01-01 02:02:00,0.000,0.000,0.501,-0.746,0.000,-0.822,0.698,2.190,-0.671,-3.426
2024-01-01 02:03:00,0.000,0.000,0.251,-1.045,0.000,-1.800,0.722,-2.931,-2.532,-2.470
2024-01-01 02:04:00,0.000,0.000,-0.586,-2.662,0.000,0.364,-0.572,-0.191,0.705,-3.070
2024-01-01 02:05:00,0.000,0.000,0.034,0.392,0.000,0.003,-0.931,2.119,-6.232,-1.902
2024-01-01 02:06:00,0.000,0.000,-1.247,-0.327,0.000,0.552,1.506,-1.037,-1.300,-3.691
2024-01-01 02:07:00,0.000,0.000,-3.892,1.854,0.000,-1.231,2.709,-1.233,2.220,-3.720
2024-01-01 02:08:00,0.000,0.000,0.416,1.264,0.000,1.076,0.727,1.592,1.750,-4.102
2024-01-01 02:09:00,0.000,0.000,0.503,1.113,0.000,-0.009,1.007,-0.463,-4.723,-1.929
2024-01-01 02:10:00,0.000,0.000,1.384,0.689,0.000,0.016,1.899,0.764,-2.828,-3.252
2024-01-01 02:11:00,0.000,0.000,0.167,0.844,0.000,1.620,-0.986,0.603,-2.746,-2.467
2024-01-01 02:12:00,0.000,0.000,-2.752,1.257,0.000,1.953,0.889,-3.720,-2.280,-3.199
2024-01-01 02:13:00,0.000,0.000,-0.628,-2.238,0.000,-0.320,-1.669,-0.169,0.946,-4.291
2024-01-01 02:14:00,0.000,0.000,-0.286,-0.433,0.000,0.403,0.202,-0.762,-1.585,-1.585
2024-01-01 02:15:00,0.000,0.000,-3.191,0.214,0.000,-2.096,-0.002,-2.983,-0.159,-1.426
2024-01-01 02:16:00,0.000,0.000,-1.480,-1.846,0.000,0.325,0.376,-0.350,4.693,-0.909
2024-01-01 02:17:00,0.000,0.000,0.553,-0.972,0.000,0.233,-0.619,1.310,-0.256,-0.319
2024-01-01 02:18:00,0.000,0.000,0.893,-1.539,0.000,0.367,-4.093,-0.753,3.012,-1.058
2024-01-01 02:19:00,0.000,0.000,0.559,-0.183,0.000,-0.235,2.361,-1.315,-3.515,-0.597
2024-01-01 02:20:00,0.000,0.000,-3.143,0.921,0.000,-0.069,-1.835,0.565,-2.604,-0.606
2024-01-01 02:21:00,0.000,0.000,-2.132,-1.711,0.000,0.747,-2.216,-1.681,-2.102,-4.445
2024-01-01 02:22:00,0.000,0.000,0.285,-1.381,0.000,1.928,-0.336,0.526,3.308,-4.968
2024-01-01 02:23:00,0.000,0.000,-0.207,0.357,0.000,-1.033,-1.452,3.402,-1.211,-0.831
2024-01-01 02:24:00,0.000,0.000,2.722,-2.659,0.000,-0.877,-1.579,0.725,-1.118,1.318
2024-01-01 02:25:00,0.000,0.000,-2.472,-0.264,0.000,0.927,-0.018,-0.502,-4.079,-3.707
2024-01-01 02:26:00,0.000,0.000,0.963,-1.104,0.000,-0.105,-0.708,-2.642,-1.935,-2.201
2024-01-01 02:27:00,0.000,0.000,0.173,-1.558,0.000,-0.498,-0.590,0.199,-0.572,-1.062
2024-01-01 02:28:00,0.000,0.000,-1.731,1.746,0.000,-0.211,-1.602,-1.558,0.214,-1.748
2024-01-01 02:29:00,0.000,0.000,0.064,0.894,0.000,-0.046,-0.403,0.069,1.409,-1.669
2024-01-01 02:30:00,0.000,0.000,3.060,2.588,0.000,-0.146,0.206,-1.413,-2.456,-4.129
2024-01-01 02:31:00,0.000,0.000,0.698,-3.937,0.000,0.571,-2.326,-0.063,1.402,-0.910
2024-01-01 02:32:00,0.000,0.000,0.500,-1.765,0.000,0.816,-0.121,-0.298,-3.073,-3.983
2024-01-01 02:33:00,0.000,0.000,-1.530,0.386,0.000,0.893,-1.475,-3.320,1.621,-2.707
2024-01-01 02:34:00,0.000,0.000,-0.655,1.094,0.000,-0.175,-0.076,-3.500,-0.690,-4.529
2024-01-01 02:35:00,0.000,0.000,-2.572,-0.948,0.000,0.730,-1.321,-0.665,-0.542,-1.475
2024-01-01 02:36:00,0.000,0.000,0.598,0.690,0.000,0.006,-0.349,-1.086,0.829,-1.905
2024-01-01 02:37:00,0.000,0.000,-0.828,-3.204,0.000,-0.681,2.136,1.587,-3.373,-2.186
2024-01-01 02:38:00,0.000,0.000,0.529,-2.009,0.000,0.369,2.484,-2.917,2.101,-4.571
2024-01-01 02:39:00,0.000,0.000,-0.456,0.121,0.000,0.814,-2.637,-0.069,3.940,-3.659
2024-01-01 02:40:00,0.000,0.000,-0.373,1.105,0.000,0.082,0.771,-1.532,-3.292,-2.073
2024-01-01 02:41:00,0.000,0.000,-1.700,-0.600,0.000,-0.010,-1.060,0.895,-1.969,-2.051
2024-01-01 02:42:00,0.000,0.000,-1.019,-2.758,0.000,1.767,2.391,-1.054,1.276,-3.841
2024-01-01 02:43:00,0.000,0.000,1.244,-0.627,0.000,2.504,-0.081,-4.041,-1.489,-0.570
2024-01-01 02:44:00,0.000,0.000,0.003,-1.657,0.000,0.872,-1.181,-1.916,2.344,-1.881
2024-01-01 02:45:00,0.000,0.000,-2.557,-2.124,0.000,-0.173,0.269,2.132,1.187,-2.639
2024-01-01 02:46:00,0.000,0.000,-1.519,-1.903,0.000,0.175,-1.140,-1.284,3.743,-4.163
2024-01-01 02:47:00,0.000,0.000,-0.482,-1.255,0.000,0.436,0.514,-0.842,-0.654,-3.165
2024-01-01 02:48:00,0.000,0.000,0.077,2.825,0.000,0.626,0.228,-2.234,-2.921,-2.965
2024-01-01 02:49:00,0.000,0.000,-0.716,-3.302,0.000,-0.488,0.467,0.727,0.663,-0.899
2024-01-01 02:50:00,0.000,0.000,-2.338,-0.600,0.000,-0.389,-0.834,-2.487,-0.252,-2.149
2024-01-01 02:51:00,0.000,0.000,-1.786,-2.030,0.000,0.378,0.235,-0.473,1.723,-1.682
2024-01-01 02:52:00,0.000,0.000,-0.573,-2.386,0.000,-0.174,0.916,0.857,-2.458,-0.514
2024-01-01 02:53:00,0.000,0.000,1.936,-1.726,0.000,0.525,2.136,2.071,1.505,-2.600
2024-01-01 02:54:00,0.000,0.000,-0.722,-1.217,0.000,-0.981,-2.194,-0.568,0.707,-2.093
2024-01-01 02:55:00,0.000,0.000,-0.160,0.651,0.000,-2.304,-0.474,-0.377,-3.394,-2.273
2024-01-01 02:56:00,0.000,0.000,-2.502,2.046,0.000,0.394,0.944,0.682,-2.317,-0.887
2024-01-01 02:57:00,0.000,0.000,-0.497,1.716,0.000,-1.548,-0.070,1.512,-1.193,-2.595
2024-01-01 02:58:00,0.000,0.000,0.750,-0.869,0.000,0.461,-1.280,0.436,-6.049,-2.660
2024-01-01 02:59:00,0.000,0.000,1.337,1.311,0.000,0.211,0.770,1.004,-1.001,-2.452
2024-01-01 03:00:00,0.000,0.000,-0.728,-0.939,0.000,-2.274,1.010,0.909,-0.101,-0.445
2024-01-01 03:01:00,0.000,0.000,-1.451,0.160,0.000,-0.967,1.893,-0.680,-0.591,-3.818
2024-01-01 03:02:00,0.000,0.000,-1.528,1.664,0.000,0.735,-0.202,0.770,0.264,-3.578
2024-01-01 03:03:00,0.000,0.000,-0.408,-0.565,0.000,1.218,0.042,0.284,0.958,-1.937
2024-01-01 03:04:00,0.000,0.000,-1.949,-0.682,0.000,-0.248,-0.835,0.253,0.247,-3.419
2024-01-01 03:05:00,0.000,0.000,-1.207,-0.386,0.000,0.261,-1.157,1.075,-3.186,-2.448
2024-01-01 03:06:00,0.000,0.000,-0.542,-2.814,0.000,-0.010,-0.904,-1.237,0.260,-0.878
2024-01-01 03:07:00,0.000,0.000,0.514,-3.665,0.000,-1.342,-2.078,-0.800,-3.938,-1.772
2024-01-01 03:08:00,0.000,0.000,2.027,-1.963,0.000,1.250,-1.964,-1.735,-1.853,-2.216
2024-01-01 03:09:00,0.000,0.000,-1.757,-0.347,0.000,-1.726,0.496,0.274,2.433,-1.259
2024-01-01 03:10:00,0.000,0.000,-0.737,0.076,0.000,-0.237,1.557,1.918,-3.101,-0.752
2024-01-01 03:11:00,0.000,0.000,-0.278,-1.449,0.000,-1.159,1.163,-0.826,-1.716,-4.118
2024-01-01 03:12:00,0.000,0.000,-1.427,-0.770,0.000,-0.016,0.936,2.087,1.253,-1.390
2024-01-01 03:13:00,0.000,0.000,-1.876,1.755,0.000,0.106,1.076,-2.889,-0.080,-2.526
2024-01-01 03:14:00,0.000,0.000,-1.244,-3.542,0.000,-0.213,-2.690,0.169,0.246,-5.035
2024-01-01 03:15:00,0.000,0.000,-0.572,0.356,0.000,0.050,-0.611,-1.447,-0.447,1.420
2024-01-01 03:16:00,0.000,0.000,-1.386,-1.223,0.000,-0.437,-2.288,3.046,-1.084,-0.108
2024-01-01 03:17:00,0.000,0.000,1.334,1.995,0.000,1.137,0.197,0.268,-2.023,-3.211
2024-01-01 03:18:00,0.000,0.000,1.031,0.549,0.000,-1.674,0.586,-3.341,-0.688,-1.314
2024-01-01 03:19:00,0.000,0.000,-2.786,-0.483,0.000,0.521,0.240,1.093,1.528,-2.500
2024-01-01 03:20:00,0.000,0.000,-1.703,-2.781,0.000,0.158,-3.249,0.511,2.054,-2.125
2024-01-01 03:21:00,0.000,0.000,0.105,1.024,0.000,-0.212,1.572,-2.180,-1.447,-0.228
2024-01-01 03:22:00,0.000,0.000,2.786,-0.188,0.000,0.465,0.522,-1.429,2.682,-2.812
2024-01-01 03:23:00,0.000,0.000,-0.252,-0.637,0.000,-0.349,-0.018,1.181,-3.000,-4.674
2024-01-01 03:24:00,0.000,0.000,-2.648,-0.470,0.000,-0.069,-1.281,0.975,2.290,-3.146
2024-01-01 03:25:00,0.000,0.000,1.657,0.499,0.000,0.530,-0.774,1.218,-2.748,-3.497
2024-01-01 03:26:00,0.000,0.000,-0.455,1.443,0.000,-0.574,1.152,-3.204,-0.529,-4.504
2024-01-01 03:27:00,0.000,0.000,-0.475,-0.116,0.000,-1.320,-0.547,-0.791,0.229,-2.391
2024-01-01 03:28:00,0.000,0.000,-2.243,-1.033,0.000,1.016,1.713,0.429,-1.321,-5.425
2024-01-01 03:29:00,0.000,0.000,0.191,1.263,0.000,1.646,-2.256,-1.380,-0.998,-4.683
2024-01-01 03:30:00,0.000,0.000,-1.833,-0.670,0.000,1.833,-1.698,2.115,1.195,-4.320
2024-01-01 03:31:00,0.000,0.000,-0.779,0.140,0.000,0.673,1.600,-1.730,-2.048,-2.580
2024-01-01 03:32:00,0.000,0.000,-1.976,-1.124,0.000,-0.532,2.298,0.222,1.326,-2.688
2024-01-01 03:33:00,0.000,0.000,-0.305,0.668,0.000,-0.183,0.929,0.890,2.078,-1.697
2024-01-01 03:34:00,0.000,0.000,-1.767,-0.177,0.000,-0.674,1.638,-0.451,-2.747,-1.128
2024-01-01 03:35:00,0.000,0.000,-1.652,-0.735,0.000,-0.231,0.730,-1.279,1.367,-2.507
2024-01-01 03:36:00,0.000,0.000,-0.453,-2.181,0.000,0.523,2.357,-2.892,-2.651,-1.592
2024-01-01 03:37:00,0.000,0.000,2.278,-0.386,0.000,-0.855,1.150,-4.418,-4.184,-1.725
2024-01-01 03:38:00,0.000,0.000,-1.907,1.491,0.000,-0.080,-3.572,-3.866,0.068,-3.321
2024-01-01 03:39:00,0.000,0.000,-1.843,-0.108,0.000,-0.606,1.670,-1.509,-0.208,-1.765
2024-01-01 03:40:00,0.000,0.000,0.073,-2.079,0.000,-2.367,1.075,0.422,-0.021,-1.270
2024-01-01 03:41:00,0.000,0.000,-1.013,-0.670,0.000,-0.338,-0.748,-0.359,0.437,-3.229
2024-01-01 03:42:00,0.000,0.000,0.879,1.042,0.000,1.070,-1.083,-4.203,-0.845,-2.760
2024-01-01 03:43:00,0.000,0.000,-0.883,-0.655,0.000,-2.157,0.096,-0.656,1.075,-2.375
2024-01-01 03:44:00,0.000,0.000,1.470,-1.359,0.000,-0.167,3.114,-2.884,-1.156,-2.359
2024-01-01 03:45:00,0.000,0.000,-0.118,-1.755,0.000,0.065,-1.031,-1.508,-0.209,-2.335
2024-01-01 03:46:00,0.000,0.000,0.827,-4.154,0.000,-0.232,-1.632,-0.084,-0.184,-1.343
2024-01-01 03:47:00,0.000,0.000,0.268,-0.121,0.000,0.657,1.720,1.836,-4.189,-4.477
2024-01-01 03:48:00,0.000,0.000,-1.544,0.020,0.000,-0.179,0.315,-1.546,-0.423,-2.705
2024-01-01 03:49:00,0.000,0.000,-0.535,-0.047,0.000,-1.019,-0.415,-0.917,1.302,-1.633
2024-01-01 03:50:00,0.000,0.000,-1.376,0.721,0.000,2.341,-1.308,-2.427,2.170,-2.856
2024-01-01 03:51:00,0.000,0.000,-0.957,-0.879,0.000,-0.117,-2.150,-1.506,0.527,-0.041
2024-01-01 03:52:00,0.000,0.000,-0.733,-0.060,0.000,-1.061,-0.494,0.436,0.078,-2.733
2024-01-01 03:53:00,0.000,0.000,1.191,-0.267,0.000,-0.132,2.096,3.223,0.560,-2.460
2024-01-01 03:54:00,0.000,0.000,-1.740,-0.410,0.000,0.027,-2.263,0.919,0.821,-3.464
2024-01-01 03:55:00,0.000,0.000,-0.467,-1.219,0.000,0.593,0.048,-2.226,-2.030,-3.153
2024-01-01 03:56:00,0.000,0.000,-1.383,-0.673,0.000,-0.586,-0.407,-4.215,-2.333,-1.678
2024-01-01 03:57:00,0.000,0.000,0.318,-0.794,0.000,0.195,-1.464,-1.811,-2.841,0.808
2024-01-01 03:58:00,0.000,0.000,0.327,-2.853,0.000,0.629,0.483,-0.377,1.500,-2.466
2024-01-01 03:59:00,0.000,0.000,-2.263,2.987,0.000,-0.500,-1.480,1.327,1.262,0.349
