timestamp,CAH-DER-0,CAH-DER-1,CAL-NCH,CAL-SAL,DER-ICA,JAM-LAS,LAS-CAL,NCH-CHU,SAL-CHU,VLV-CAL
2024-01-01 01:32:00,-7.663,-8.816,7.148,10.862,17.760,1.311,2.350,9.281,9.122,6.104
2024-01-01 01:33:00,-7.910,-6.366,8.109,9.216,16.014,0.780,1.702,11.659,8.071,7.996
2024-01-01 01:34:00,-9.597,-8.169,11.214,11.495,14.060,-1.299,0.527,8.933,11.385,7.933
2024-01-01 01:35:00,-6.680,-8.517,11.452,7.438,14.554,-1.486,-0.227,7.192,9.118,7.983
2024-01-01 01:36:00,-10.199,-8.983,10.644,10.964,15.394,0.643,0.846,7.643,11.070,7.495
2024-01-01 01:37:00,-6.193,-8.331,11.586,8.663,17.802,0.087,-1.158,13.282,10.134,8.841
2024-01-01 01:38:00,-7.550,-6.958,10.735,8.652,13.095,0.005,-2.011,9.199,8.629,8.482
2024-01-01 01:39:00,-8.772,-7.821,10.917,8.894,16.401,-1.038,1.663,10.939,10.916,7.712
2024-01-01 01:40:00,-7.525,-7.161,12.163,10.916,11.683,-0.097,-0.801,9.484,9.855,8.203
2024-01-01 01:41:00,-8.832,-7.159,13.775,11.507,13.443,-0.435,1.293,8.697,12.943,7.456
2024-01-01 01:42:00,-7.774,-8.965,9.718,11.847,19.753,0.819,-0.853,10.736,11.723,7.604
2024-01-01 01:43:00,-6.827,-6.525,10.322,10.646,21.621,-1.680,-0.402,12.202,7.983,7.651
2024-01-01 01:44:00,-7.331,-9.087,12.054,7.043,16.770,-2.210,-1.486,10.997,12.025,7.471
2024-01-01 01:45:00,-8.469,-6.485,10.974,10.876,13.952,-0.696,-0.453,10.893,12.502,6.295
2024-01-01 01:46:00,-7.266,-8.047,11.307,9.771,15.080,-2.410,1.852,8.275,8.072,9.426
2024-01-01 01:47:00,-7.318,-8.263,9.479,10.667,15.615,0.496,-1.047,8.065,10.934,5.257
2024-01-01 01:48:00,-7.026,-7.616,9.450,10.119,16.002,-0.217,-0.156,9.282,9.861,6.198
2024-01-01 01:49:00,-8.591,-8.284,8.933,7.921,13.602,0.894,-0.618,9.425,10.983,10.047
2024-01-01 01:50:00,-7.859,-8.012,8.383,8.290,17.979,-0.461,-0.602,11.531,9.679,11.161
2024-01-01 01:51:00,-8.862,-10.117,11.420,11.701,15.198,0.504,2.767,12.977,9.335,8.769
2024-01-01 01:52:00,-9.394,-8.957,7.572,13.394,16.661,-0.891,1.539,8.192,11.387,7.875
2024-01-01 01:53:00,-7.475,-7.416,8.832,7.691,15.429,-0.839,1.485,11.780,8.273,8.438
2024-01-01 01:54:00,-10.180,-7.791,9.563,9.892,14.476,-1.357,-1.347,10.493,12.925,7.620
2024-01-01 01:55:00,-6.322,-8.066,11.752,11.661,15.549,0.538,1.792,7.470,9.210,7.788
2024-01-01 01:56:00,-9.533,-10.627,10.692,9.171,15.527,1.081,0.085,9.698,12.398,10.345
2024-01-01 01:57:00,-6.581,-7.605,12.284,10.418,20.791,-0.003,-0.165,8.329,8.306,8.931
2024-01-01 01:58:00,-6.684,-7.995,8.907,7.845,15.632,1.291,1.587,7.203,10.899,6.771
2024-01-01 01:59:00,-9.393,-7.417,9.152,10.189,16.636,0.307,-2.043,9.922,9.800,10.037
2024-01-01 02:00:00,-8.036,-8.739,9.937,8.880,17.727,-1.499,0.582,8.724,7.265,7.943
2024-01-01 02:01:00,-7.977,-7.936,8.524,12.260,16.591,-0.419,-0.557,11.484,11.349,6.953
2024-01-01 02:02:00,-7.041,-9.386,10.167,13.946,18.843,-1.280,0.973,7.360,12.428,5.753
2024-01-01 02:03:00,-7.974,-7.138,11.274,9.706,16.254,-0.517,3.427,7.621,10.398,11.401
2024-01-01 02:04:00,-7.097,-8.091,8.603,6.798,13.663,0.548,1.500,8.324,9.766,7.114
2024-01-01 02:05:00,-8.622,-8.382,11.356,9.553,16.334,0.056,0.321,13.954,9.713,10.570
2024-01-01 02:06:00,-8.573,-7.414,10.109,9.448,17.034,1.945,0.199,9.947,9.420,9.399
2024-01-01 02:07:00,-8.777,-8.465,12.056,10.780,15.858,0.362,-0.092,6.969,7.729,10.833
2024-01-01 02:08:00,-10.374,-8.064,11.003,9.608,15.971,0.381,-0.962,9.664,11.683,6.326
2024-01-01 02:09:00,-7.265,-8.113,9.640,10.129,14.385,-0.769,-1.519,11.760,2.535,5.378
2024-01-01 02:10:00,-9.070,-9.078,7.843,15.290,16.690,-0.889,-0.404,9.974,10.786,7.847
2024-01-01 02:11:00,-8.777,-9.698,10.796,11.689,17.648,0.014,0.814,9.576,9.982,9.469
2024-01-01 02:12:00,-9.341,-8.544,9.114,10.454,16.739,-0.441,1.740,7.179,11.078,9.734
2024-01-01 02:13:00,-9.727,-8.221,11.311,9.041,13.434,-0.284,0.933,9.880,9.019,8.458
2024-01-01 02:14:00,-7.474,-7.946,9.678,9.076,18.935,-2.885,1.704,5.986,8.474,8.510
2024-01-01 02:15:00,-11.157,-8.322,10.211,10.652,19.496,0.036,-2.084,5.871,8.562,8.850
2024-01-01 02:16:00,-9.296,-8.346,9.920,9.226,16.613,0.203,3.259,10.057,10.931,9.245
2024-01-01 02:17:00,-9.897,-8.651,12.155,10.043,18.250,1.779,0.298,11.368,9.461,8.705
2024-01-01 02:18:00,-8.907,-8.024,9.578,7.303,16.579,0.467,-0.983,10.393,12.310,7.757
2024-01-01 02:19:00,-9.266,-7.235,8.107,11.229,15.055,-1.748,-1.095,13.120,10.687,8.411
2024-01-01 02:20:00,-9.208,-10.951,9.220,10.267,20.027,0.142,0.065,10.919,8.419,6.163
2024-01-01 02:21:00,-8.320,-7.928,10.594,11.786,20.806,0.225,1.743,10.875,10.054,8.636
2024-01-01 02:22:00,-6.817,-7.758,15.127,10.094,15.915,1.934,0.000,13.054,10.213,6.282
2024-01-01 02:23:00,-9.478,-10.044,9.950,9.430,18.116,0.738,-1.886,13.813,11.388,10.182
2024-01-01 02:24:00,-8.962,-7.258,9.231,11.916,18.367,1.141,-0.746,8.182,7.039,7.777
2024-01-01 02:25:00,-8.266,-7.871,7.892,9.643,20.255,-0.595,1.936,11.503,7.489,5.603
2024-01-01 02:26:00,-10.787,-9.852,10.990,10.669,21.314,0.272,1.258,11.546,10.539,8.121
2024-01-01 02:27:00,-7.695,-6.680,11.445,10.485,16.706,1.123,0.222,10.793,9.964,8.955
2024-01-01 02:28:00,-8.611,-7.696,12.229,11.122,17.393,0.061,-1.446,10.897,9.365,7.349
2024-01-01 02:29:00,-8.688,-9.981,14.584,11.124,14.563,-2.932,-0.281,8.771,11.423,8.419
2024-01-01 02:30:00,-9.061,-10.030,10.687,12.317,18.152,0.915,-2.887,10.258,11.410,7.095
2024-01-01 02:31:00,-8.527,-7.334,11.745,10.388,17.115,-0.470,-2.134,10.755,9.350,5.462
2024-01-01 02:32:00,-8.647,-9.418,10.748,10.875,20.458,-0.113,1.124,10.896,7.550,6.446
2024-01-01 02:33:00,-7.064,-8.705,9.209,9.596,16.869,-2.290,1.702,9.535,8.577,6.854
2024-01-01 02:34:00,-6.923,-7.015,10.056,8.940,17.204,0.965,-0.073,8.599,12.786,8.180
2024-01-01 02:35:00,-9.346,-10.002,8.402,9.006,20.394,0.019,-0.236,6.200,9.062,6.288
2024-01-01 02:36:00,-7.555,-9.476,10.611,10.300,18.219,0.010,-0.987,8.398,10.877,10.328
2024-01-01 02:37:00,-8.674,-9.578,11.165,12.158,19.321,0.003,-0.912,8.847,9.441,7.501
2024-01-01 02:38:00,-7.950,-8.912,12.180,12.139,18.500,0.040,-0.686,9.597,9.081,9.085
2024-01-01 02:39:00,-9.333,-8.972,9.541,7.717,13.339,1.988,-2.135,9.560,11.616,10.296
2024-01-01 02:40:00,-10.185,-7.767,11.663,9.420,16.661,-0.034,-0.177,11.391,10.328,7.202
2024-01-01 02:41:00,-9.509,-8.759,9.358,9.761,20.407,0.437,2.908,9.587,9.664,9.570
2024-01-01 02:42:00,-9.358,-8.927,12.778,9.332,13.358,0.211,-0.275,10.453,9.747,8.465
2024-01-01 02:43:00,-8.314,-8.793,11.941,9.823,18.170,-0.684,-0.711,8.774,11.903,6.969
2024-01-01 02:44:00,-10.217,-8.047,8.759,6.765,20.871,-0.741,-1.044,12.940,13.017,7.371
2024-01-01 02:45:00,-7.986,-8.001,10.273,11.099,19.089,0.143,1.986,7.592,11.682,9.282
2024-01-01 02:46:00,-8.560,-10.557,8.599,12.463,16.563,0.367,0.006,9.366,13.369,7.710
2024-01-01 02:47:00,-8.926,-8.185,11.678,12.140,14.768,-0.151,-1.242,11.703,13.406,8.355
2024-01-01 02:48:00,-7.404,-7.782,9.361,9.431,17.108,0.796,-0.190,12.067,9.997,8.946
2024-01-01 02:49:00,-9.112,-9.420,9.147,10.448,18.853,-1.310,-1.515,6.945,10.003,7.484
2024-01-01 02:50:00,-9.384,-9.142,12.524,11.336,19.450,1.726,-2.647,8.950,7.773,9.156
2024-01-01 02:51:00,-8.802,-10.760,10.103,8.631,17.799,-0.846,3.317,13.330,11.302,7.617
2024-01-01 02:52:00,-7.507,-8.988,11.001,10.802,21.784,-0.377,3.541,8.243,10.774,8.888
2024-01-01 02:53:00,-9.547,-10.233,8.382,11.203,16.503,1.113,0.824,13.334,8.715,9.459
2024-01-01 02:54:00,-9.268,-6.877,10.865,11.434,20.979,-3.154,1.260,6.554,9.091,7.142
2024-01-01 02:55:00,-11.849,-8.896,10.173,10.097,18.639,0.116,2.144,11.803,11.388,11.115
2024-01-01 02:56:00,-8.399,-8.998,9.166,9.597,17.641,0.527,0.056,8.488,11.057,5.990
2024-01-01 02:57:00,-9.805,-9.078,10.957,10.738,12.559,1.555,1.089,12.364,10.395,8.597
2024-01-01 02:58:00,-7.546,-7.977,9.933,11.035,21.537,1.013,-0.209,11.693,6.889,8.816
2024-01-01 02:59:00,-7.607,-10.093,11.400,11.710,20.962,0.198,-2.638,6.089,9.291,7.215
2024-01-01 03:00:00,-10.226,-9.643,9.304,8.610,17.668,-0.320,-1.465,6.897,10.476,6.403
2024-01-01 03:01:00,-8.482,-9.913,12.159,11.393,16.180,-1.515,2.379,10.047,10.335,7.789
2024-01-01 03:02:00,-7.122,-10.861,9.534,10.016,19.871,-0.734,1.037,11.822,9.645,9.043
2024-01-01 03:03:00,-9.092,-8.810,10.689,8.965,19.515,-2.487,0.317,13.193,12.026,8.981
2024-01-01 03:04:00,-8.586,-9.506,10.509,9.434,17.592,0.083,0.291,9.092,8.946,8.966
2024-01-01 03:05:00,-8.122,-8.924,10.990,10.818,19.904,1.834,-1.552,8.037,10.403,8.180
2024-01-01 03:06:00,-8.870,-9.628,10.458,11.202,19.313,-0.942,-1.118,7.756,12.039,7.982
2024-01-01 03:07:00,-8.467,-10.574,11.067,11.112,17.197,0.150,0.450,11.500,11.333,8.910
2024-01-01 03:08:00,-8.285,-9.168,9.515,7.827,18.776,1.547,0.858,10.064,9.167,8.539
2024-01-01 03:09:00,-9.314,-9.121,9.197,11.245,12.742,-0.216,-2.106,8.808,8.829,7.007
2024-01-01 03:10:00,-10.066,-11.715,11.114,9.456,19.438,0.022,-0.843,10.666,10.304,8.888
2024-01-01 03:11:00,-8.357,-8.042,12.480,8.024,22.451,-1.506,-0.061,10.896,10.245,7.651
2024-01-01 03:12:00,-9.337,-9.949,6.840,10.299,21.506,-0.356,1.226,14.253,10.402,9.433
2024-01-01 03:13:00,-11.208,-8.773,9.374,7.776,16.765,1.674,-0.702,11.173,14.353,7.003
2024-01-01 03:14:00,-8.582,-9.175,13.067,10.347,20.234,2.398,0.282,10.739,14.060,10.056
2024-01-01 03:15:00,-10.150,-9.593,9.449,8.123,22.875,-1.291,0.989,13.264,9.938,7.420
2024-01-01 03:16:00,-10.167,-9.650,10.630,9.688,18.304,0.832,-2.214,11.457,11.589,8.359
2024-01-01 03:17:00,-9.011,-10.576,9.454,10.577,17.266,-0.182,3.949,9.576,11.699,9.659
2024-01-01 03:18:00,-8.548,-8.192,9.239,9.398,20.451,-0.957,-0.744,11.208,10.377,10.172
2024-01-01 03:19:00,-10.348,-8.920,11.357,12.058,14.986,0.848,0.720,7.355,8.541,8.749
2024-01-01 03:20:00,-9.345,-7.875,10.802,11.248,16.823,-0.285,1.692,10.898,11.360,5.853
2024-01-01 03:21:00,-7.919,-10.498,10.722,11.745,18.034,2.256,-0.059,11.284,10.036,9.352
2024-01-01 03:22:00,-8.717,-9.727,9.129,11.498,16.444,-0.817,0.435,13.246,10.636,11.365
2024-01-01 03:23:00,-8.399,-10.990,7.577,11.561,19.837,0.160,1.165,7.156,9.694,7.525
2024-01-01 03:24:00,-9.594,-9.742,11.028,10.277,18.266,1.150,0.487,8.125,10.167,8.506
2024-01-01 03:25:00,-8.968,-10.789,9.818,11.432,18.514,-0.089,-1.201,9.691,9.000,8.345
2024-01-01 03:26:00,-7.989,-9.300,10.497,8.154,19.649,0.941,1.434,10.700,8.747,9.345
2024-01-01 03:27:00,-9.434,-9.884,9.024,9.686,17.719,0.858,-1.266,9.001,7.342,7.598
2024-01-01 03:28:00,-9.314,-9.073,13.382,9.214,17.633,-0.068,-0.292,7.887,7.686,7.310
2024-01-01 03:29:00,-7.705,-9.176,8.346,10.861,19.756,0.797,-1.302,10.764,11.741,7.413
2024-01-01 03:30:00,-10.071,-9.940,7.975,8.318,18.954,0.016,-0.134,11.504,9.763,7.340
2024-01-01 03:31:00,-8.257,-10.847,12.797,10.866,16.547,0.365,-1.970,6.936,9.244,7.593
2024-01-01 03:32:00,-8.943,-7.938,8.972,9.853,15.563,0.204,-3.009,12.225,9.692,7.884
2024-01-01 03:33:00,-9.665,-10.461,10.377,9.735,16.867,0.485,-0.084,11.553,11.285,9.170
2024-01-01 03:34:00,-8.605,-10.839,9.092,9.627,21.413,-0.038,0.665,8.036,12.970,7.237
2024-01-01 03:35:00,-7.810,-9.874,10.797,11.749,21.440,-1.193,-0.767,9.901,8.470,9.207
2024-01-01 03:36:00,-9.099,-8.215,10.627,11.634,17.975,0.129,0.299,9.876,9.258,10.468
2024-01-01 03:37:00,-10.014,-8.301,9.132,11.685,19.493,0.832,0.563,11.105,8.885,10.950
2024-01-01 03:38:00,-9.532,-9.610,9.222,11.113,17.446,-1.409,0.600,11.110,10.395,10.292
2024-01-01 03:39:00,-8.977,-9.397,10.814,10.998,17.729,0.330,-1.059,9.895,11.542,9.087
2024-01-01 03:40:00,-10.072,-9.357,11.083,8.055,21.814,-0.350,-1.272,7.194,8.862,9.500
2024-01-01 03:41:00,-10.513,-9.299,6.166,10.801,16.282,0.037,1.829,9.997,11.572,7.905
2024-01-01 03:42:00,-10.133,-10.524,7.144,10.284,20.398,-0.900,1.365,8.324,9.517,9.992
2024-01-01 03:43:00,-10.474,-8.726,11.775,14.588,19.818,-1.617,0.208,13.046,8.784,8.456
2024-01-01 03:44:00,-10.157,-11.641,8.189,8.420,21.081,-0.126,-0.456,9.319,8.259,7.954
2024-01-01 03:45:00,-9.636,-9.261,11.409,8.536,18.566,0.952,0.616,9.165,8.205,7.335
2024-01-01 03:46:00,-9.493,-8.834,9.753,8.012,20.718,-2.146,-2.175,9.458,13.370,7.105
2024-01-01 03:47:00,-9.201,-9.306,9.906,9.350,19.121,0.520,1.821,11.407,9.558,8.653
2024-01-01 03:48:00,-9.101,-10.885,11.166,10.087,20.908,-0.424,-0.514,12.741,8.540,8.096
2024-01-01 03:49:00,-10.117,-9.220,9.971,10.339,21.769,-0.912,-0.887,9.427,12.655,10.092
2024-01-01 03:50:00,-8.461,-8.935,10.849,10.199,16.177,-1.244,-1.391,13.326,10.866,8.621
2024-01-01 03:51:00,-9.320,-10.103,7.373,8.071,22.261,-0.689,1.936,10.411,11.981,9.289
2024-01-01 03:52:00,-7.754,-8.839,12.052,12.307,16.705,0.431,0.656,11.837,9.790,8.205
2024-01-01 03:53:00,-8.032,-7.638,12.262,14.447,22.115,0.175,0.242,8.780,9.799,6.518
2024-01-01 03:54:00,-8.114,-10.011,8.386,12.041,18.850,0.553,-0.698,7.867,10.213,9.086
2024-01-01 03:55:00,-7.931,-10.659,9.510,8.384,18.752,-0.224,1.108,8.733,8.520,9.086
2024-01-01 03:56:00,-8.394,-10.989,7.864,11.468,23.816,0.018,-0.189,8.678,8.531,7.656
2024-01-01 03:57:00,-10.521,-10.771,11.563,12.289,13.054,-0.086,-2.153,7.729,10.546,7.833
2024-01-01 03:58:00,-9.039,-11.720,13.067,10.882,23.519,0.128,2.819,12.400,8.531,7.084
2024-01-01 03:59:00,-10.319,-9.532,10.571,10.398,18.324,-1.390,0.324,8.375,13.428,9.571
2024-01-01 04:00:00,-12.055,-8.506,9.133,10.724,21.392,-1.254,-0.262,9.899,11.160,7.337
2024-01-01 04:01:00,-10.173,-10.838,9.198,9.509,20.074,0.277,-1.598,7.718,10.863,8.368
2024-01-01 04:02:00,-10.105,-8.794,10.013,10.618,17.836,-0.354,-2.708,7.763,4.099,7.520
2024-01-01 04:03:00,-10.017,-9.263,11.747,10.684,20.321,-0.240,0.539,11.555,10.263,10.066
2024-01-01 04:04:00,-9.680,-11.133,8.487,11.291,18.560,-1.584,-0.456,8.227,9.543,9.307
2024-01-01 04:05:00,-10.255,-9.415,11.039,11.456,16.396,-1.867,0.674,9.390,10.421,4.593
2024-01-01 04:06:00,-8.690,-9.036,9.726,9.772,20.516,-0.219,-1.478,14.407,6.292,6.884
