timestamp,BESSMariaElena,SEMariaElena
2024-01-01 01:28:00,2.088,0.000
2024-01-01 01:29:00,2.023,0.000
2024-01-01 01:30:00,1.958,0.000
2024-01-01 01:31:00,1.893,0.000
2024-01-01 01:32:00,1.828,0.000
2024-01-01 01:33:00,1.763,0.000
2024-01-01 01:34:00,1.698,0.000
2024-01-01 01:35:00,1.633,0.000
2024-01-01 01:36:00,1.568,0.000
2024-01-01 01:37:00,1.503,0.000
2024-01-01 01:38:00,1.438,0.000
2024-01-01 01:39:00,1.373,0.000
2024-01-01 01:40:00,1.307,0.000
2024-01-01 01:41:00,1.242,0.000
2024-01-01 01:42:00,1.177,0.000
2024-01-01 01:43:00,1.112,0.000
2024-01-01 01:44:00,1.046,0.000
2024-01-01 01:45:00,0.981,0.000
2024-01-01 01:46:00,0.916,0.000
2024-01-01 01:47:00,0.850,0.000
2024-01-01 01:48:00,0.785,0.000
2024-01-01 01:49:00,0.720,0.000
2024-01-01 01:50:00,0.654,0.000
2024-01-01 01:51:00,0.589,0.000
2024-01-01 01:52:00,0.523,0.000
2024-01-01 01:53:00,0.458,0.000
2024-01-01 01:54:00,0.393,0.000
2024-01-01 01:55:00,0.327,0.000
2024-01-01 01:56:00,0.262,0.000
2024-01-01 01:57:00,0.196,0.000
2024-01-01 01:58:00,0.131,0.000
2024-01-01 01:59:00,0.065,0.000
2024-01-01 02:00:00,0.000,0.000
2024-01-01 02:01:00,-0.065,0.000
2024-01-01 02:02:00,-0.131,0.000
2024-01-01 02:03:00,-0.196,0.000
2024-01-01 02:04:00,-0.262,0.000
2024-01-01 02:05:00,-0.327,0.000
2024-01-01 02:06:00,-0.393,0.000
2024-01-01 02:07:00,-0.458,0.000
2024-01-01 02:08:00,-0.523,0.000
2024-01-01 02:09:00,-0.589,0.000
2024-01-01 02:10:00,-0.654,0.000
2024-01-01 02:11:00,-0.720,0.000
2024-01-01 02:12:00,-0.785,0.000
2024-01-01 02:13:00,-0.850,0.000
2024-01-01 02:14:00,-0.916,0.000
2024-01-01 02:15:00,-0.981,0.000
2024-01-01 02:16:00,-1.046,0.000
2024-01-01 02:17:00,-1.112,0.000
2024-01-01 02:18:00,-1.177,0.000
2024-01-01 02:19:00,-1.242,0.000
2024-01-01 02:20:00,-1.307,0.000
2024-01-01 02:21:00,-1.373,0.000
2024-01-01 02:22:00,-1.438,0.000
2024-01-01 02:23:00,-1.503,0.000
2024-01-01 02:24:00,-1.568,0.000
2024-01-01 02:25:00,-1.633,0.000
2024-01-01 02:26:00,-1.698,0.000
2024-01-01 02:27:00,-1.763,0.000
2024-01-01 02:28:00,-1.828,0.000
2024-01-01 02:29:00,-1.893,0.000
2024-01-01 02:30:00,-1.958,0.000
2024-01-01 02:31:00,-2.023,0.000
2024-01-01 02:32:00,-2.088,0.000
2024-01-01 02:33:00,-2.152,0.000
2024-01-01 02:34:00,-2.217,0.000
2024-01-01 02:35:00,-2.282,0.000
2024-01-01 02:36:00,-2.347,0.000
2024-01-01 02:37:00,-2.411,0.000
2024-01-01 02:38:00,-2.476,0.000
2024-01-01 02:39:00,-2.540,0.000
2024-01-01 02:40:00,-2.605,0.000
2024-01-01 02:41:00,-2.669,0.000
2024-01-01 02:42:00,-2.734,0.000
2024-01-01 02:43:00,-2.798,0.000
2024-01-01 02:44:00,-2.862,0.000
2024-01-01 02:45:00,-2.926,0.000
2024-01-01 02:46:00,-2.991,0.000
2024-01-01 02:47:00,-3.055,0.000
2024-01-01 02:48:00,-3.119,0.000
2024-01-01 02:49:00,-3.183,0.000
2024-01-01 02:50:00,-3.247,0.000
2024-01-01 02:51:00,-3.310,0.000
2024-01-01 02:52:00,-3.374,0.000
2024-01-01 02:53:00,-3.438,0.000
2024-01-01 02:54:00,-3.502,0.000
2024-01-01 02:55:00,-3.565,0.000
2024-01-01 02:56:00,-3.629,0.000
2024-01-01 02:57:00,-3.692,0.000
2024-01-01 02:58:00,-3.756,0.000
2024-01-01 02:59:00,-3.819,0.000
2024-01-01 03:00:00,-3.882,0.000
2024-01-01 03:01:00,-3.945,0.000
2024-01-01 03:02:00,-4.009,0.000
2024-01-01 03:03:00,-4.072,0.000
2024-01-01 03:04:00,-4.135,0.000
2024-01-01 03:05:00,-4.197,0.000
2024-01-01 03:06:00,-4.260,0.000
2024-01-01 03:07:00,-4.323,0.000
2024-01-01 03:08:00,-4.386,0.000
2024-01-01 03:09:00,-4.448,0.000
2024-01-01 03:10:00,-4.511,0.000
2024-01-01 03:11:00,-4.573,0.000
2024-01-01 03:12:00,-4.635,0.000
2024-01-01 03:13:00,-4.697,0.000
2024-01-01 03:14:00,-4.760,0.000
2024-01-01 03:15:00,-4.822,0.000
2024-01-01 03:16:00,-4.884,0.000
2024-01-01 03:17:00,-4.945,0.000
2024-01-01 03:18:00,-5.007,0.000
2024-01-01 03:19:00,-5.069,0.000
2024-01-01 03:20:00,-5.130,0.000
2024-01-01 03:21:00,-5.192,0.000
2024-01-01 03:22:00,-5.253,0.000
2024-01-01 03:23:00,-5.314,0.000
2024-01-01 03:24:00,-5.376,0.000
2024-01-01 03:25:00,-5.437,0.000
2024-01-01 03:26:00,-5.498,0.000
2024-01-01 03:27:00,-5.558,0.000
2024-01-01 03:28:00,-5.619,0.000
2024-01-01 03:29:00,-5.680,0.000
2024-01-01 03:30:00,-5.740,0.000
2024-01-01 03:31:00,-5.801,0.000
2024-01-01 03:32:00,-5.861,0.000
2024-01-01 03:33:00,-5.921,0.000
2024-01-01 03:34:00,-5.981,0.000
2024-01-01 03:35:00,-6.041,0.000
2024-01-01 03:36:00,-6.101,0.000
2024-01-01 03:37:00,-6.161,0.000
2024-01-01 03:38:00,-6.220,0.000
2024-01-01 03:39:00,-6.280,0.000
2024-01-01 03:40:00,-6.339,0.000
2024-01-01 03:41:00,-6.399,0.000
2024-01-01 03:42:00,-6.458,0.000
2024-01-01 03:43:00,-6.517,0.000
2024-01-01 03:44:00,-6.576,0.000
2024-01-01 03:45:00,-6.634,0.000
2024-01-01 03:46:00,-6.693,0.000
2024-01-01 03:47:00,-6.751,0.000
2024-01-01 03:48:00,-6.810,0.000
2024-01-01 03:49:00,-6.868,0.000
2024-01-01 03:50:00,-6.926,0.000
2024-01-01 03:51:00,-6.984,0.000
2024-01-01 03:52:00,-7.042,0.000
2024-01-01 03:53:00,-7.100,0.000
2024-01-01 03:54:00,-7.157,0.000
2024-01-01 03:55:00,-7.215,0.000
2024-01-01 03:56:00,-7.272,0.000
2024-01-01 03:57:00,-7.329,0.000
2024-01-01 03:58:00,-7.386,0.000
2024-01-01 03:59:00,-7.443,0.000
2024-01-01 04:00:00,-7.500,0.000
2024-01-01 04:01:00,-7.557,0.000
2024-01-01 04:02:00,-7.613,0.000
2024-01-01 04:03:00,-7.669,0.000
2024-01-01 04:04:00,-7.726,0.000
2024-01-01 04:05:00,-7.782,0.000
2024-01-01 04:06:00,-7.837,0.000
2024-01-01 04:07:00,-7.893,0.000
2024-01-01 04:08:00,-7.949,0.000
2024-01-01 04:09:00,-8.004,0.000
2024-01-01 04:10:00,-8.059,0.000
2024-01-01 04:11:00,-8.115,0.000
2024-01-01 04:12:00,-8.170,0.000
2024-01-01 04:13:00,-8.224,0.000
2024-01-01 04:14:00,-8.279,0.000
2024-01-01 04:15:00,-8.334,0.000
2024-01-01 04:16:00,-8.388,0.000
2024-01-01 04:17:00,-8.442,0.000
2024-01-01 04:18:00,-8.496,0.000
2024-01-01 04:19:00,-8.550,0.000
2024-01-01 04:20:00,-8.604,0.000
2024-01-01 04:21:00,-8.657,0.000
2024-01-01 04:22:00,-8.711,0.000
2024-01-01 04:23:00,-8.764,0.000
2024-01-01 04:24:00,-8.817,0.000
2024-01-01 04:25:00,-8.870,0.000
2024-01-01 04:26:00,-8.922,0.000
2024-01-01 04:27:00,-8.975,0.000
2024-01-01 04:28:00,-9.027,0.000
2024-01-01 04:29:00,-9.079,0.000
2024-01-01 04:30:00,-9.131,0.000
2024-01-01 04:31:00,-9.183,0.000
2024-01-01 04:32:00,-9.235,0.000
2024-01-01 04:33:00,-9.286,0.000
2024-01-01 04:34:00,-9.338,0.000
2024-01-01 04:35:00,-9.389,0.000
2024-01-01 04:36:00,-9.440,0.000
2024-01-01 04:37:00,-9.491,0.000
2024-01-01 04:38:00,-9.541,0.000
2024-01-01 04:39:00,-9.592,0.000
2024-01-01 04:40:00,-9.642,0.000
2024-01-01 04:41:00,-9.692,0.000
2024-01-01 04:42:00,-9.742,0.000
2024-01-01 04:43:00,-9.791,0.000
2024-01-01 04:44:00,-9.841,0.000
2024-01-01 04:45:00,-9.890,0.000
2024-01-01 04:46:00,-9.939,0.000
2024-01-01 04:47:00,-9.988,0.000
2024-01-01 04:48:00,-10.037,0.000
2024-01-01 04:49:00,-10.086,0.000
2024-01-01 04:50:00,-10.134,0.000
2024-01-01 04:51:00,-10.182,0.000
2024-01-01 04:52:00,-10.230,0.001
2024-01-01 04:53:00,-10.278,0.001
2024-01-01 04:54:00,-10.325,0.001
2024-01-01 04:55:00,-10.373,0.001
2024-01-01 04:56:00,-10.420,0.001
2024-01-01 04:57:00,-10.467,0.001
2024-01-01 04:58:00,-10.514,0.001
2024-01-01 04:59:00,-10.560,0.001
2024-01-01 05:00:00,-10.607,0.001
2024-01-01 05:01:00,-10.653,0.001
2024-01-01 05:02:00,-10.699,0.001
2024-01-01 05:03:00,-10.745,0.001
2024-01-01 05:04:00,-10.790,0.001
2024-01-01 05:05:00,-10.835,0.001
2024-01-01 05:06:00,-10.881,0.001
2024-01-01 05:07:00,-10.926,0.001
2024-01-01 05:08:00,-10.970,0.001
2024-01-01 05:09:00,-11.015,0.001
2024-01-01 05:10:00,-11.059,0.001
2024-01-01 05:11:00,-11.103,0.001
2024-01-01 05:12:00,-11.147,0.001
2024-01-01 05:13:00,-11.191,0.001
2024-01-01 05:14:00,-11.234,0.001
2024-01-01 05:15:00,-11.278,0.001
2024-01-01 05:16:00,-11.321,0.001
2024-01-01 05:17:00,-11.363,0.001
2024-01-01 05:18:00,-11.406,0.001
2024-01-01 05:19:00,-11.448,0.001
2024-01-01 05:20:00,-11.491,0.001
2024-01-01 05:21:00,-11.533,0.001
2024-01-01 05:22:00,-11.574,0.002
2024-01-01 05:23:00,-11.616,0.002
2024-01-01 05:24:00,-11.657,0.002
2024-01-01 05:25:00,-11.698,0.002
2024-01-01 05:26:00,-11.739,0.002
2024-01-01 05:27:00,-11.780,0.002
2024-01-01 05:28:00,-11.820,0.002
2024-01-01 05:29:00,-11.860,0.002
2024-01-01 05:30:00,-11.900,0.002
2024-01-01 05:31:00,-11.940,0.002
2024-01-01 05:32:00,-11.980,0.002
2024-01-01 05:33:00,-12.019,0.002
2024-01-01 05:34:00,-12.058,0.002
2024-01-01 05:35:00,-12.097,0.002
2024-01-01 05:36:00,-12.135,0.003
2024-01-01 05:37:00,-12.174,0.003
2024-01-01 05:38:00,-12.212,0.003
2024-01-01 05:39:00,-12.250,0.003
2024-01-01 05:40:00,-12.287,0.003
2024-01-01 05:41:00,-12.325,0.003
2024-01-01 05:42:00,-12.362,0.003
2024-01-01 05:43:00,-12.399,0.003
2024-01-01 05:44:00,-12.436,0.003
2024-01-01 05:45:00,-12.472,0.003
2024-01-01 05:46:00,-12.508,0.004
2024-01-01 05:47:00,-12.544,0.004
2024-01-01 05:48:00,-12.580,0.004
2024-01-01 05:49:00,-12.616,0.004
2024-01-01 05:50:00,-12.651,0.004
2024-01-01 05:51:00,-12.686,0.004
2024-01-01 05:52:00,-12.721,0.004
2024-01-01 05:53:00,-12.755,0.005
2024-01-01 05:54:00,-12.790,0.005
2024-01-01 05:55:00,-12.824,0.005
2024-01-01 05:56:00,-12.858,0.005
2024-01-01 05:57:00,-12.891,0.005
2024-01-01 05:58:00,-12.924,0.005
2024-01-01 05:59:00,-12.958,0.006
2024-01-01 06:00:00,-12.990,0.006
2024-01-01 06:01:00,-13.023,0.006
2024-01-01 06:02:00,-13.055,0.006
2024-01-01 06:03:00,-13.087,0.006
2024-01-01 06:04:00,-13.119,0.007
2024-01-01 06:05:00,-13.151,0.007
2024-01-01 06:06:00,-13.182,0.007
2024-01-01 06:07:00,-13.213,0.007
2024-01-01 06:08:00,-13.244,0.007
2024-01-01 06:09:00,-13.275,0.008
2024-01-01 06:10:00,-13.305,0.008
2024-01-01 06:11:00,-13.335,0.008
2024-01-01 06:12:00,-13.365,0.009
2024-01-01 06:13:00,-13.395,0.009
2024-01-01 06:14:00,-13.424,0.009
2024-01-01 06:15:00,-13.453,0.009
2024-01-01 06:16:00,-13.482,0.010
2024-01-01 06:17:00,-13.510,0.010
2024-01-01 06:18:00,-13.539,0.010
2024-01-01 06:19:00,-13.567,0.011
2024-01-01 06:20:00,-13.595,0.011
2024-01-01 06:21:00,-13.622,0.011
2024-01-01 06:22:00,-13.649,0.012
2024-01-01 06:23:00,-13.676,0.012
2024-01-01 06:24:00,-13.703,0.013
2024-01-01 06:25:00,-13.730,0.013
2024-01-01 06:26:00,-13.756,0.013
2024-01-01 06:27:00,-13.782,0.014
2024-01-01 06:28:00,-13.808,0.014
2024-01-01 06:29:00,-13.833,0.015
2024-01-01 06:30:00,-13.858,0.015
2024-01-01 06:31:00,-13.883,0.016
2024-01-01 06:32:00,-13.908,0.016
2024-01-01 06:33:00,-13.932,0.017
2024-01-01 06:34:00,-13.956,0.017
2024-01-01 06:35:00,-13.980,0.018
2024-01-01 06:36:00,-14.004,0.018
2024-01-01 06:37:00,-14.027,0.019
2024-01-01 06:38:00,-14.050,0.019
2024-01-01 06:39:00,-14.073,0.020
2024-01-01 06:40:00,-14.095,0.021
2024-01-01 06:41:00,-14.118,0.021
2024-01-01 06:42:00,-14.140,0.022
2024-01-01 06:43:00,-14.161,0.023
2024-01-01 06:44:00,-14.183,0.023
2024-01-01 06:45:00,-14.204,0.024
2024-01-01 06:46:00,-14.225,0.025
2024-01-01 06:47:00,-14.245,0.025
2024-01-01 06:48:00,-14.266,0.026
2024-01-01 06:49:00,-14.286,0.027
2024-01-01 06:50:00,-14.306,0.028
2024-01-01 06:51:00,-14.325,0.029
2024-01-01 06:52:00,-14.345,0.030
2024-01-01 06:53:00,-14.364,0.030
2024-01-01 06:54:00,-14.382,0.031
2024-01-01 06:55:00,-14.401,0.032
2024-01-01 06:56:00,-14.419,0.033
2024-01-01 06:57:00,-14.437,0.034
2024-01-01 06:58:00,-14.454,0.035
2024-01-01 06:59:00,-14.472,0.036
2024-01-01 07:00:00,-14.489,0.037
2024-01-01 07:01:00,-14.506,0.039
2024-01-01 07:02:00,-14.522,0.040
2024-01-01 07:03:00,-14.538,0.041
2024-01-01 07:04:00,-14.554,0.042
2024-01-01 07:05:00,-14.570,0.043
2024-01-01 07:06:00,-14.586,0.045
2024-01-01 07:07:00,-14.601,0.046
2024-01-01 07:08:00,-14.616,0.047
2024-01-01 07:09:00,-14.630,0.048
2024-01-01 07:10:00,-14.644,0.050
2024-01-01 07:11:00,-14.658,0.051
2024-01-01 07:12:00,-14.672,0.053
2024-01-01 07:13:00,-14.686,0.054
2024-01-01 07:14:00,-14.699,0.056
2024-01-01 07:15:00,-14.712,0.057
2024-01-01 07:16:00,-14.724,0.059
2024-01-01 07:17:00,-14.737,0.061
2024-01-01 07:18:00,-14.749,0.063
2024-01-01 07:19:00,-14.761,0.064
2024-01-01 07:20:00,-14.772,0.066
2024-01-01 07:21:00,-14.783,0.068
2024-01-01 07:22:00,-14.794,0.070
2024-01-01 07:23:00,-14.805,0.072
2024-01-01 07:24:00,-14.815,0.074
2024-01-01 07:25:00,-14.825,0.076
2024-01-01 07:26:00,-14.835,0.078
2024-01-01 07:27:00,-14.845,0.080
2024-01-01 07:28:00,-14.854,0.082
2024-01-01 07:29:00,-14.863,0.085
2024-01-01 07:30:00,-14.872,0.087
2024-01-01 07:31:00,-14.880,0.089
2024-01-01 07:32:00,-14.888,0.092
2024-01-01 07:33:00,-14.896,0.094
2024-01-01 07:34:00,-14.904,0.097
2024-01-01 07:35:00,-14.911,0.099
2024-01-01 07:36:00,-14.918,0.102
2024-01-01 07:37:00,-14.925,0.105
2024-01-01 07:38:00,-14.931,0.108
2024-01-01 07:39:00,-14.937,0.111
2024-01-01 07:40:00,-14.943,0.114
2024-01-01 07:41:00,-14.948,0.117
2024-01-01 07:42:00,-14.954,0.120
2024-01-01 07:43:00,-14.959,0.123
2024-01-01 07:44:00,-14.963,0.126
2024-01-01 07:45:00,-14.968,0.130
2024-01-01 07:46:00,-14.972,0.133
2024-01-01 07:47:00,-14.976,0.136
2024-01-01 07:48:00,-14.979,0.140
2024-01-01 07:49:00,-14.983,0.144
2024-01-01 07:50:00,-14.986,0.147
2024-01-01 07:51:00,-14.988,0.151
2024-01-01 07:52:00,-14.991,0.155
2024-01-01 07:53:00,-14.993,0.159
2024-01-01 07:54:00,-14.995,0.163
2024-01-01 07:55:00,-14.996,0.167
2024-01-01 07:56:00,-14.998,0.172
2024-01-01 07:57:00,-14.999,0.176
2024-01-01 07:58:00,-14.999,0.181
2024-01-01 07:59:00,-15.000,0.185
2024-01-01 08:00:00,-15.000,0.190
2024-01-01 08:01:00,-15.000,0.195
2024-01-01 08:02:00,-14.999,0.200
2024-01-01 08:03:00,-14.999,0.205
2024-01-01 08:04:00,-14.998,0.210
2024-01-01 08:05:00,-14.996,0.215
2024-01-01 08:06:00,-14.995,0.220
2024-01-01 08:07:00,-14.993,0.226
2024-01-01 08:08:00,-14.991,0.232
2024-01-01 08:09:00,-14.988,0.237
2024-01-01 08:10:00,-14.986,0.243
2024-01-01 08:11:00,-14.983,0.249
2024-01-01 08:12:00,-14.979,0.255
2024-01-01 08:13:00,-14.976,0.261
2024-01-01 08:14:00,-14.972,0.268
2024-01-01 08:15:00,-14.968,0.274
2024-01-01 08:16:00,-14.963,0.281
2024-01-01 08:17:00,-14.959,0.288
2024-01-01 08:18:00,-14.954,0.295
2024-01-01 08:19:00,-14.948,0.302
2024-01-01 08:20:00,-14.943,0.309
2024-01-01 08:21:00,-14.937,0.316
2024-01-01 08:22:00,-14.931,0.324
2024-01-01 08:23:00,-14.925,0.331
2024-01-01 08:24:00,-14.918,0.339
2024-01-01 08:25:00,-14.911,0.347
2024-01-01 08:26:00,-14.904,0.355
2024-01-01 08:27:00,-14.896,0.364
2024-01-01 08:28:00,-14.888,0.372
2024-01-01 08:29:00,-14.880,0.381
2024-01-01 08:30:00,-14.872,0.390
2024-01-01 08:31:00,-14.863,0.399
2024-01-01 08:32:00,-14.854,0.408
2024-01-01 08:33:00,-14.845,0.417
2024-01-01 08:34:00,-14.835,0.427
2024-01-01 08:35:00,-14.825,0.437
2024-01-01 08:36:00,-14.815,0.447
2024-01-01 08:37:00,-14.805,0.457
2024-01-01 08:38:00,-14.794,0.467
2024-01-01 08:39:00,-14.783,0.478
2024-01-01 08:40:00,-14.772,0.488
2024-01-01 08:41:00,-14.761,0.499
2024-01-01 08:42:00,-14.749,0.511
2024-01-01 08:43:00,-14.737,0.522
2024-01-01 08:44:00,-14.724,0.534
2024-01-01 08:45:00,-14.712,0.545
2024-01-01 08:46:00,-14.699,0.557
2024-01-01 08:47:00,-14.686,0.570
2024-01-01 08:48:00,-14.672,0.582
2024-01-01 08:49:00,-14.658,0.595
2024-01-01 08:50:00,-14.644,0.608
2024-01-01 08:51:00,-14.630,0.621
2024-01-01 08:52:00,-14.616,0.635
2024-01-01 08:53:00,-14.601,0.648
2024-01-01 08:54:00,-14.586,0.662
2024-01-01 08:55:00,-14.570,0.676
2024-01-01 08:56:00,-14.554,0.691
2024-01-01 08:57:00,-14.538,0.706
2024-01-01 08:58:00,-14.522,0.721
2024-01-01 08:59:00,-14.506,0.736
2024-01-01 09:00:00,-14.489,0.751
2024-01-01 09:01:00,-14.472,0.767
2024-01-01 09:02:00,-14.454,0.783
2024-01-01 09:03:00,-14.437,0.800
2024-01-01 09:04:00,-14.419,0.816
2024-01-01 09:05:00,-14.401,0.833
2024-01-01 09:06:00,-14.382,0.850
2024-01-01 09:07:00,-14.364,0.868
2024-01-01 09:08:00,-14.345,0.886
2024-01-01 09:09:00,-14.325,0.904
2024-01-01 09:10:00,-14.306,0.922
2024-01-01 09:11:00,-14.286,0.941
2024-01-01 09:12:00,-14.266,0.960
2024-01-01 09:13:00,-14.245,0.979
2024-01-01 09:14:00,-14.225,0.999
2024-01-01 09:15:00,-14.204,1.019
2024-01-01 09:16:00,-14.183,1.039
2024-01-01 09:17:00,-14.161,1.060
2024-01-01 09:18:00,-14.140,1.081
2024-01-01 09:19:00,-14.118,1.102
2024-01-01 09:20:00,-14.095,1.124
2024-01-01 09:21:00,-14.073,1.146
2024-01-01 09:22:00,-14.050,1.168
2024-01-01 09:23:00,-14.027,1.191
2024-01-01 09:24:00,-14.004,1.214
2024-01-01 09:25:00,-13.980,1.238
2024-01-01 09:26:00,-13.956,1.261
2024-01-01 09:27:00,-13.932,1.286
2024-01-01 09:28:00,-13.908,1.310
2024-01-01 09:29:00,-13.883,1.335
2024-01-01 09:30:00,-13.858,1.360
2024-01-01 09:31:00,-13.833,1.386
2024-01-01 09:32:00,-13.808,1.412
2024-01-01 09:33:00,-13.782,1.439
2024-01-01 09:34:00,-13.756,1.466
2024-01-01 09:35:00,-13.730,1.493
2024-01-01 09:36:00,-13.703,1.521
2024-01-01 09:37:00,-13.676,1.549
2024-01-01 09:38:00,-13.649,1.577
2024-01-01 09:39:00,-13.622,1.606
2024-01-01 09:40:00,-13.595,1.635
2024-01-01 09:41:00,-13.567,1.665
2024-01-01 09:42:00,-13.539,1.695
2024-01-01 09:43:00,-13.510,1.726
2024-01-01 09:44:00,-13.482,1.757
2024-01-01 09:45:00,-13.453,1.788
2024-01-01 09:46:00,-13.424,1.820
2024-01-01 09:47:00,-13.395,1.853
2024-01-01 09:48:00,-13.365,1.885
2024-01-01 09:49:00,-13.335,1.919
2024-01-01 09:50:00,-13.305,1.952
2024-01-01 09:51:00,-13.275,1.986
2024-01-01 09:52:00,-13.244,2.021
2024-01-01 09:53:00,-13.213,2.056
2024-01-01 09:54:00,-13.182,2.091
2024-01-01 09:55:00,-13.151,2.127
2024-01-01 09:56:00,-13.119,2.164
2024-01-01 09:57:00,-13.087,2.201
2024-01-01 09:58:00,-13.055,2.238
2024-01-01 09:59:00,-13.023,2.276
2024-01-01 10:00:00,-12.990,2.314
2024-01-01 10:01:00,-12.958,2.353
2024-01-01 10:02:00,-12.924,2.392
2024-01-01 10:03:00,-12.891,2.432
2024-01-01 10:04:00,-12.858,2.472
2024-01-01 10:05:00,-12.824,2.513
2024-01-01 10:06:00,-12.790,2.554
2024-01-01 10:07:00,-12.755,2.596
2024-01-01 10:08:00,-12.721,2.638
2024-01-01 10:09:00,-12.686,2.681
2024-01-01 10:10:00,-12.651,2.724
2024-01-01 10:11:00,-12.616,2.768
2024-01-01 10:12:00,-12.580,2.813
2024-01-01 10:13:00,-12.544,2.857
2024-01-01 10:14:00,-12.508,2.903
2024-01-01 10:15:00,-12.472,2.948
2024-01-01 10:16:00,-12.436,2.995
2024-01-01 10:17:00,-12.399,3.042
2024-01-01 10:18:00,-12.362,3.089
2024-01-01 10:19:00,-12.325,3.137
2024-01-01 10:20:00,-12.287,3.185
2024-01-01 10:21:00,-12.250,3.234
2024-01-01 10:22:00,-12.212,3.284
2024-01-01 10:23:00,-12.174,3.334
2024-01-01 10:24:00,-12.135,3.384
2024-01-01 10:25:00,-12.097,3.435
2024-01-01 10:26:00,-12.058,3.487
2024-01-01 10:27:00,-12.019,3.539
2024-01-01 10:28:00,-11.980,3.591
2024-01-01 10:29:00,-11.940,3.644
2024-01-01 10:30:00,-11.900,3.698
2024-01-01 10:31:00,-11.860,3.752
2024-01-01 10:32:00,-11.820,3.807
2024-01-01 10:33:00,-11.780,3.862
2024-01-01 10:34:00,-11.739,3.918
2024-01-01 10:35:00,-11.698,3.974
2024-01-01 10:36:00,-11.657,4.031
2024-01-01 10:37:00,-11.616,4.089
2024-01-01 10:38:00,-11.574,4.147
