timestamp,BESSMariaElena
2024-01-01 02:39:00,0.720
2024-01-01 02:40:00,0.760
2024-01-01 02:41:00,0.800
2024-01-01 02:42:00,0.840
2024-01-01 02:43:00,0.880
2024-01-01 02:44:00,0.920
2024-01-01 02:45:00,0.960
2024-01-01 02:46:00,1.000
2024-01-01 02:47:00,1.050
2024-01-01 02:48:00,1.090
2024-01-01 02:49:00,1.140
2024-01-01 02:50:00,1.190
2024-01-01 02:51:00,1.230
2024-01-01 02:52:00,1.280
2024-01-01 02:53:00,1.330
2024-01-01 02:54:00,1.380
2024-01-01 02:55:00,1.430
2024-01-01 02:56:00,1.490
2024-01-01 02:57:00,1.540
2024-01-01 02:58:00,1.590
2024-01-01 02:59:00,1.650
2024-01-01 03:00:00,1.700
2024-01-01 03:01:00,1.760
2024-01-01 03:02:00,1.820
2024-01-01 03:03:00,1.880
2024-01-01 03:04:00,1.940
2024-01-01 03:05:00,2.000
2024-01-01 03:06:00,2.060
2024-01-01 03:07:00,2.120
2024-01-01 03:08:00,2.180
2024-01-01 03:09:00,2.250
2024-01-01 03:10:00,2.310
2024-01-01 03:11:00,2.380
2024-01-01 03:12:00,2.450
2024-01-01 03:13:00,2.520
2024-01-01 03:14:00,2.580
2024-01-01 03:15:00,2.650
2024-01-01 03:16:00,2.720
2024-01-01 03:17:00,2.800
2024-01-01 03:18:00,2.870
2024-01-01 03:19:00,2.940
2024-01-01 03:20:00,3.020
2024-01-01 03:21:00,3.090
2024-01-01 03:22:00,3.170
2024-01-01 03:23:00,3.240
2024-01-01 03:24:00,3.320
2024-01-01 03:25:00,3.400
2024-01-01 03:26:00,3.480
2024-01-01 03:27:00,3.560
2024-01-01 03:28:00,3.640
2024-01-01 03:29:00,3.720
2024-01-01 03:30:00,3.810
2024-01-01 03:31:00,3.890
2024-01-01 03:32:00,3.970
2024-01-01 03:33:00,4.060
2024-01-01 03:34:00,4.150
2024-01-01 03:35:00,4.230
2024-01-01 03:36:00,4.320
2024-01-01 03:37:00,4.410
2024-01-01 03:38:00,4.500
2024-01-01 03:39:00,4.590
2024-01-01 03:40:00,4.680
2024-01-01 03:41:00,4.780
2024-01-01 03:42:00,4.870
2024-01-01 03:43:00,4.970
2024-01-01 03:44:00,5.060
2024-01-01 03:45:00,5.160
2024-01-01 03:46:00,5.250
2024-01-01 03:47:00,5.350
2024-01-01 03:48:00,5.450
2024-01-01 03:49:00,5.550
2024-01-01 03:50:00,5.650
2024-01-01 03:51:00,5.750
2024-01-01 03:52:00,5.850
2024-01-01 03:53:00,5.960
2024-01-01 03:54:00,6.060
2024-01-01 03:55:00,6.160
2024-01-01 03:56:00,6.270
2024-01-01 03:57:00,6.380
2024-01-01 03:58:00,6.480
2024-01-01 03:59:00,6.590
2024-01-01 04:00:00,6.700
2024-01-01 04:01:00,6.810
2024-01-01 04:02:00,6.920
2024-01-01 04:03:00,7.030
2024-01-01 04:04:00,7.140
2024-01-01 04:05:00,7.250
2024-01-01 04:06:00,7.370
2024-01-01 04:07:00,7.480
2024-01-01 04:08:00,7.600
2024-01-01 04:09:00,7.710
2024-01-01 04:10:00,7.830
2024-01-01 04:11:00,7.950
2024-01-01 04:12:00,8.070
2024-01-01 04:13:00,8.190
2024-01-01 04:14:00,8.310
2024-01-01 04:15:00,8.430
2024-01-01 04:16:00,8.550
2024-01-01 04:17:00,8.670
2024-01-01 04:18:00,8.790
2024-01-01 04:19:00,8.920
2024-01-01 04:20:00,9.040
2024-01-01 04:21:00,9.170
2024-01-01 04:22:00,9.290
2024-01-01 04:23:00,9.420
2024-01-01 04:24:00,9.550
2024-01-01 04:25:00,9.680
2024-01-01 04:26:00,9.810
2024-01-01 04:27:00,9.940
2024-01-01 04:28:00,10.070
2024-01-01 04:29:00,10.200
2024-01-01 04:30:00,10.330
2024-01-01 04:31:00,10.470
2024-01-01 04:32:00,10.600
2024-01-01 04:33:00,10.730
2024-01-01 04:34:00,10.870
2024-01-01 04:35:00,11.010
2024-01-01 04:36:00,11.140
2024-01-01 04:37:00,11.280
2024-01-01 04:38:00,11.420
2024-01-01 04:39:00,11.560
2024-01-01 04:40:00,11.700
2024-01-01 04:41:00,11.840
2024-01-01 04:42:00,11.980
2024-01-01 04:43:00,12.120
2024-01-01 04:44:00,12.260
2024-01-01 04:45:00,12.410
2024-01-01 04:46:00,12.550
2024-01-01 04:47:00,12.700
2024-01-01 04:48:00,12.840
2024-01-01 04:49:00,12.990
2024-01-01 04:50:00,13.140
2024-01-01 04:51:00,13.280
2024-01-01 04:52:00,13.430
2024-01-01 04:53:00,13.580
2024-01-01 04:54:00,13.730
2024-01-01 04:55:00,13.880
2024-01-01 04:56:00,14.030
2024-01-01 04:57:00,14.180
2024-01-01 04:58:00,14.340
2024-01-01 04:59:00,14.490
2024-01-01 05:00:00,14.640
2024-01-01 05:01:00,14.800
2024-01-01 05:02:00,14.950
2024-01-01 05:03:00,15.110
2024-01-01 05:04:00,15.270
2024-01-01 05:05:00,15.420
2024-01-01 05:06:00,15.580
2024-01-01 05:07:00,15.740
2024-01-01 05:08:00,15.900
2024-01-01 05:09:00,16.060
2024-01-01 05:10:00,16.220
2024-01-01 05:11:00,16.380
2024-01-01 05:12:00,16.540
2024-01-01 05:13:00,16.710
2024-01-01 05:14:00,16.870
2024-01-01 05:15:00,17.030
2024-01-01 05:16:00,17.200
2024-01-01 05:17:00,17.360
2024-01-01 05:18:00,17.530
2024-01-01 05:19:00,17.690
2024-01-01 05:20:00,17.860
2024-01-01 05:21:00,18.030
2024-01-01 05:22:00,18.200
2024-01-01 05:23:00,18.360
2024-01-01 05:24:00,18.530
2024-01-01 05:25:00,18.700
2024-01-01 05:26:00,18.870
2024-01-01 05:27:00,19.050
2024-01-01 05:28:00,19.220
2024-01-01 05:29:00,19.390
2024-01-01 05:30:00,19.560
2024-01-01 05:31:00,19.740
2024-01-01 05:32:00,19.910
2024-01-01 05:33:00,20.080
2024-01-01 05:34:00,20.260
2024-01-01 05:35:00,20.430
2024-01-01 05:36:00,20.610
2024-01-01 05:37:00,20.790
2024-01-01 05:38:00,20.960
2024-01-01 05:39:00,21.140
2024-01-01 05:40:00,21.320
2024-01-01 05:41:00,21.500
2024-01-01 05:42:00,21.680
2024-01-01 05:43:00,21.860
2024-01-01 05:44:00,22.040
2024-01-01 05:45:00,22.220
2024-01-01 05:46:00,22.400
2024-01-01 05:47:00,22.590
2024-01-01 05:48:00,22.770
2024-01-01 05:49:00,22.950
2024-01-01 05:50:00,23.140
2024-01-01 05:51:00,23.320
2024-01-01 05:52:00,23.500
2024-01-01 05:53:00,23.690
2024-01-01 05:54:00,23.880
2024-01-01 05:55:00,24.060
2024-01-01 05:56:00,24.250
2024-01-01 05:57:00,24.440
2024-01-01 05:58:00,24.620
2024-01-01 05:59:00,24.810
2024-01-01 06:00:00,25.000
2024-01-01 06:01:00,25.190
2024-01-01 06:02:00,25.380
2024-01-01 06:03:00,25.570
2024-01-01 06:04:00,25.760
2024-01-01 06:05:00,25.950
2024-01-01 06:06:00,26.140
2024-01-01 06:07:00,26.330
2024-01-01 06:08:00,26.530
2024-01-01 06:09:00,26.720
2024-01-01 06:10:00,26.910
2024-01-01 06:11:00,27.110
2024-01-01 06:12:00,27.300
2024-01-01 06:13:00,27.500
2024-01-01 06:14:00,27.690
2024-01-01 06:15:00,27.890
2024-01-01 06:16:00,28.080
2024-01-01 06:17:00,28.280
2024-01-01 06:18:00,28.470
2024-01-01 06:19:00,28.670
2024-01-01 06:20:00,28.870
2024-01-01 06:21:00,29.070
2024-01-01 06:22:00,29.270
2024-01-01 06:23:00,29.460
2024-01-01 06:24:00,29.660
2024-01-01 06:25:00,29.860
2024-01-01 06:26:00,30.060
2024-01-01 06:27:00,30.260
2024-01-01 06:28:00,30.460
2024-01-01 06:29:00,30.660
2024-01-01 06:30:00,30.870
2024-01-01 06:31:00,31.070
2024-01-01 06:32:00,31.270
2024-01-01 06:33:00,31.470
2024-01-01 06:34:00,31.670
2024-01-01 06:35:00,31.880
2024-01-01 06:36:00,32.080
2024-01-01 06:37:00,32.290
2024-01-01 06:38:00,32.490
2024-01-01 06:39:00,32.690
2024-01-01 06:40:00,32.900
2024-01-01 06:41:00,33.100
2024-01-01 06:42:00,33.310
2024-01-01 06:43:00,33.520
2024-01-01 06:44:00,33.720
2024-01-01 06:45:00,33.930
2024-01-01 06:46:00,34.130
2024-01-01 06:47:00,34.340
2024-01-01 06:48:00,34.550
2024-01-01 06:49:00,34.760
2024-01-01 06:50:00,34.960
2024-01-01 06:51:00,35.170
2024-01-01 06:52:00,35.380
2024-01-01 06:53:00,35.590
2024-01-01 06:54:00,35.800
2024-01-01 06:55:00,36.010
2024-01-01 06:56:00,36.220
2024-01-01 06:57:00,36.430
2024-01-01 06:58:00,36.640
2024-01-01 06:59:00,36.850
2024-01-01 07:00:00,37.060
2024-01-01 07:01:00,37.270
2024-01-01 07:02:00,37.480
2024-01-01 07:03:00,37.690
2024-01-01 07:04:00,37.900
2024-01-01 07:05:00,38.120
2024-01-01 07:06:00,38.330
2024-01-01 07:07:00,38.540
2024-01-01 07:08:00,38.750
2024-01-01 07:09:00,38.970
2024-01-01 07:10:00,39.180
2024-01-01 07:11:00,39.390
2024-01-01 07:12:00,39.600
2024-01-01 07:13:00,39.820
2024-01-01 07:14:00,40.030
2024-01-01 07:15:00,40.250
2024-01-01 07:16:00,40.460
2024-01-01 07:17:00,40.670
2024-01-01 07:18:00,40.890
2024-01-01 07:19:00,41.100
2024-01-01 07:20:00,41.320
2024-01-01 07:21:00,41.530
2024-01-01 07:22:00,41.750
2024-01-01 07:23:00,41.960
2024-01-01 07:24:00,42.180
2024-01-01 07:25:00,42.390
2024-01-01 07:26:00,42.610
2024-01-01 07:27:00,42.830
2024-01-01 07:28:00,43.040
2024-01-01 07:29:00,43.260
2024-01-01 07:30:00,43.470
2024-01-01 07:31:00,43.690
2024-01-01 07:32:00,43.910
2024-01-01 07:33:00,44.120
2024-01-01 07:34:00,44.340
2024-01-01 07:35:00,44.560
2024-01-01 07:36:00,44.770
2024-01-01 07:37:00,44.990
2024-01-01 07:38:00,45.210
2024-01-01 07:39:00,45.420
2024-01-01 07:40:00,45.640
2024-01-01 07:41:00,45.860
2024-01-01 07:42:00,46.080
2024-01-01 07:43:00,46.290
2024-01-01 07:44:00,46.510
2024-01-01 07:45:00,46.730
2024-01-01 07:46:00,46.950
2024-01-01 07:47:00,47.170
2024-01-01 07:48:00,47.380
2024-01-01 07:49:00,47.600
2024-01-01 07:50:00,47.820
2024-01-01 07:51:00,48.040
2024-01-01 07:52:00,48.260
2024-01-01 07:53:00,48.470
2024-01-01 07:54:00,48.690
2024-01-01 07:55:00,48.910
2024-01-01 07:56:00,49.130
2024-01-01 07:57:00,49.350
2024-01-01 07:58:00,49.560
2024-01-01 07:59:00,49.780
2024-01-01 08:00:00,50.000
2024-01-01 08:01:00,50.220
2024-01-01 08:02:00,50.440
2024-01-01 08:03:00,50.650
2024-01-01 08:04:00,50.870
2024-01-01 08:05:00,51.090
2024-01-01 08:06:00,51.310
2024-01-01 08:07:00,51.530
2024-01-01 08:08:00,51.740
2024-01-01 08:09:00,51.960
2024-01-01 08:10:00,52.180
2024-01-01 08:11:00,52.400
2024-01-01 08:12:00,52.620
2024-01-01 08:13:00,52.830
2024-01-01 08:14:00,53.050
2024-01-01 08:15:00,53.270
2024-01-01 08:16:00,53.490
2024-01-01 08:17:00,53.710
2024-01-01 08:18:00,53.920
2024-01-01 08:19:00,54.140
2024-01-01 08:20:00,54.360
2024-01-01 08:21:00,54.580
2024-01-01 08:22:00,54.790
2024-01-01 08:23:00,55.010
2024-01-01 08:24:00,55.230
2024-01-01 08:25:00,55.440
2024-01-01 08:26:00,55.660
2024-01-01 08:27:00,55.880
2024-01-01 08:28:00,56.090
2024-01-01 08:29:00,56.310
2024-01-01 08:30:00,56.530
2024-01-01 08:31:00,56.740
2024-01-01 08:32:00,56.960
2024-01-01 08:33:00,57.170
2024-01-01 08:34:00,57.390
2024-01-01 08:35:00,57.610
2024-01-01 08:36:00,57.820
2024-01-01 08:37:00,58.040
2024-01-01 08:38:00,58.250
2024-01-01 08:39:00,58.470
2024-01-01 08:40:00,58.680
2024-01-01 08:41:00,58.900
2024-01-01 08:42:00,59.110
2024-01-01 08:43:00,59.330
2024-01-01 08:44:00,59.540
2024-01-01 08:45:00,59.750
2024-01-01 08:46:00,59.970
2024-01-01 08:47:00,60.180
2024-01-01 08:48:00,60.400
2024-01-01 08:49:00,60.610
2024-01-01 08:50:00,60.820
2024-01-01 08:51:00,61.030
2024-01-01 08:52:00,61.250
2024-01-01 08:53:00,61.460
2024-01-01 08:54:00,61.670
2024-01-01 08:55:00,61.880
2024-01-01 08:56:00,62.100
2024-01-01 08:57:00,62.310
2024-01-01 08:58:00,62.520
2024-01-01 08:59:00,62.730
2024-01-01 09:00:00,62.940
2024-01-01 09:01:00,63.150
2024-01-01 09:02:00,63.360
2024-01-01 09:03:00,63.570
2024-01-01 09:04:00,63.780
2024-01-01 09:05:00,63.990
2024-01-01 09:06:00,64.200
2024-01-01 09:07:00,64.410
2024-01-01 09:08:00,64.620
2024-01-01 09:09:00,64.830
2024-01-01 09:10:00,65.040
2024-01-01 09:11:00,65.240
2024-01-01 09:12:00,65.450
2024-01-01 09:13:00,65.660
2024-01-01 09:14:00,65.870
2024-01-01 09:15:00,66.070
2024-01-01 09:16:00,66.280
2024-01-01 09:17:00,66.480
2024-01-01 09:18:00,66.690
2024-01-01 09:19:00,66.900
2024-01-01 09:20:00,67.100
2024-01-01 09:21:00,67.310
2024-01-01 09:22:00,67.510
2024-01-01 09:23:00,67.710
2024-01-01 09:24:00,67.920
2024-01-01 09:25:00,68.120
2024-01-01 09:26:00,68.330
2024-01-01 09:27:00,68.530
2024-01-01 09:28:00,68.730
2024-01-01 09:29:00,68.930
2024-01-01 09:30:00,69.130
2024-01-01 09:31:00,69.340
2024-01-01 09:32:00,69.540
2024-01-01 09:33:00,69.740
2024-01-01 09:34:00,69.940
2024-01-01 09:35:00,70.140
2024-01-01 09:36:00,70.340
2024-01-01 09:37:00,70.540
2024-01-01 09:38:00,70.730
2024-01-01 09:39:00,70.930
2024-01-01 09:40:00,71.130
2024-01-01 09:41:00,71.330
2024-01-01 09:42:00,71.530
2024-01-01 09:43:00,71.720
2024-01-01 09:44:00,71.920
2024-01-01 09:45:00,72.110
2024-01-01 09:46:00,72.310
2024-01-01 09:47:00,72.500
2024-01-01 09:48:00,72.700
2024-01-01 09:49:00,72.890
2024-01-01 09:50:00,73.090
2024-01-01 09:51:00,73.280
2024-01-01 09:52:00,73.470
2024-01-01 09:53:00,73.670
2024-01-01 09:54:00,73.860
2024-01-01 09:55:00,74.050
2024-01-01 09:56:00,74.240
2024-01-01 09:57:00,74.430
2024-01-01 09:58:00,74.620
2024-01-01 09:59:00,74.810
2024-01-01 10:00:00,75.000
2024-01-01 10:01:00,75.190
2024-01-01 10:02:00,75.380
2024-01-01 10:03:00,75.560
2024-01-01 10:04:00,75.750
2024-01-01 10:05:00,75.940
2024-01-01 10:06:00,76.120
2024-01-01 10:07:00,76.310
2024-01-01 10:08:00,76.500
2024-01-01 10:09:00,76.680
2024-01-01 10:10:00,76.860
2024-01-01 10:11:00,77.050
2024-01-01 10:12:00,77.230
2024-01-01 10:13:00,77.410
2024-01-01 10:14:00,77.600
2024-01-01 10:15:00,77.780
2024-01-01 10:16:00,77.960
2024-01-01 10:17:00,78.140
2024-01-01 10:18:00,78.320
2024-01-01 10:19:00,78.500
2024-01-01 10:20:00,78.680
2024-01-01 10:21:00,78.860
2024-01-01 10:22:00,79.040
2024-01-01 10:23:00,79.210
2024-01-01 10:24:00,79.390
2024-01-01 10:25:00,79.570
2024-01-01 10:26:00,79.740
2024-01-01 10:27:00,79.920
2024-01-01 10:28:00,80.090
2024-01-01 10:29:00,80.260
2024-01-01 10:30:00,80.440
2024-01-01 10:31:00,80.610
2024-01-01 10:32:00,80.780
2024-01-01 10:33:00,80.950
2024-01-01 10:34:00,81.130
2024-01-01 10:35:00,81.300
2024-01-01 10:36:00,81.470
2024-01-01 10:37:00,81.640
2024-01-01 10:38:00,81.800
2024-01-01 10:39:00,81.970
2024-01-01 10:40:00,82.140
2024-01-01 10:41:00,82.310
2024-01-01 10:42:00,82.470
2024-01-01 10:43:00,82.640
2024-01-01 10:44:00,82.800
2024-01-01 10:45:00,82.970
2024-01-01 10:46:00,83.130
2024-01-01 10:47:00,83.290
2024-01-01 10:48:00,83.460
2024-01-01 10:49:00,83.620
2024-01-01 10:50:00,83.780
2024-01-01 10:51:00,83.940
2024-01-01 10:52:00,84.100
2024-01-01 10:53:00,84.260
2024-01-01 10:54:00,84.420
2024-01-01 10:55:00,84.580
2024-01-01 10:56:00,84.730
2024-01-01 10:57:00,84.890
2024-01-01 10:58:00,85.050
2024-01-01 10:59:00,85.200
2024-01-01 11:00:00,85.360
2024-01-01 11:01:00,85.510
2024-01-01 11:02:00,85.660
2024-01-01 11:03:00,85.820
2024-01-01 11:04:00,85.970
2024-01-01 11:05:00,86.120
2024-01-01 11:06:00,86.270
2024-01-01 11:07:00,86.420
2024-01-01 11:08:00,86.570
2024-01-01 11:09:00,86.720
2024-01-01 11:10:00,86.860
2024-01-01 11:11:00,87.010
2024-01-01 11:12:00,87.160
2024-01-01 11:13:00,87.300
2024-01-01 11:14:00,87.450
2024-01-01 11:15:00,87.590
2024-01-01 11:16:00,87.740
2024-01-01 11:17:00,87.880
2024-01-01 11:18:00,88.020
2024-01-01 11:19:00,88.160
2024-01-01 11:20:00,88.300
2024-01-01 11:21:00,88.440
2024-01-01 11:22:00,88.580
2024-01-01 11:23:00,88.720
2024-01-01 11:24:00,88.860
2024-01-01 11:25:00,88.990
2024-01-01 11:26:00,89.130
2024-01-01 11:27:00,89.270
2024-01-01 11:28:00,89.400
2024-01-01 11:29:00,89.530
2024-01-01 11:30:00,89.670
2024-01-01 11:31:00,89.800
2024-01-01 11:32:00,89.930
2024-01-01 11:33:00,90.060
2024-01-01 11:34:00,90.190
2024-01-01 11:35:00,90.320
2024-01-01 11:36:00,90.450
2024-01-01 11:37:00,90.580
2024-01-01 11:38:00,90.710
2024-01-01 11:39:00,90.830
2024-01-01 11:40:00,90.960
2024-01-01 11:41:00,91.080
2024-01-01 11:42:00,91.210
2024-01-01 11:43:00,91.330
2024-01-01 11:44:00,91.450
2024-01-01 11:45:00,91.570
2024-01-01 11:46:00,91.690
2024-01-01 11:47:00,91.810
2024-01-01 11:48:00,91.930
2024-01-01 11:49:00,92.050
2024-01-01 11:50:00,92.170
2024-01-01 11:51:00,92.290
2024-01-01 11:52:00,92.400
2024-01-01 11:53:00,92.520
2024-01-01 11:54:00,92.630
2024-01-01 11:55:00,92.750
2024-01-01 11:56:00,92.860
2024-01-01 11:57:00,92.970
2024-01-01 11:58:00,93.080
2024-01-01 11:59:00,93.190
2024-01-01 12:00:00,93.300
2024-01-01 12:01:00,93.410
2024-01-01 12:02:00,93.520
2024-01-01 12:03:00,93.620
2024-01-01 12:04:00,93.730
2024-01-01 12:05:00,93.840
2024-01-01 12:06:00,93.940
2024-01-01 12:07:00,94.040
2024-01-01 12:08:00,94.150
2024-01-01 12:09:00,94.250
2024-01-01 12:10:00,94.350
2024-01-01 12:11:00,94.450
2024-01-01 12:12:00,94.550
2024-01-01 12:13:00,94.650
2024-01-01 12:14:00,94.750
2024-01-01 12:15:00,94.840
2024-01-01 12:16:00,94.940
2024-01-01 12:17:00,95.030
2024-01-01 12:18:00,95.130
2024-01-01 12:19:00,95.220
2024-01-01 12:20:00,95.320
2024-01-01 12:21:00,95.410
2024-01-01 12:22:00,95.500
2024-01-01 12:23:00,95.590
2024-01-01 12:24:00,95.680
2024-01-01 12:25:00,95.770
2024-01-01 12:26:00,95.850
2024-01-01 12:27:00,95.940
2024-01-01 12:28:00,96.030
2024-01-01 12:29:00,96.110
2024-01-01 12:30:00,96.190
2024-01-01 12:31:00,96.280
2024-01-01 12:32:00,96.360
2024-01-01 12:33:00,96.440
2024-01-01 12:34:00,96.520
2024-01-01 12:35:00,96.600
2024-01-01 12:36:00,96.680
2024-01-01 12:37:00,96.760
2024-01-01 12:38:00,96.830
2024-01-01 12:39:00,96.910
2024-01-01 12:40:00,96.980
2024-01-01 12:41:00,97.060
2024-01-01 12:42:00,97.130
2024-01-01 12:43:00,97.200
2024-01-01 12:44:00,97.280
2024-01-01 12:45:00,97.350
2024-01-01 12:46:00,97.420
2024-01-01 12:47:00,97.480
2024-01-01 12:48:00,97.550
2024-01-01 12:49:00,97.620
2024-01-01 12:50:00,97.690
2024-01-01 12:51:00,97.750
2024-01-01 12:52:00,97.820
2024-01-01 12:53:00,97.880
2024-01-01 12:54:00,97.940
2024-01-01 12:55:00,98.000
2024-01-01 12:56:00,98.060
2024-01-01 12:57:00,98.120
2024-01-01 12:58:00,98.180
2024-01-01 12:59:00,98.240
2024-01-01 13:00:00,98.300
2024-01-01 13:01:00,98.350
2024-01-01 13:02:00,98.410
2024-01-01 13:03:00,98.460
2024-01-01 13:04:00,98.510
2024-01-01 13:05:00,98.570
2024-01-01 13:06:00,98.620
2024-01-01 13:07:00,98.670
2024-01-01 13:08:00,98.720
2024-01-01 13:09:00,98.770
2024-01-01 13:10:00,98.810
2024-01-01 13:11:00,98.860
2024-01-01 13:12:00,98.910
2024-01-01 13:13:00,98.950
2024-01-01 13:14:00,99.000
2024-01-01 13:15:00,99.040
2024-01-01 13:16:00,99.080
2024-01-01 13:17:00,99.120
2024-01-01 13:18:00,99.160
2024-01-01 13:19:00,99.200
2024-01-01 13:20:00,99.240
2024-01-01 13:21:00,99.280
2024-01-01 13:22:00,99.310
2024-01-01 13:23:00,99.350
2024-01-01 13:24:00,99.380
2024-01-01 13:25:00,99.420
2024-01-01 13:26:00,99.450
2024-01-01 13:27:00,99.480
2024-01-01 13:28:00,99.510
2024-01-01 13:29:00,99.540
2024-01-01 13:30:00,99.570
2024-01-01 13:31:00,99.600
2024-01-01 13:32:00,99.630
2024-01-01 13:33:00,99.650
2024-01-01 13:34:00,99.680
2024-01-01 13:35:00,99.700
2024-01-01 13:36:00,99.730
2024-01-01 13:37:00,99.750
2024-01-01 13:38:00,99.770
2024-01-01 13:39:00,99.790
2024-01-01 13:40:00,99.810
2024-01-01 13:41:00,99.830
